,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.483343770411628,0,0,0.436844021792923,0,0,0,0,0.00839920783810889,0,0,0,0,0,-0.059453036997132,0,-0.0504005314908281,0,0,0,0.0124571033304019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224119170726466,0,0,0,0,0,0,0,0,-0.100543285931254,0,0,-0.203683000299458,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.107376794929525,0,0.0153455817984148,0,0,0,0,0.177237476974293,0,0.0913615732381376,0,0,0,0,0,0,0,0,0,0.0367661623472619,0,0,0,0,0,0,0,0.0450662665910851,0,0,0,0,0,0.433543500522044,0,0.0370311296924485,0,0,0,0,0,0,0,0,-0.0590962883571256
X601939.CH.EQUITY,0.13646211250094,0,0,0,0,0,0,0,0.00888069212068226,0,0.0684659631676078,0,0,0,0,0,0,0,0,0,0.122973179033688,0,0,0,0,0,0.405527385564545,0,0,0,0,0,0,0.0672501878337695,0.0922179835956159,0,0,0,0.0160480245519998,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.2006063618641,-4.33680868994202e-19,0,0.0301554927035193,0,0,0,0,0,0,0,0,0,0,0,0.00557107673437611,0,0.151760945118188,0,0,0,0.00668877024717378,0,0,0,0,0,-0.0168424548834718,0,0,0,0,0,0,0.343087957193846,0,0,0,0,0,0,0,0.0431130413413376,0,0.0228449861836318,0.101518141919072
X5.HK.EQUITY,0,-0.134382574138241,0,0,0,0,0,0,0,0,0,0,0,0,0.0180383230846004,0,0,0.138737718468856,0,0.360037888746434,0.0134585911530887,0,0,0.407027028577415,0,-0.0144771071344055,0,0,-0.187429179598162,0,0,0,-0.0519331046247969,0,-0.0687703908076475,0,0,0,0,0,0,0,0,0,0,-0.00668723575799669,0,-0.132095938021324,0,0.293487297617149,0
X601988.CH.EQUITY,0.233015838368557,0,0,0.374705256874338,0,0,0,0,0,0.0885372476741766,0,-0.0438119481490005,0.0414554175040995,0,0,0,0,0,0,0,0,-0.0881179012712705,0.262507103978581,0,0,0,-0.0307639625197408,0.151707467806076,0,0,0,0,0,0.0495628020830864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351047686663586,0.00583501175390579
X600036.CH.EQUITY,0,0.528213038112106,0,0.0364997906998619,0,0,0,0,0,0.0625366998392339,0,-2.77555756156289e-17,-0.187066585630769,0,0,0,0,0,0.0837237935329981,0,0,0,0,0,0,0.188439207801691,0,0,0.0217752815931314,0,0,0,0,0,0,0,0,0,0,0,0,0.282125804164453,0,0,0,0,0.137995997881893,0,-0.226331564292964,0,0
X1299.HK.EQUITY,0,0.0136336972387465,0,0,0,0,0,0,0,0,0,0,0,0,0.0565103670737029,0,0.225922896152122,0.202858169899564,0.181585551672288,0,0.188834147607898,0,-0.0375472451661441,0.0734037302231599,0,0.119645591859334,0,0,0,0,0,0,0,0,0,0,0,0,-0.176241125582685,0,0,0,0,0,0,0,0,0,0,0,-0.120257312037989
X601628.CH.EQUITY,0,0.175768918038891,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.237726533805408,0,0,0,0,0.0273459015670037,0.147647542765664,0,0,0,0,0,0,-0.0432257200642512,0,0,0,0,0,0,0,0,0.14013995156565,0,0.10237213999613,0,0,0,0,0,0,0,0,0.0689771177711973,0,0
X601166.CH.EQUITY,0,0,0.219308778733735,0,0,0.260224018204642,0.0375346588128282,0,0,0,0,0,0,0,0,0.262564271474092,0,0,0,0,0,0,0,0,0,0,0,0.0342399367912306,0,0,0,0,-0.0113844270486164,0.306603207221081,0.124065763730663,0,0,0,0,0.110125702650154,0,0,-0.146268264696977,0,0,0,0,0,0,0,0.0561647325708354
X601328.CH.EQUITY,0,0,0.117277478153459,0.0148908733556461,0.0383519321697852,0.326852439167607,0,0,0,0,0,0,0,0,0.0582407520474421,0,0,0,0,0,0,0.0164080987870515,0.199522690349701,0,0,0.0486505806634703,0,0,0,0,0,-0.000539305470324636,0,0,0,0,0,0,0.00128769788674028,0,0,0,0,0,0.0970088403981914,0,0.131552888382245,0,0,0.00977577155022284,0
X600000.CH.EQUITY,0.0621476474588491,0.145120482663712,0,0,0,0,0.104392218213328,0,0,0,0,0,0,0,0,0,0,0,-0.00558415289672635,0,0,0,0.187016464919022,0,0,0.0793631391804831,0,0,0,0,0,0,0,0.0642709072873744,0,0,0,0,0.204128373901963,-0.0303844991058863,0,0,0,0,0,0,0.185646342932247,0,0.00103173071029998,0,0
