,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.15979289839092,0,0,0,0,0.225842148213301,0,0.0885332563638193,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.271742066714733,0,0,0,0.163556104815039,0,0,-0.0456297738189878,0,0,0,0,0,-0.102075546713043,0,-0.109983232462232,0,0,0.153797963406001,0,0.0845363145514091,0,0,0,0,0,0,0,-0.250559993423002,0,-0.108550858332653
X002142.CH.EQUITY,0.14308678080717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301479021338018,0,-0.119276367949203,0,0,0,0,0,0,0,-0.0306041795177591,0,0,0,0,0.132313461069602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720565760176768,-0.0217413044960873
X600000.CH.EQUITY,0.0614105475667374,0,0,0,0,0.0803234024156438,0,0,0,0,0.468179770024458,0,0,0,0.00997075456781631,0,0,0,0,0,0.221337789499467,0,0,0,0.0191661273134734,0,0,0,0,0,0,0,-0.0234395548026136,0,0,0.000185617786259624,0,0,0,0.100630727588426,0,0,0,0,0,0,0,0,0,0,0.142194615000309
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.35426750369316,0.00460144879072925,0,0,0,0.254621646720642,0.0285625525798466,0,0,0,0,0,0.0355197105940787,0,0,0,0.0413694705535361,0,0,0,0,0,0,0,0.18101796003597,0,0,0,0.0642329315232606,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.0614401492389238,0,0,0,0,0.0147024847771009
X600016.CH.EQUITY,0,0,0.165762849403686,0.115704277624881,0,0,0,0,0,0,0.373475486658591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137359417610897,0.0358389708279996,0,0,0,0.00292267048032025,0,0.0928158845282869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504332872624214,0
X600036.CH.EQUITY,0.16157560758931,0.0933593015712583,0.183991379948337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389517992326894,0,0.0138902648802175,0,0,0.35977079165202,0,0,0.050785618648973,0,0,0,0.0934151491327253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0113573402370732,0,0,0,0,0.432564877292668,0,0,0,0,0,0.232958592038375,0.0363465752655399,0,0.106727387901133,0,0,0,0,0,0,0,0,0,0,0.0375239647828767,0,0,0,0,-8.67361737988404e-19,0,0.391120962937568,0,0,0,0,0,0,0,-0.131881569648949,0,0,0,0,0.0483800662526288,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.220264637727711,0.607662463627477,0,0,0,0,0,0,0.00849747474663817,0,0,0,0.135786470427938,0,-0.0580679864715977,0,0,0,0,0,0,0,0,0,0,0,0,0.134876791793382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148271094119937,0,0,0,0
X601229.CH.EQUITY,0,0,-0.0774683022559167,0.247751275847095,0,-0.0912607717131947,0,0,0,0.413032847976747,0,0,0,0.188495468500679,0,0,0,0,0,0.24310152565536,-0.0484943668532154,0,0,0,0,0.251483274340646,0,0,0,0,0,0,0.15746825827331,0,0,0,0,0,0,0.0968199682740466,-0.00534629902048314,0,0,0,0,-0.273173059702198,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.202613988920964,0,0,0.435063118699192,0,0.161177223249123,0.116738320709095,0,0,0,0,0.113618884100213,0,0,0,0.0694465984515407,0,0,0,0,0,0,0,0,0,0.0394075509431114,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0166665145550896,0.0176973975310331,0.0737475064996526,-0.00230874916512378,0,0,0,0.0540865203596097
