,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X600048.CH.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.0211793455071591,0,0.382556324615762,0,0.0790145146810431,0,0,0.0253892420970005,0,0.0828394912882807,0,0,0,0,0,0.0682051760914357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203590744300866,0,0,0,0,0.11852491556001,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.260550563698666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564213494551737,0,0,0,0,0,0,0,-0.00520537810167427,0,0,-0.0585062877422866,0,2.16840434497101e-19,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00730404280458464,0,0.0261893668714603
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0856079817957143,0,0.154630358361396,0,0,0.0547080078209951,0,0,0,0,0,0,0.111091294668359,0.0227275907440931,0,0,0,0.294794360339189,0,0,0,-0.0608127158645404,0.120555528283968,0,0,0.0726614297012762,0,0,0.25515834907131,0,0,0,0,0,0,0,0.0618412794731251,0.025238693853538,-0.153417562267953,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0101014654601185,0,0,0.211926127118601,0,0.0913795042949738,0,0,0,0,0,0,0,0,0.0108938855278104,0.167570066710787,0,0,0.0850899436916662,2.16840434497101e-19,0.0849088043341901,0,0,0,0,0,0,0,0,0,0,0,0,0.074950334025406,0.172045677474034,0,0.0659928029950221,0,0,0,0,0.0174958838543697,0,0,0,0,0,0,0.0429430296699647,0,0
X600016.CH.EQUITY,0,0.135019114112835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294793262653354,0,0.153596731807326,0,0,0,0,0.207863245586357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235322561375194,0,-0.0601146117975998,-0.0569388719617777,0,-0.0507925979699506,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00899950754448311,0,0,0,0,0,0,0,0.261147941177833,0.155629827613325,0,0,0,0,0,0,0,0,0.185679269902659,0,0,0,0,0,0,0,0,0,0,0,0,0.169592891199357,0.222306857578313,0,0.186978382934141,0.0148120628372507,0,0,0,0,0.232871486513497,0,-0.0234598455900957
X600919.CH.EQUITY,0,0.0953137681965569,0,0.377830847355227,0,0,0,0.0133403237605635,0.135742743500492,0,0,0,0,0,0,0,0,0.0113940648136121,0,0,0.0360824993331177,0,0.30768946460102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,-1.0842021724855e-19,0,0,0,0,0,0.364740315506706,0,0,0,0.0675896179319298,0,0,0,3.46944695195361e-18,0.0984283613125205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300541864286105,0,0,0,0.0695525634147501,-0.0104906080813119,0.00742270320577657,0.103236238903616,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.492827884693612,0,0,0.0823548273701466,0,0,0,0,0.192276003576053,0,0.0774077353534049,0,0,0,0,0,0.204329929440082,-0.223185044450344,0,0,0,0,0,0,0,0,0,-0.0490683975812226,0,0,0,0,0,0,0,0,0,0.281914971081877,0,0,0,-0.0416821671724531,0.0649890119933447
X601166.CH.EQUITY,0.284262461689877,0,0.108670966407536,0,0,0,0,0.0478031828531372,0.382769556732819,0,0,0,0,0,0,0,0.0428229354198191,0,0,0,0,0,0,0.0540447246863221,0.0607005085715678,-0.220447580359743,0,0,-0.0203682400275553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221540086292414,-0.156369181595111
