,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0203089903827488,0,0.0176509979277735,0,0.161414441948501,0,0,0,0,0,0,0,0.146419904534913,0,0,0,0,0,0,0,0,0.05743609784578,0,0,0.219870794982917,0,0,0,0,0,0,0,0.150259477079135,0,0,0,0,0,0.051064175745434,0,0.130674017754509,0,-0.0947375566021788,0,0,0,0,0,-0.192181493695595,0,-0.130665750889114
X002142.CH.EQUITY,0.35189798372151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131435092707609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852580243866255,0.201530482513934,0,0.189235107498861,0,0,0,0,-0.00824273824472373,0,-0.0586489344289383,0,0,0.116590931768523,0,0,0,0,0,0,0.0284660659708373,-0.0874930895215615,-0.0903664902166669
X600000.CH.EQUITY,0.130574753341685,0,0,0,0.0900673408317885,0.308693810531814,0,0.158435803163006,0,0,0.172574648455514,0,0.0547409375243709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899471915621987,0,0,0,0,-0.0692617988775341,0.0479604672495511,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,-0.0930927363257454,0,0,0,0.0145606018586479
X600015.CH.EQUITY,0,0,0,0,0.062621348844012,0,0,0,0,0,0,0,0.142991775060354,0.148985166763414,0,0.0879129406069866,0,0,3.46944695195361e-18,0,0,0,0,0.0730022671008752,0,0,0.0473955586033523,0.0320803857774619,0,0,0,0,0.214293042371532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.144870537939145,0.152736361263952,0,0,0,0,0.0150511575170171,0,0.363591010850078,0,0,0,0,0,0.0458660238982435,0,0,0,0,0,0,0,0,0.123404546225403,0,0.0605643921356265,0,0,0.0449735968079942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.221508335220651,0,0.392435745179507,0,0,0,0.0184618705620358,0,0,0,0,0,0,0,-0.0287297466678567,0,-0.0186026815321565,3.45411992698643e-05,0,0.0210898197546632,0,0,0,0,0,0,0,0.079720581963649,0,0,0,0,0,0,0,0.202367830334536,0,0.15668978688555,0,0,0,0,0.127120145367595,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.191101063947116,0,0.468226332014286,0,0,0,0,0,0,0.0437827215872667,0.0372800529612344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146652118694554,0,0.214722726372772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.249420112747515,0.451117486850704,0,0,0.13843578276016,0,0,0,0.151525595342692,0,0,0,0.102717772908844,0,0,0,0,0,-0.00241618732670271,0,0,0,0,0,0,0,0.00677413590672254,0,0.0397430797253144,0,-1.73472347597681e-18,0.0574975773068672,0,0,0,0,0,-0.0978487105313046,0,0,0,0,0,0,0,0,0,0,0.0167743819938792,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0980875895168464,0,0.0829833268195565,0,0.386797858777651,0,-0.0611470537068974,0,0,0,0,0,0,0.313045157876576,0,0,0.0447499531165034,0.045043657597592,0.200474576227433,0,0,0,0,0,0.105101927680526,0,0,-1.0842021724855e-19,-0.150364609450467,0,0,0.0701588545536765,0,-0.0484515556304412,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.0309679436451335,0.0869370304335911,0,0,0.365960080781351,0,0.162034909973097,0.189142417521454,0,-0.0456239964780252,0,0,2.16840434497101e-19,0,0.105877083047458,0.171091180686897,0,0,0,0,0,0,0,0,0,0,-0.0317207130978104,0.0678947722203119,0,0,0,0,0,0,0,0,0,0.0338555745722121,0,0,0,0,0,0,0.0478567798651931
