,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0827482593240696,0,0,0,0,0.295090637983758,0,0,0,0,0,0,0,0,0,0,-0.012432274389193,0,0,0,0.170613127077365,0,0,0,0,0,0.135851685810412,0,0,0,0.176360054428932,0,0,0,0,0,0,0,0.0848663973440601,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.240440900128432,0,0,0,0,0,0,0,0.479096768556511,0,0,0,0,0,0,0,0.0724308706544491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111750639097974,0,0.019685226404405,0,0,-0.0437784423006838,8.67361737988404e-19,0,0,0.0709625335220726,0,0,0.0362381443543681,0,0,0,0,0,0
X600000.CH.EQUITY,0.0296339651374001,0,0,0,0.0483736226517821,0,0,0,0.0530878426045526,-6.93889390390723e-18,0,0.288634033237913,0,0.0469986609869697,0.124124336031839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250595228574077,0,0,0.078492146282939,0,0,0.10401409575318,0,0,0,0,0,0,0,0,0,0,0.0244789423992628,0,0,0,0,0
X600015.CH.EQUITY,0,0.129290131448661,0,0,0,0,0.235999842064788,0.19065922649315,0,0,0,0,0,0.179278720640408,0,0,0,0,0,-0.0813933257639587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260284039344672,0,0,0,0,0,0,0.106393409012874
X600016.CH.EQUITY,0,0,0.0878772104086626,0,0,0,0.304711584934067,0.0828367755865332,0.00903729297801618,0.0913803754276989,0.147489000185392,0,0,0,0.131619331659125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191548313854828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455327754152201
X600036.CH.EQUITY,0.141711903704956,0.29109375443441,0,0,0.0358018087484312,0,0.13960795445992,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.112040083450439,0.141775347254845,0,0,0.0966679750718296,0,0,0,0,0,0,0,0,0,0,0,0.124261239745417,0,0
X601166.CH.EQUITY,0.0726802744889733,0,0,0.100323596252426,0.0191420647880603,0.395671770607935,0,0,0.00536422684057566,0,0.0500169719034972,0,0.225044931493026,0,0,0,0,0,0,0,0.0490477084367824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341143355942849,0,0,0,0.0091854961150256,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0.0201922351590513,0.166484290093092,0,0.424477326165253,0.10074017026896,0,0.0515098071998775,0,0,0,0,0,0,0.00841684112163365,0,0.0651983599662959,0.142022388673599,0,0,0,0,-0.025978212699954,0,-0.0586161213110517,0,0.204325123579787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124127118415332,0,0,0,0,0,0,-0.0310673975599555,0
X601229.CH.EQUITY,0.0693432812304294,0,0,0,0,0,0,0,0,0,-0.04852550437751,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349118734951896,0,0,0.214490670928477,0,0,0,0,0,0,0,0.200846523911787,0,0,0,0,0.0521996617196553,0,0.0465377774353798,0,0,0,0
X601288.CH.EQUITY,0,0,0.146995101411539,0,0.0913983366320847,0,0,0,0,0,0,0.377086758870334,0,0,0.214138847758567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843448243628639,0,0,0.0343223742658639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
