,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.215757873653801,0,0,0,0,0,0,0.126830165934902,0,0,0,0,0,0,0,0,0,0,0,0,0.0056239096812552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319478571718694,0,0.108158434901307,0,0,0,0,0,-0.232613452424495,0.0936422893006589,0,-0.137418662664163,-4.33680868994202e-19,-0.0823626232709579
X002142.CH.EQUITY,0.240614869404585,0,0,0,0,0.0193585630326455,0.0807707844462827,0,0,0,0,0.021738560216127,0,0.0360661674191508,0.097162270744097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112077571180045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114632782530023,0
X600000.CH.EQUITY,0,0.139774165908164,0,0,0.124094847446303,0.157634706995975,0,0,0,0,0.317122848698553,0,0,0,0.010276215187242,0,0,0,0,0,0.0375297508292906,-0.083703964024408,0,0,0,0,0,-0.00224279250495973,0.184580682902303,0,0,0,0,0,0,0,0,0.0918936641480133,0.0179368057587444,0,0,0,0,0,0,0,0,0,0,-0.0343816976193028,1.73472347597681e-18
X600015.CH.EQUITY,0.0291458611650646,0,0,0,0.0133172322977682,0,0,0.265741809651331,-1.0842021724855e-19,0,0,0,0.405104850872381,0.0168339773671718,0,0,0.0304875782963971,0,0.219174621853636,0,0,0,0,0.0332175976520774,0,0,0,0,0,0,0.123700562617687,0,0,0,0.0306024526983941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0102304682349189,0.0317660186959989,0.424924646184624,0,0,0,1.38777878078145e-17,0.0367177822017572,0,0.167475148134739,0.00601629780153345,0,0,0.188753567031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873226111026156,0.0811014752452413,0,0,0,0,0,0,0,0.126430516153679,0,0,0,0,0.0416181214494537,0,0,0,0,0,-0.0990460861902359,0
X600036.CH.EQUITY,0.265729881608656,0.136669264084853,0.161863265246105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794065919952119,0,0,0,0,0,0,-0.0258708426685643,0.182299634035906,0,0.0842823858701923,0.198346688473467,0,0,0,-0.0132325545454828,0,0,0,0,0,-0.0483146110532631,0,0,0,0,0.0491793836363068,0.15627589142029,0,0,0,0,0.113691650318364,0
X601166.CH.EQUITY,0,0.241699422102842,0,0,0,0,0,-0.153251874286723,0,0,0,0,0,0,0.435958295840917,0,0,0,0,0,0,0,0,0,0.125055230263294,0,0,0,0.0207864266127012,0.0886964133451852,0.269466022186246,0.113625286901508,0.040758786196686,0,0,0,0,0,0.0792929558918479,0,-0.0560527727422118,0,0,0,0,0,-0.055816054040333,0,0,0.400960750433261,3.46944695195361e-18
X601169.CH.EQUITY,0,0,0.0274032604362213,0.268701805408224,0,0,0,0,0,0,0.469523869386201,0,0.249627445644376,0,0.0558938612198097,0,0,0,0.084237845853771,0,-0.0593536025245462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371923188685528,0,0,0,0,0,0,0.104223599384702,0,0,-6.93889390390723e-18,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.0373927699483006,0,0,0,0,0,0.199200002139165,0,0,0,0.432421431303259,0,0,0,0,0.111025984630041,0,0,0.621586836300588,0,0,0,0,-0.137254508371337,0,0,0,-0.104589364802523,0,0,0,0,-0.098800991061923,0,0,0,0,0,0,0,0,0,-0.148479683715219,-0.0233584232693518,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.16358575563356,0.171044575609826,0,0,0.306061219367454,0,0.0546289905612816,0,0,0,0,0.0539432108907169,0,0,0.162801484147667,0,0,0,0,0,0,0.0294835249040711,0,0.1314371717665,0,0.0630106529708077,0,0,0,0,-0.0937796259479621,0,0,0,0,0,0,0,0,0.0618187246235256,0,0,0,0
X601328.CH.EQUITY,0,0,0.167506207508131,0,0.162841812388345,0,0,0.0885216632426063,0,0,0,0,0,0.0165355891310982,0.294140430906192,0.17624748656301,0,-4.33680868994202e-19,0.0566482636051894,0,0,0,0.119768161201903,0,0,0,0,0.0212724373763106,0,0,0,0.0101583803682836,0,0,0,0,0,0,0,0.0268557065382815,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0.0520302042484247,0,0,0,0,0.0791870909701421,0,0.181052971908609,0,0,0,0.255624904438494,0,0,0,0,0,-0.0815104288843021,0,0,0,0,0,0.0359398965932666,0,0,0,0,0,0,0,-0.0504551282254712,0,0,0,0,0,0,0,-0.073513305052865,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.059337739924433,0,0,0.0224778357800597,0,0,0,0,0,0,0,0,0,0,0,0.420075041122736,0,0,0,0,0,0,0,0,0,0,0,-0.171532939794537,0,0.176055196459936,0,0,-0.0840583027635398,-0.108140511042376,0,-0.0928399334650544,0,0,0.13691071510492,0,0,0,0,0,0,0,0,0,0,0,0.0480782070569088
X601939.CH.EQUITY,0.137267047372161,0,0,0.11749974925175,0,0,0,0,0.167650522585696,0,0,0.249711743063473,0.128234138109282,0,0,0.0168928850707244,0,0,0.10277595927584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140605559037956,0,0,0,0
