,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.24116843890997,0,0,0,0.0845133119895591,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.182521189137146,0,0,0,0,0.0283587191606725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330358337505296,0,0,0.0253337451404758,0,0,0.0177049799471161,0,-0.018420472011167,-0.0225453434807965
X002142.CH.EQUITY,0.0919211709697189,0,0,0,0,0.24454276513225,0,0.12448988645984,0,0,0,0,0.133812813564538,0,0,0,0,0.0287208295264697,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0440842384010621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234345258574911,0.0780758092106198,0,0,0,0.0531488745296652,0,0,0
X600000.CH.EQUITY,0,0,0,0.260914798569949,0.0275803112584927,0.0985156776160168,0,0,0,0,0,0.0635078667481869,0.0297139655694012,0.244667434200042,0,0,0.0309020949201222,0.0517926771273075,0.0420335078496259,0,0,0,0,0,0,0,0.0598075816070097,0.123028054637307,0,0,0,0,0,0,0,0,0,0.0947200044010137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.285726008002204,0,0,0,0,0,0,0,0.315028352859091,0,0,0,0.18607368857795,0,0,0,0.027359079221458,0.0526692236281634,0,0,-0.0890116292016687,-0.124896773007263,0.225685126126974,0,0.0153249348328517,0,0.0292610574819749,0,0,0,-0.0520345878768337,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0591728002082017,0,0
X600016.CH.EQUITY,0,0,0.0232112162848271,0.169688215178704,0,0.0627976072870314,0,0,0,0,0,0,0,0,0.20467870639464,0,0,0.205405675155423,0,0,0.14854240728243,0,0,0.121859447382133,0,0,0,0,0.00366178825950932,0,0,0,0.062518246005395,0,0,0,0,0,0.0425141593651655,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.186635226650661,0.306911577217125,0,0,0.0256570213904047,0,0,0,0,0.0503477738457235,0,0,0,0,0,0,0.0431956314191105,0.104665005474785,0,0,0,0,0,0,0,0,0.170296219889187,0,0,0,0.12859563218933,0.00897386182595182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.160748096149404,0,0,0,0.194651864885588,0,1.73472347597681e-18,0,0,0.212829005616059,0.0654858884889103,0,0,-8.67361737988404e-19,0,0,0,0.0173846629268659,0,0,0,0,0,0,0,0,-0.0861977806740707,0,0,0,0,0,0,0,0,0,0.0032540195094963,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0.130876506848392,0,0.164207066048105,0,0.248798682961466,0,0.0607060608623279,0,0,0,0,0,0,0,0,0.0242314660147173,0,0,0,0.0183417554603538,0,0.0512121453821106,0,0,0,0,0,0,0,0,0,0,0.00410473821922987,0,0,0,0,0,0,0,0,0,0,0.0701560227804635,0,0,0.0736225518337201,0,0.0365915641037197,0
X601009.CH.EQUITY,0,0,0,0,0,0,0.0482702478556911,0.0985089852285399,0,0,0,0,0,0.213266834617742,0,0.121494219198795,0,0,0,0,0,0,0,0,0.264037354779371,0,0,0,0.0679275143033802,0,0,0,0,0,0,0.0347288168663257,0.0203412580523649,0,0,0,0,0.2099677766725,0,3.46944695195361e-18,0,0,0,0,0,0,0.054645172977639,0
X601166.CH.EQUITY,0.021145437705281,0,0,0,0,0.107668142509195,0,0,0.0771110237952553,0,0,0,0,0.151825916525639,0,0,0,0,0,0.0793750041557669,0,0,0,0,0,0,0,0,0,0,0.079544137937756,0,0,0,0,0,0,0,0,0,0.119409892892584,0,0.137605050943447,0,0,0,0,0.0728313298965451,0.131231767976942,0,-0.0221002557116923,0
X601169.CH.EQUITY,0,0,0,0,0.188761347587383,0,0,0,0,0,0,0.151926367380513,0,0,0.113583320657826,0,0.148431285563795,0,0,0,0.00885578909183706,0,0,0,0.364293584705069,0,0,0,0,0,-0.0905840900901057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610275947600875,0
