,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.257283911272029,0,0,0,0,0,0,0.138370865646723,-0.0499720284723949,0,0,0,0,0,0,0,0,0,0.276542426097559,0,0,0.136145712912202,0.207435784792059,0,0,-0.278924688634952,0,0,0,0,-0.0162470737040854,0,0,-0.0400768244430601,-0.113085848961605,0,0.185675289514093,0,0,0,0,0,0,0,-0.0584938336405712,0,0.170461497385525,-0.164167544327301,0,-0.0423234633963307
X002142.CH.EQUITY,0.177057456810031,0,0,0,0,0.0196132533867813,0,0,-0.00396301088423412,0,0,0,0,0,0.273415455257613,0,0,-0.0158877306465868,0,0.0431195736244633,0,0,0,0,0,0,0,0,0,0,0.0838233398786138,0,0,0,0,-0.0986171771957393,0,0,0,0,0,0,0,0,0,0,0.0325721062469738,0,0,0,0
X600000.CH.EQUITY,0.0482417779139285,0.0297116576374701,0,0,0.0228143412220212,0.261489498737246,0,0,0,0.0435695037760492,0.411323628789432,0,0.0930136294494316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866107699967228,0,0,0,0,-5.42101086242752e-20,0.0297340754392513,0,0,0,0,0,-0.00299507651584529,0,-0.0495123453713264,0,0,0,0,0,0,-0.0616927935096227,0.00792270898311094
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.299902763344304,4.33680868994202e-19,0,0,0.0813596003897096,0.386089433332124,0.0500925718763292,0,0,0.114880197434395,0,0.069487267866873,0,0,0,0.065833123653418,0,0,0,0,0.0151715684427602,0,0,0.079139799446959,0,0,0,0.0582580287355282,0,0,0.0363379844122586,0,0,0,0,0,0,0,-0.111044126934888,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.159439893185222,0.207630019538219,0,0,0,0,0,0,0.361348478716494,0,0,0,0,0,0,0,-0.0310113215518454,0,0.0997071154850416,0,0,-3.46944695195361e-18,0.0304052711437073,0,0,0,0,0,0.137305150530591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0932827331727497,0
X600036.CH.EQUITY,0.24376998408609,0.170933188394584,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175260001988486,0.0220348891866902,0,0,0,0,0.105896210451236,0,0,0,0,0.28265195082944,0,0,0,0,0,0,0.0111541287846476,0,0,-0.00362220687206976,0,0,0,0,0.118637270687607,0,2.71050543121376e-20,0.0314763902175864,0,0,0.0664344128811647,0
X601166.CH.EQUITY,0,0.442790525104918,0,0,0,0,0,0,0,0,0,0,0,0,0.199906593895836,0,0,0,0,0,0,0,0,0,0.15785351316738,0,0,0,0.043700324952827,0,0.231660604027476,0.116340557091965,0.080492016348431,0,0,0,0,0,0,-0.0377285906183901,-0.0485679364395561,0,0,0,0,0,-0.0315559772751377,0,0,0.148931229969197,8.67361737988404e-19
X601169.CH.EQUITY,0,0,0.0535662744990339,0.35300715090047,0,0,0,0,0,0,0.406295861438292,-0.190825735143755,0.217228933959944,0,1.38777878078145e-17,0.033561246113219,0,0.0348282572860818,0,0.0136177345770105,0,0,0,0,0,0,0,0,0.046954880128584,0,0.0121778700826956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07155205651614,0.125692571714134,0,0,0
X601229.CH.EQUITY,0,0,-0.16726205296951,0.333087384012493,0,-0.0828541534915366,0,0,0,0.386621490607772,0,0,0,0.18563550596401,0,0,0,0,0,0,0,0.200081266566674,0,0,0.111572082085265,0,0,0,0,0,0,0.341597515375675,0,0,0,-0.0955262614371652,0,0,0.0292770444588952,0,0,0,0,0,0.157218740055218,-0.363758487235331,0,0,0,0,-0.051908063589552
X601288.CH.EQUITY,0,0,0,0.060364529061876,0,0,0,0,0.142028654152763,0,0,0.413449794749708,0,0.189515143848279,0.0575174777202283,0,0,0,0.151911348229004,0,0,0,0.0894130909613812,0,0.0620134275753745,0,0,0,0,0,0,0,0.0379719490904022,0,0,0,0.0100730581005043,0,0,0,0,0,0,0,0,0.0554286299210425,0,0,0,0,0
