,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.177717853519536,0,0,0,0,0.0106325387097258,0,0.315355244244182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17661306068032,0,0,0.0612730899645371,0,0,0,0,0,0.204895457130566,0,-0.225690925041762,0,0,0,0,0,0.103156802423019,0,0.00612736400212227,0.0639929106745634,0
X002142.CH.EQUITY,0.218351388675822,0,0,0,0,0,0.145335133154192,0,0.0753312379894821,0,0,0,0,0.274895354698578,0,0,-0.0275731654931618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012689689211531,0.0010575258570819,0,0.108169982857189,0,0.0866076023815677,0,0,-0.0263783330158088,0,0,0,0,0,-0.0695550023588748,0,0,-0.0809707539099346,0
X600000.CH.EQUITY,0,0.0048831047494587,0,0,0.072083748301347,0.337055948161844,0,0,-3.46944695195361e-18,0.124719701777003,0,0.107561650826756,0,0,0,0,0,0,0,0,0.174921741637681,0,0,0,0,0,0,0,0,0,0,0,0.126277848261505,0,0,-0.0149836905750882,0,0,0,0,0.193787031418519,0,0,0,0,0,0,0,0,0,0.109096399488115
X600015.CH.EQUITY,0,0,0.231813995620788,0,0,0,0,0.4719663167624,0,0.0681833142457058,0,0,0,0,0.0452181714183919,0,0.0322924620452675,0,0,0,0,0,0,0,0.02804276092833,0,0,0,0.0221808227911675,0,0,0,0,0,0,0,0,0,0,0,0,0.102586265949608,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.294364406277668,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.264751388959538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543327871433286,0,0,0,0,0,0,-0.00820206656339793,0,0,0,0.039720612325632,0,0,0,0.086235548712506,0.684225356353435,-0.129442499475369,0,0,-0.1565789448215,0,0,0.24160249621095,0,0,0.0507886611607948,0.074355487244107,0,0,0,0,0,0,0,0.0910043570727351,0,0
X601166.CH.EQUITY,0,0.168973356696372,0,0,0,0.135598981106657,0,0,0,0.111212713323535,0,0,0,0,0.390715461859983,0,0,0,0,0,0,0,0,0,0,0.169490493248706,0,0,0,0,0,0,0.198674945031803,0.0392153299087341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263476535579519,-0.000604915243563145
X601169.CH.EQUITY,0,0,0,0.820773094171601,0,0,0,0,0,0,0,0.00693327841830272,0.104090364340173,0,0,0,0,0.124303469574025,0,0,-0.0596344566653008,0,0,0,0,0.111427958699259,0,0,0,0,0,0.00323262758124004,-0.0296023720890679,-0.4565499669949,0,0,0,-0.145459028170173,0.346206022423241,0,0,0,0,0,0,0,0.021574462589891,0,0,0,0.0967037102120412
X601229.CH.EQUITY,0.128034640750485,0.204288889868399,0.0252573825558838,0,0,-0.0613906676721357,0,0,0,0,0,0.519237855033356,-0.131478163248599,0,0,0.134455560322374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204302626866407,0.00349250119859001,-0.0118206167505658,0,-0.0222112358093705,0,0,0,0,0,0,0,0,-0.0259521554725847,0,-0.111016776719297
X601288.CH.EQUITY,0,0.0404191959662162,0,0,0,0,0,0.176195211354014,0,0,0.0204065156755328,0,0.103495297306701,0,0.231085518919282,0,0,0,0,0,0,0.116146346695528,0,0,0,0,0,0,0,0,0.101010715367348,0.150769281619463,0,0.0663681265365904,0,0,0,0,-0.10203911720919,0,0,0,0,0,0,0,0.128547080074141,-0.0239915773257458,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.336434016252739,0,0,0,0.0354605572628946,0,0,0,0,0,0,0,0,0.169850577227619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160497571439552,0,0,0
