,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.134394591482391,0,1.73472347597681e-18,0,0,0.263755557597834,0,0.00566694093330845,0,0,0,0.210470154126664,0,0.0133188112716853,0,0,0,0,0,0,0,0.231967434385886,0,0,0,0,0,0,0,0.130188554381459,0.0398468833293762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.000337895472798146,0,0,0,0,0.721296511248013,0,0,0,0,0,0,0,0,0,0,0.0988557298872888,0,0,-0.0367425463437413,-0.102030859160787,0,0,0,0,0,0,0,0,0,0,0.323052936924752,0,0,0,0,0,-0.1836064161487,0,0,-0.0368588943046637,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.137537311901901,0,0,0.148369064362896,0,0.108722724956356,0,0.498654823672593,0,0,0,0,0,0,0,0,0,0.119964146990068,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.169929163145664,0,0,0,0,0.243069655029093,0,0,0,0,0.0823053853441051,0.00290826494177567,0.0989174540078004,0.176755924323308,0,0,0,0,0,0,0,0,0,0,0.0874415188168416,0,0,0,0,0,0,0,0,0.0503330840201039,0,0,0,0,0.0642396778441305,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.177700609536168,0,0,0,0,0.300970190165494,0.137508689384965,0,0.0591398923003866,0,0,0.140909580076806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877916737703274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962966656563958,0,0,0,0,0
X600036.CH.EQUITY,0.138334776525814,0,0,0,0,0,0.256754621159119,0,0,0,0,0,0.138416277639904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176988177741805,0,0.149510717197881,0,0,0.0182991700414004,0,0,0,0.158439509901476,0,0,0,0.0443159433333492,0,0,0.137918650396408,0,0,6.93889390390723e-18,0,0,0,0,0
X601166.CH.EQUITY,0.0441829338749863,0,0,0,0,0.232563211354968,0,0,0,0,0,0,0.515241159311124,0.274085528823454,0,0.108463014098905,0,0,0,-0.00648322803733387,0,0,0,0,-0.00898907739756301,0,0,-0.00340203251902582,0,0,0,0,0,0,0,0,0,-0.146997771068138,0,0,0,0,-0.000466576326247351,0,0,0,0,0,0,0,0.0558196618599337,-0.117140818883571
X601169.CH.EQUITY,0.0431263269938561,0.00442035550462568,0,0.306507288260948,0,0,0,0,0,0,0.156132537157772,0,0.0135570167118054,0,0,0.0616019182726508,0,0,0,0.0684299040299325,0,0.0934199948504648,0,0,0,0,0,0,0,0,0,0,0,0.25093145616602,0.026815568296413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.155390524204264,0.236623795177224,0,0,0,0,0,0,0,0,0,0,0.237839145463031,0,0,0.0154463371235156,0,0,0,0.182748666176812,0,0,0,0,0,0,0,0,0.0517189977457827,-0.0351905681142187,0,0,0,0,0,0,0,0,0,0.0781179643375449,0,0.0358220519857595,0,0,0,0.0434232522428178,0,0,0,0,0.0161746237935689
X601288.CH.EQUITY,0.0327332995431976,0,0,0,0,0,0,0,0,0,0,0.257789848288179,0,0.183434588885626,0.433844166380207,0,0,0,0.0042820137259481,0,0,0,0,0,0,0,0,0,0,0,0.0426439107989817,0,0,0,0,0,0,0.0123079120897646,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506653229856744,0
