,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.234105928601058,0,0,0.102133511045306,0,0,0,0,0,0,0,0.122116482347507,0,0,0,0,0.0204799362325342,0.0358446747720286,0,0,0,0,0,0,0,0,0,0,0,0,0.0559354673243139,0.0286815799502524,0.0923197674110127,0.101284653664415,0,0,0,0.00230942251495257,0,0,0,0,0,0,0.0952637800637691,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.0945323663885344,0.581339791491392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360542803270795,0,0,0.00160155555305476,0,0,0,0,0,0.158331858563632,0,0.050463301714971,0,0,0,0,0,0,0,-0.0211867090117005,0.0601741860695397,-0.176550637974957
X600000.CH.EQUITY,0,0,0,0,0,0.491496313677578,0,0.0500336196406476,0.172354595392018,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017673909030207,0,0,0,0,0.0529327236868713,0,0,0,0,0,0.00514261404465217,0,0,0,0.0613200306009993,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.182239079932372,0,0,0.157882826194947,0,0.0674826915281719,0.0444706732684539,0,0,0,0,0,-0.149045427014527,0,0,0.107646328871027,-0.337942329775101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162676118070934,0.0380942680955397,0,0,0,0.189546748540486,0,0,0,0,-0.00607847156274628
X600036.CH.EQUITY,0,0.338696116090389,0,0,0,0,0.0901357580815692,-4.33680868994202e-19,0,0,0,0.407941146819103,0,0,0,0,0.0652150533791152,0.0391677396566959,0,0,0,0,0,0,0,-0.00763676531276539,0,0,0,-0.036383333005809,0,0,0,0,0,0,0.00284124571455904,0,0,0,0,0,0,0,0,0,0.0457018104461262,0,0,0.13621213381056,0.0566216904156974,0
X601166.CH.EQUITY,0,0.062487635472078,0.1033878645511,0.0286831226086903,0,0,0,0,0,0,0,0.00533791377652104,0.582945159136785,0,0.0391171616209469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263874837295736,0,0,0,0.0305593833976336,0,0,0,0,0,0.0820272964386726,0,0,0.0319248300088977,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.823770903486801,0,0,0,0,0,0,0,0.377559707333922,0,0,0,0,0,0,0,0,0,0,0.0929235433889002,0,0,0,0,0,0,0,0,0,-0.0774721350490757,0.0171975834849704,0,0,-0.231440276885377,0,0,0,0.183775836631342,-0.29818984280038,0,0,0,0.0802204744216969
X601288.CH.EQUITY,0,0,0.0403402528955114,0,0,0,0,0,0.015283987924424,0,0.00525140744333496,0.878753648969007,0,0,0,0,0.0308170622135832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118206564179851,0,0,-0.0653835846875314,0,0,0,0.0322568101808008,-0.0988973042818636,0,-0.122231578944071,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0345063903471569,0.25923494638162,0,0,0.0748852746147653,0.174790817464148,0,0.125156514303093,0,0,0.039652277131341,0,0,0,0,0,0,0,0,0,0,0.058317384030517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.00331296166257367,0,0,2.77555756156289e-17,0,0,0.0146127369027603,0,0,0,0,0,0.742257429462573,0,0,0,0,0,0,0,0,-0.0982760601771748,0,0,-0.33437810039135,0,0,0,0,-0.174485337227291,0,0,0,0,0,0,0,0,0,-0.0624729509633663,-0.115764538189088,0.0455262185731997,0,0,-0.198007239117055,0,0,0.708256863051827,0,0,0
