,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.145608359270213,0.176058391825631,0,0.00557522722576312,0,0,0,0,0,0,0,0.100031898311637,0,0,0,0,0.0726834622364208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16570402891662,0,0.131315430272897,0.0716465497573428,0,0,0,0,0,0,0,0,0,0.0845695660821432,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.194633806321401,0.474847085841676,0,0,0,0,0,0,0,0,0,0,0.173043078204726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410805571850741,0,0,0.0874987901102437,0,0,0,0,0.143492868812727,0,0,0,-0.116135627576553,0,0,0,0,0,-0.0298155477008302,0.00810624131449044,0
X600000.CH.EQUITY,0,0,0,0,0.0815539275248255,0,0,0,0,0,0.0212374150570601,0.402811410064428,0.0786752782657289,0,0,0,0,0,0,0,0,0,0,0,0,0.236343835239647,0,0,0,-0.155966386661146,0,0,0,0,0,0,0,0,0,0,0.597970463435619,0,0,0,0,0,0,0,0,0,-0.0227435499725347,0
X600016.CH.EQUITY,0,0.244644284530507,0,0,0,0.203583994288334,0,0,0.113050337632565,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.549128436090509,-0.474900697178365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480770319752229,0
X600036.CH.EQUITY,0,0.289179293934469,0.168591015546204,0,0,0,0.0661721995963605,0,0,0,0,0.340643525772132,0,0,0,0,0.13429990445159,0.0262933932930996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106930097566326,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0329419560646211,0,0
X601166.CH.EQUITY,0,0.0441117148215397,0.0881346593378132,0.0389044325592901,0,0,0,0,0,0,0,0.0121155074472398,0.530868365743954,0.0880483033561953,0.0648745545308973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319827738035541,0,0.0131495874449174,0,0,0,0,0,0,0.0558366100641107,0,0,0.0727914876466232,0,0,0,0.0175651030133805,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.0663265868904597,0,0,0,0,0,0.772210179182918,0,0,0,0,0,0,0,0.361807235744202,0,0,0,0,0,0,0,0,0,0,0.20040127209771,-0.101546732463622,0,0,0,-0.0498393251054962,0,-0.00951033868235133,0,0,0,0,0,0,-0.201573241176135,0,0,0,0.0645493487346658,-0.314515296768476,0,0,0,0.118263128134332
X601288.CH.EQUITY,0,0,0.0281986087629634,0,0,0,0,0,0,0,0,0.899478904294608,0,0,0,0,0.0120160568787581,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0240487176236628,0,0,0,0.144772892765817,0,0,-0.0640995632972692,0,0,0,-0.126922892956364,0.0133280882314715,-0.0921315095175077,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00654172026469437,0.349914678849556,0,0,0.236608903395125,0.13419734664332,0,0,0,0,0.0278485848685414,0,0,0,0.0144581754692847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248486919327483,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.232331797982425,0,0,0,0,0,0.114101675641451,0,0,0,0,0,0.376271676576308,0,0,0,0,0,0,0,0,-0.121031614089423,0,0,-0.231397128051684,0,0,0,-0.132394994014285,0,-0.00170814755237355,0,0,0,0,0,0,0,0,-0.0317608927484197,0,0.0668855548345664,0,0,0,0,0,0.134497109466515,0,0,0
