,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.213188984075341,0,0,0.101216396000197,0.0102477495447371,0,0,0,0,0,0,0.108913447621455,0,0,0,0,0.085565200083013,0.0513348762552014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813179861150233,0,0.0764277164368812,0.0867931464342588,0,0,0,0,0,0,0,0,0,0.0567643940767671,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.164740265427691,0.307875935714692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252862684392355,0,0,0.255450692692801,0,0,0,0,0.104420061483465,0,0,0,0,-0.0363149556202703,0,0,0,0,0,0.0731658794476219,0
X600000.CH.EQUITY,0,0,0,0,0,0.479353569394082,0,0.043197321102656,0.169177956093658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355222630448244,0,0,0,0,0.0382013951364203,0,0,0,0,0,0,0,0,0.0806009947491941,0,0,0,0,0
X600016.CH.EQUITY,0,0.109231864624353,0,0,0,0.163600699817835,0,0,0.151815151545647,0,0,0.0361686303148733,0,0,0,0,0,-0.127961613151272,0,0.313510548754162,-0.358078161757255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554910529184628,0.0954276699682624,0,0,0.16539014041547,0,0,0,0,0,-0.0397496042123706
X600036.CH.EQUITY,0,0.317062961976334,0,0,0,0,0.0879167531717696,0,0,0,0,0.412892482291142,0,0,0,0,0.0701494729985336,0.0396285195896715,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361221216402153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425137976119423,0,0,0.140258546316593,0.0575979923455037,0
X601166.CH.EQUITY,0,0.0864398076312866,0.0971082972262003,0.0262850423748025,0.0109971374880489,0,0,0,0,0,0,0,0.576908181029646,0,0.0455715532290107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320335719822467,-0.0292918932305377,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0724964643444272,0,0,0.0366717884192495,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.00581400848820891,0,0,0,0,0.79305487000868,0,0,0,0,0,-0.00455605563822913,0,0.351639517557523,0,0,0,0,0,0,-0.00249023447723379,0,0,0.214635160703683,-0.105628903845504,0,0,0,0,-0.164937408868647,2.16840434497101e-19,0,0,0,0,0.0898346316039861,0,0,-0.0681921881864046,0,-0.00629381114788673,0,0,-0.295082002949754,0,0,0,0.0555624544062089
X601288.CH.EQUITY,0,0,0.0257660920463741,0,0,0,0,0,0,0,0.00907030850653965,0.896362564455861,0,0,0,0,0.00828350670748923,0,0,0,0,0,0,0,0,0,0,0,-0.0252210575967702,0,0,0,0,0.131015496449961,0,0,-0.0606273379261995,0,0,0,-0.106208495166432,0.0149011659704321,-0.100432785188579,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0466626353354335,0.358199036150564,0,0,0.169783525657152,0.114353686121984,0,0,0,0,0.0131180030416233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351017333120516,0,0,0,0,0,0,0,0,0,0,0,0.00749340758860808,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.282454368594559,0,0,0,0,0,0.175972915073535,0,0,0,6.93889390390723e-18,0,0.205071314472778,0,0,0,0,0,0,0,-0.123573421527309,0,0,-0.16262381869728,0,0,0,-0.12534288174505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492913204105293,0,0,0,0,0,0.0782421753669995,0,0,0
