,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0.0464412302910031,0.183679052284782,0.027385326098083,0,2.16840434497101e-19,0.10740208918427,0,0,0,0,0,0,0,0.00874250402381292,0,0,0.0987404139231205,0,0.169674176350428,0,0,0,0,0,0,0.016915177198837,0,0,0,0.0180114643274177,0,0,0,0,0,0,0.0654544673665675,0,0,0.108326958819744,0,0,0.000642003782686193,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0589519917210532,0,0.0778306320849199,0,0.445752781935031,0,0,0,0,0,0.00943091481789391,0,0.281960746188887,0,0,0,0,0,0,0,0,0,0.0327395977549579,0,0,-0.0396442579223102,0,0,-0.11557679738828,0,0,0,0,0,0,0,0,0.228619778298188,0,0,0,0,0,0,0.0336255889764742,0.0388197131075467,0.0219394659227278
X600000.CH.EQUITY,0,0,0,0,0,0.0896284204781241,0.0995669287472847,0,0,0,0,0.506746555595857,0,0,0.253138875728045,0,0.0578481977209794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716999418204372,0,0.0127004493319508
X600015.CH.EQUITY,0,0,0.267906073415671,0,0,0,0,0,0,0,0.0590761018375835,0.255333960491512,0.018753134843148,0,0,0,0,0,0,0,0.0679851985230957,0,-0.0319581990772886,0,0.287927504488528,0,0,0.0241859522364253,0,0,0,0,-0.0872078332860355,0,0,0,0,0,-0.140544566475887,0,0,0.218006850881799,0.0897763555632081,0,0,0,0,0,0,-0.0891254285547493,0,0
X600016.CH.EQUITY,0.0520449528534201,0,0,0,0,0,0,0,0.18828293661144,0,0,3.46944695195361e-18,0,0.0385072404663286,0.119512918155773,0.206213025695662,0.170755918844798,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0158259163527043,0,0,0,0,0,0,0,0,0.191089292620549,0,0.154788544075125,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.836350210466152,0,0,0,0,0,-0.0529491369569765,0,0,0,0,0,0,0,-0.0560446610999249,0,0.185531437228314,0,0,0,0,0,0.0553961631435839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.229145965747112,-0.00615837025478719,0,0,0,0,0,0,0,0,0,0,0.0436518996507673,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.385764277172,0.311631783993846,0,0,0,0,0.127861280899468,0.055512862562343,0,0,0,0,0.0803266330110628,0,0,0,0,0,0,0.0981450469217997,0,0,0,0,0.0665438029277354,0.0142729574492515,-0.0228438292675367,0,0.0407523521685683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271053112062195,0,0
X600926.CH.EQUITY,0,0.183678513524446,0,0,0,0.04524174240304,0.468330684252458,0,0,0,0,0,0,0,0,0,0,0.207496397213876,0,0,0,0,0,0,0,0,0.021523367768909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342736124129816,0,0,0,0,-0.0459800008625006,0,0.0571448531759307,0.140520719003967,0.0794240571242898
X601009.CH.EQUITY,0.223315303248146,0,0,0,0,0,0.167330346562782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42737749593373,0,0,0,0.22068259752728,0,0,0,0.105232289992259,0,0,0,0,0,0,0,0,0.192796580157957,-0.0843395581815952,0,0,0,-0.453418091644991,0,0,0,0,0
X601166.CH.EQUITY,0,0.302809806967123,0.297484551668851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104676746411595,0,0,0,0,0,0,0.0146870750877604,0,0,0,0,0,0,0,0.196351210160169,0,0,0,0,0,0,0,0.0615463566675777,0.0757712630806314,0,0,0,0,0.00304676175501615,0,0
X601169.CH.EQUITY,0,0,0,0,0.214661008784309,0,0,0,0,0,0,0.0809630658673942,0,0.104381684658846,0.0222419556300729,0,0.245088713006818,0,0,0,0.112821269766835,0,0,0,0.146289028050239,0,0,0,0,-0.128864057160881,0,0,0,0,0,0,0,0,0,0,0,0,0.0750260914174688,0,0,0,0,0,0,0,-0.0534579481652822,0
X601229.CH.EQUITY,0,0,0.218032811455833,0.161100811020599,0,0,0,0,0,0,0.139373147945382,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279245445255849,0,0,0,0,0,0.0620824506737913,0,0,0,0,0,0,0,0,0
