,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0.167769510565954,0.0354076095458445,0,0,0,0,0,0,0.124652535048488,0,0,0,0.040346735893612,0,0,0,0,0.0589824648493451,0,0,0.179262434821498,0,0,0,0.022920936767971,0.0244217564496536,0,0,0.142151559140661,0,0,0,0,0,0.0590223250964626,0,0.151203063904388,0,-0.123202552724555,0,0,0,0,0,-0.212443437035748,0,-0.108335327831431
X002142.CH.EQUITY,0.343772929902618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0909596373057603,0,0,0,0,0,0,0,0,0,-0.0424888789722668,0,0,0,-1.73472347597681e-18,0.233465210693379,0,0.208897975895849,0,0,0,0,-0.0386670594148101,0,-0.0853652472225774,0,0,0.170487689060786,0,0,0,0,0,0,0.0357654077438562,-0.0407598934589802,-0.0798987533476385
X600000.CH.EQUITY,0.0296978845760039,0,0,0,0,0.124138429161076,0,0,0,0.0329321107533738,0.479143246952307,0,0,0,0,0,0,-0.010282208408102,0,0,0.1433305204556,0,0,0,0,0.0381509026210468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408103264824717,0,-0.0323703641313586,0,0,0,0,0,0,0,0,0.103646264126904
X600015.CH.EQUITY,0,0,0,0,0.0320873674164187,0,0,0.0569170269790992,0,0,0,0,0.256112694287802,0.0718052660593841,0,0.0968098985028423,0,0,0,0,0,0,0,0.0654170563094626,0.0857390701549576,0,0.0527227681275908,0,0,0,0,0,0.160911060338514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0642633053275735,0,0,0,0,0,0,0.20749923634036,0,0.304218434119127,0,0,0,0,0,0,0,0,0,0,0.0483379815797912,0,0,6.93889390390723e-18,0.455877619088841,0,0,0,-0.0131576517350389,0.0356069529916055,0,0,0,0,0,0,0,0,0,0,0,0,0.0541891280655308,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.249424342945529,0.0851994498858492,0.350672114717934,0,0,0,0.0110447962822728,0,0,0,0,0,0,0,-0.0533772356656455,0,-0.0428377390359046,0,0,0.111506460649046,0,0,3.06049141275632e-05,0,0.130912585693804,0,0,0,0,0,0,0,0,0,0,0.260230663367031,0,0.0388704202882931,0,0,0,0,0.077445739586366,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.195322645586654,0,0.472918150842127,0,0,0,0,0,0,0.0302756190125949,0.0396765769725253,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401812105479566,0.212321668605621,0,0,0.00647659118365384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.309713478330674,0.298758880015902,0,0,0.103270978845919,0,0,0,0.272245530862352,0,0,0,0.0874657041732517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021234478213689,0,0.0151353596606941,0,0.0449215275720264,0.0283711283036138,0,0,0,0,0,-0.0777582905014778,0,0,0,-0.0696909740836292,0,0,0,0,0,0,0.0308861349965609,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.170705268598103,0,0,0,0.445320760295191,0,0,0,0,0,0,-0.134027289581409,0,0.465661804742217,0,0,0.0259781107834575,0,0.00622303488854389,0,0,0,0,0,0,0,0,0,0,0,0,0.0600394399626615,0,-0.092276193433678,0,0,0,0,0,0,0,0.065447229185115,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.0458143147722018,0.272883953228809,0,0,0.423656715353819,0,0,0.239652006807235,0,0,0,0,0.0385087012422288,0,0,0,0,0,0,0.00310120116440359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663007355659369,0.00486224872325752,0,0,0,0,0,0.0455128505811491
