,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.148035793893473,0,0,0.0636376958088469,0,0,0,0,0,0,0,0,0.03278834804499,0.201381540428195,0,0,0,0.0931250597363256,0,0,0,0,0,0,0,-0.0197704645440907,0,0,0,0,0,0.345474493516303,0,0,0.107395683602608,0,0,0.0066057284706423,0,0,0,0,0,0,0,0,0,-0.0484361948855111,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.466253917400534,0,0,0.0873806794273645,0,-0.211548142538521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174491249202346,0,0,0.180168195677901,0,0,0,0,0.259545030980428,0.00772545592438401,0,0,0,0,0,0.0348279219662191,0,0,0,-0.0505017808116004,0
X600000.CH.EQUITY,0,0,0,0.0942857572093395,0.0283472408596142,0.305866185889997,0.119584948105347,0,0.200715353800792,0,0,0,0,0,0,0,0,0,0.0720202163377903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0529421156061852,0,0,0,0.00263741604735518,0,0.357771331201208,0.0687194151460543,0,0,0,0.0939823196333368,0.133067949704279,0,0,0,0.0237399366154819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315494569295431,0,0,0,0,0,0.0575938119432372
X600036.CH.EQUITY,0,0.425241015030084,0,0,0,0.105510256560886,0,0,0,0,0,0,0.071662838934593,0,0,0,0,0.0161226742811435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141849022722737,0.0388512710914597,0.0810775826018441,0,0,0,0,0,0.00595882025945027,0,0.00101395475829967,0,0,0,0.0915949021030941,0,0
X601166.CH.EQUITY,0.0268596744571458,0.0638203972597292,0.296480711698182,0,0,0,0,0,0.130851592302772,0,0,0,0.162563252480996,0,0,0.0334135247946459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141625969382157,0,0,0.0232300711483084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.135631734279503,0.256864888045633,0.287141707841764,0,0,0,0,0,0,0,0,0.167684262259845,0,0.0513737058961359,0,0,0,0,0,0,0,0,0,0,0,0,0.0541700661446857,0.0906207978143581,0,0,0,0,0,0,0,0,0,-0.197297125367756,0,0,0,0,-0.0115375378789973,0,0,-0.0563082069428244,0,0,0,-0.0119251386133944,0
X601229.CH.EQUITY,0,0.143094701007882,0,0.155656292985913,0,0,0,0,0,0,0,0,0,0,0.105435230633197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254925534369557,0,0,0,0,0.0593959246395799,0,0,0.123654129330012,0,0,1.0842021724855e-19,0.0856313924902666,0,-0.105537369813208,0,0,0,0,-0.261738433464718,-0.0182393685694474,0.297264758836367,-0.0560253000120671,0
X601288.CH.EQUITY,0,0,0,0.211731052872582,0,0,0,-0.0537594260845965,0,0.204147858757694,0,0,0.394259457580017,0.226099403199421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00945964527198288,0,-0.0917870764834684,0,0,0,0,0,0,0.0561253684192072,0,-0.0553500181307978,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0542046648412216,0,0,0,0.137851252604737,0.0595432473871047,0.284527077592132,0,0.194803223400136,0,0,0,0.0793809029532082,0,0,0,0,0,0,6.7762635780344e-21,0,0.0059079499014311,0,0,0.142013321077914,0,0,0,0,0,0,0,0,0,0,0,0,0.0549226925966236,0,0.0781954756787506,0,0,0,0,0,-5.42101086242752e-20,0,0,-0.0366067389126605,0.0738147102936984
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260288963772008,0.467014728590132,0,0,0,0,-0.906953748800772,0,0,-0.146159871088378,0,0,-0.247785604452611,0,0,0,0,0,-0.159165925443978,0.00292490146296273,0,0,0,0,0,0.0434074630178444,0,0,0,0.156784761922385,0,0,0,0,0,0.465893855409472,0,0,0
