,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.151393672410563,0,0,0.532931605711563,0,0,0,0,0,0,0.19846097420095,0.130696603660767,0,0,0,0.0792866714290387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.209064592569869,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.833885394223064,0,0,0,0,0,0,0,0,0.0605917637115782,0,0,0,0,0,-0.122043488443577,0,0.209867855277957,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19742920956298,0,3.46944695195361e-18,0.076771870446059,0,-6.93889390390723e-18,0,0,0,0,0,-0.1529022073626,0,0,-0.0095946306585506,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0174037278360949,0,0,0,0,0.591036764772909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505808659210586,0,0,0,0.247833307557406,0,-0.012501260152159,0.628992963746421,0,-0.0833898183761435,0,0,0,0,0,0.0103921023046537,0,-0.0700510671464491,0
X600016.CH.EQUITY,0,0.0732092622069069,0,0,0,0,0,0,0,0,0,0,0,0.0303750158309197,0.225323483050677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385651905779936,0,0.101764282281327,-0.0337681310170217,0,0,0,0,0.319334460456001,0,0,0,0,0.00907016086642387,0.0413430319972138,0.122598704564996,0,0,0
X600036.CH.EQUITY,0.279076231843624,0.254931150421501,0.117077229686699,0,0,0,0,0,0.0815049712576684,0,0.0114713364899718,0,0,0,0,0,0.0165118594728365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238398699376717,0,0,0,0,0.127690777812087,-0.0229957652917721,0,0,0,0.064810526899513,0,0,0,0,0,0,0,0.0232075769973354,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.026737621986894,0,0,0,0.268834556705226,0,0,0,0.0836106304843409,0,0,0,0,0.0912296271641914,0,0,0,0,0,0,0.0683423135353606,0,0,0,0,0.0597691456330087,0,0.1406150266186,0,0,0,0.0129084195716277,0,0.0599090325282229,0.0470740057844352,0.0353167627747154,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0.1359521864256,0.0836392777279204,0.0877698033859654,0.127772307005701,0,0,0,0.0879439454977387,0.0963355893834138,0,0,0,0.0645754387492308,0,0.0896684126925251,0,0,0.0377883716585593,0.0856755950799273,0,0,0,0,-0.0607311695688553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0202244074866991,0,0,0.170165295196142,0.260642564036343,0,0,0,0.0789963744430084,0,0,0,0,0,0.000556092805768142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365036884612688,0,0,0,0,0,0,0.085177244295337,0,0,0,0,0,0,0,0,0,0,0.167804348820352,0
X601288.CH.EQUITY,0.0699864380510842,0,0,0,0,0,0,0,0,0.100020456241836,0.0483476981964208,0,0.0806607667125243,0.20603938952192,0.221183464398778,0,0,0,0,0,0,0,0,0,0,0,0,0.195869732948613,0,0,0.0578658621115468,0.0458306261587919,0,0,0,0,0,-0.0454264645306288,0,0,0,0,0,-0.0639523183998228,0,0,0,-0.000823435469892679,0,0,0,0
X601328.CH.EQUITY,0.0150875600130324,0,0.116485144467045,0.0991273713296487,0,0,0.082000114142581,0,0,0,0,0,0,0.149457675091443,0,0.139829687476712,0,0,0,0.0340165203891233,0,0.0235865546499222,0,0,0,0,0,0,0.168867897720443,0.00111727329024821,0.0555004639699605,0.010574795009575,0,0,0.16159169749368,0,0,0,0,0,0,0,0,0,0,0,0,0.0552426503347765,0,0,0,0
