,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0135783454790517,0,0,0.108796031106375,0.0327554376736417,0.0307758255399663,0,0,0.373720301385674,0,0,0,0,0,0,0,0,0,0,0,0,0.0533120822023057,0,0,0,0,0,0,0,0.0380030083881312,0,0,0,0,0,0,0,0,0.0187319819652181,0,0.0190596218891757,0.150187598107566,0,0,0.00207997514712243,0,0.0759189837852626,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0346777716144375,0,1.73472347597681e-18,0,0.334397861249706,0,0,0.0254376866211677,0,0,0,0.0121878547060087,0.212346490754014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351801169350023,0,0,0,0,0,0,0,0,0.156024793201831,0,-2.16840434497101e-19,0.0976176592957028,-0.00134245732943937,0,0.279779024214989,0,-0.0663126392089767,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.614049275184639,0,0.115090138569299,0.0349887079984927,0,0.0402672675457779,0.0664839955978028,0.0726685147396637,0,0,0,0,0,0,0,0,0,0,0,0.0596372440233303,0,0,0,0,0,0.020681448522616,0,0,0,0,0,0,0.0724763237872718,0,0,-3.46944695195361e-18,0,0,0,0,0.147942289447467
X600015.CH.EQUITY,0,0,0,0,0,0,0.0635902511961932,0,0,0,0.115893160630439,0.258338343564382,0,0,0,0,0,0,0,0,0,0,0,0,0.493758165423977,0,0.129087290357138,0,0,0.0851145714524296,0,-0.0539978077974,0,0,0,0,0,0,0,0,0.0513810028049415,-3.46944695195361e-18,0,0.0097257665107652,0,0,0,-0.0759787287927441,0,0,0,0
X600016.CH.EQUITY,0.0597277504965333,0,0,0,0,0.0373699736105427,0,0,0,0,0,0,0,0,0.0049007335127481,0.3505825140275,0.0582235303076346,0,0,0,0,0,0,0.298628993854598,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0844576793367738,0.0168267882571707,0,0,0,0,0,0.0537385487689407,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.438829123558506,0.156700548851945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682792724676024,0,0,0,0,0,0,0,0,0,0.169742211562621,0,0,0.025118878375574,0.0363974729554747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.13630960680581,0.0153933354934756,0
X600919.CH.EQUITY,0,0,0,0.217900011313562,0,0,0,0.518420725984899,0.00739717024219927,0,0,0,0,0,0.16025073945997,0.0517685990512325,0,0,0,0,0,0,0,0,0,0,0,-0.151335912992593,0.0379287458258842,0,0,0,0,0,0,0,0,0,0,0,-0.123396714644633,0,0,0,0,0,0.076038375494804,0,0,0,0,0
X600926.CH.EQUITY,0,0.00968892444742345,0,1.38777878078145e-17,0,0,0.419129568425324,0,0,0,0,0,0,0.0654431820326207,0,0,0,0.297641000952345,0,0,0,0,0,0,0,0,0.0990987209531616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785741440732559,-0.0826608363052994,0,0.160425013442061,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,-0.0437957913826702,0,0.290338518098211,0,0,0,0,0,0,0,0,0,0,0,0.044603068161149,0,0,0,0,0,0.137877224670152,0,0,0.0563980954940488,0.0203094993440832,0,0,0.225233092454003,0,0,0,0,0,0,0,0,0.428801347445261,0,0,0,0,-0.297307480391677,0,0,0,0,0,0
X601166.CH.EQUITY,0.20387560592811,0.262764945052154,0.0602420607515043,0,0,0,0,0,0.0179179091108235,0,0,0,0,0,0,0,0,0.142153102731457,0,0,0.273176020460967,0,0,0,0,0,0,0,0,0,0.0181214467680313,0,0,0,0.163359440952911,0,0,0,0,0,0,0,0,0,0,-0.0044914380033363,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.1663551243072,0,0,0,0,0,0,0.181343388720554,0,0,0.0258448055566591,0,0.141270637272533,0,0,0,0.0757612651817807,0,0,0,0.375707729094802,0,0,0,0,0,-0.0910048926794761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665184891093942,-0.00302157395571532
X601229.CH.EQUITY,0,0,0.31655207204198,0.0582782849116783,0,0,0,0,0,0,0.252442325482464,0,0,0.035367939082366,0,0,0,0,0,0,0.00717048043912237,0,0,0,0,0,0.0542063986817569,0.0648556802127136,0,0,0,0,0,0,-3.46944695195361e-18,0.112800065424081,0,0.0864426311728968,0,0,0,0.0472575224510513,0,0,0,0,0,0,0.0301987948273309,0,0,0
