,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.146599468898667,0.125743463590207,0,0.0913222314545292,0.125030051421588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662343282831162,0,0.124886573661592,0.097130260440115,0,0,0.0609298128917107,0.0211093119803542,0.0267268736651975,0,0,0,0,0.0240392634579341,0,0,0,0.0372429454170886,0,0
X002142.CH.EQUITY,0,0,0,0.140706189075339,0.207763047609521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443760241776011,0,0,0,0,0,0,0,0,0,0,0,0.0606406299657924,0,0,0,0,0,0,0,0.117666584593778,0,0,0,0,0,0,0,0,0,-0.0266024101690902,0,0
X600000.CH.EQUITY,0,0,0,0,0.168606759364204,0,0,0,0.145003659605054,0,0,0,0.175280674048883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268202954101215,0,0,0,0,-0.0139687601681021,0,1.38777878078145e-17,0,0,0,0,0.081192333945197,0,0.702550899324721,0,-0.121240300603468,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.250635120698032,0,0,0,0.146509924547391,0,0,0.0238074212589982,0.127670041508206,0,0.017072010394971,0,0,0,0,0,0.0788364392372401,-0.0291494645059406,0,0,0.269746640940688,-0.250650604077037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102519774252336,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0
X600036.CH.EQUITY,0,0.123021543815319,0.106566054244801,0,0,0,0,0,0,0,0,0,0.408401353407487,0,0,0,0,0.192378334468958,0.0248237334938604,0,0,0,0,0,0,0,0,0,0,0,0,-0.00642764897880453,0,0,0,0.00488327421990674,0,0,0,0,0,0,0,0,0,0.0126828557303321,0,0,0,0,0,0
X601166.CH.EQUITY,0.034999653219446,0,0.00958832566596603,0.0700996770826136,0.20236779149272,0,0.485414197990438,0,0,0,0,0.00631795621200775,0,0.149427612041361,0,0.0531238745124975,0,0,0,0,0,0,0,0,0,0,0.020245943179588,0,0,0,-0.00735986553359258,0,0,0,0,0,0,0,0,0,0,0,0,0.0180796356412281,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,-0.0121595800696276,-0.0581181512430722,0,0,0,0,0,0,0,0,0,0,0,0.791504105415036,0.0715928817856487,0,0,0,0,0,0,0.0633239697717784,0,0.0301617317132125,0,0,-0.0301046965834007,0,0,0,0,0.00448005991513276,0,0,0,0,0,0,0,0.0841204097408679,0,0,0,0,0,0.018525526992826,0,0,0,0,0.0478426423468387,-0.0298993811414984
X601229.CH.EQUITY,0,0,0,0,0.0291533673448364,0,0,0,3.46944695195361e-18,0,0.904478546939601,0,0,0,0,0,0,0,0.474104036138724,0,0,0,0,0,0,0,-0.0140349719060294,0,0,0.211218824672247,0,0,0,0,0,0,0,0,-0.207993070081267,0,0,0,-0.217541859746729,-0.111461083246024,0,0,0,-0.118061911178332,1.73472347597681e-18,0,0,0.0425877359165687
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.035453567459294,0.902156138858977,0,0,0,0,0.0324269130524003,0,0,0,0,-0.00286410031163847,0,0,0,0,0,0,0,0,0,0,0.125925870476012,0,0,-0.071958468126784,0,0,0.0156545870308897,-0.0899428558156617,0,-0.132664318942013,0.0239858473622156,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0289513808277492,0.373431510015177,0.113247100915941,0,0,0.242158982316669,0.0463664377909111,0,0,0,-6.93889390390723e-18,0.0204758900368807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.217205411134833,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.763765345360773,0,0,0,0,0,-0.0608801297880264,0,0,-0.110899304298954,0,0,-0.322245013952048,0,0,0,0,-0.0332687695224668,0,0,0,0,0,0,0,0,-0.0454922481034445,-0.228266746355326,0.01074055859769,0,0,0,0,0,0.510066691976366,0,0,0
X601818.CH.EQUITY,0,0,0.0986682126217492,0,0,0,0,0,0.207588462441133,0,0,0,0.0292046018186971,0.0696807432908341,0,0,0,0,0,0,0.0966024715744134,0.118409545556115,0,0.00167751083335992,0,0,0,0.0586996423694781,0,0,0.0417967574482861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211877072979279,0,0,0,0
X601939.CH.EQUITY,0,0,0.0652547270358437,0.0150320391507854,0,0.0453724619547603,0,0.0304143406596896,0.838594809251456,0,0,0,0,8.67361737988404e-19,0,0,0,0.0386434785556794,0,0.041900632759364,0,0,0,0,0,0,0,-0.00532597853836361,0,0,0.0278253431289371,0,0,0,0,0,0,0,0,0.000350399538004153,0,0,0,0,0,0,0,0,0,0,-0.0234427338318629,0
X601988.CH.EQUITY,0,0,0,0,0,0,1.03170513554216,0,0.101081046924342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403837198319925,0,0,0,0,0,0,0,0,0,0,0,-0.125758729054467,0.0511941557811717,0.0388555693332482,0,-0.0596337934095856,0,0,0,0,-0.0912320234201519,0,0,0,-0.0125625825584705,-0.00680987319793774,0.0715176392990883
X601998.CH.EQUITY,0,0,0,-0.0189444067103218,0,0,0.524860555092921,0,0,0,0.258042664266528,0,0,0,0,0,0,0,0,0.050167565342718,0,0.185915195945915,0,0,0,0,0,0,0,0,-0.110042214916257,0,0,0.217504651857114,0,0,-0.0394519175085293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.0351552545300796,0,0,0,0,0,0.26723982177331,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975470778242357,0.199089334238998,-2.16840434497101e-19,0,0,0,-0.0425073322213606,0,0,0,-0.0883833075471473,-0.140499685968984,0.34400282589874,0,0,0,0,0,0.110812444692776,0
