,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.163356583161463,0.0727959508549214,0.0463357227522997,-0.00301111525332803,0,0.354613502670257,0,0,0,0.0765006955868477,0,0,0.0258855334966975,0,0,0,0,0,0,0,0,0,0,0.0747497536427277,0.0740283470462214,0,0,0,0,0,0,0,0,0,0,0.10422013460986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0670875899803139
X601939.CH.EQUITY,0,0,0,0.194085725257494,0,0,-0.0576268048675438,0,0,0,-0.0196696860437616,0.148079211689572,0,0,0,0,0,0,0.137279632321649,0,0.0211942508641008,-0.116329686762139,0,0,0.122487528221088,0.580624518518397,0,0,0.0533238924631914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174137486429558,0
X601288.CH.EQUITY,0,0,0.067789252580222,0,0,0,0,0.465112716644477,0,0,0,0.0399858684292517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209722200077214,0,0.133025351302919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133286777028185,0,0,-0.0453064583437949,-0.00950070298358546
X600036.CH.EQUITY,0,0.0268644244939475,0,0,0,0,0.235469004058466,0.0231256334346842,0,0,0,0,0.255512519109619,0,0.172792364297983,0,0,0,0,0,0,0,0,0,0,0.170576775375748,0.254570237424489,0,0,0.0323730828673581,0,0,0,0,0,0,0,0,0.0889737148585511,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0,0.209312317349447
X1299.HK.EQUITY,0,0,-0.0745491950235751,0,0.0643657658298372,0,0,0,0,0,0.164798775602511,0,0,0,0,0,0,0,0,0,0.179872047987519,0,0.171210196534665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105928055129043,0,0.0734974151338452,0,0.0784842875377185,0.132094533021735,0,0.0883897856258044,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.632379095651991,0.229457536944613,0,0,0,0,0,0.0247478243027287,0,0.0968034412730499,0,0,0,0.0835492732739138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411940726653317,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0885557411254858,0,0,-0.00101933135292624,0,0,0,0,0,0,0.036702676506285,0
X5.HK.EQUITY,0,0,0,0,0,0.00928675503356167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134081270468192,0,0,0.174252236887393,0.0841640195072332,0,0,0,0,0.0155407834337312,0,0,0,0,0,0,0,0,0,0.339397670907538,0,0,0,0,0.162979648786771,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0165610547707676,0,0.220386931871407,0,-0.0285000344679803,0,0,0,0,0.0765730153333834,0.0991927599784743,0,0.0605351328064468,0,0,0,0,0,0,0,0,0,0,0,0.141071861520577,0.314792263717066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137295178249038
