,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.236942752662183,0,0.215750897390552,0,0,0,0,0,0,0,0.0134981520308852,0.256308033411399,0,0,0,0,0.0976947380979151,-0.078601418441191,0,0,0,0,0,0,0,-0.137908627458771,0,0,0,0,0,0,0,0,0,0.0437953802005988,0,0,0.110537823422145,0,0,0,0,0,0,0,0.0671680992675857,0,-0.0157660451650605,0,0.0439584039777281
X601318.CH.EQUITY,0,0,-0.0539824280269007,0,0,0.0645158249269815,0,0,0.228030975504506,0,0,0,0.138479209850016,0,0,0,0.217900877138888,0,0,0,0,0,0,-0.0117627809048277,-0.00881358544018686,0,-0.10763226971109,0,0,0,-0.154786987712724,0,0,0,0.230289107296801,0,0,0,0,0.140153177595268,0.2801925566485,-0.249629319277033,0,0.250875679143731,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.659585986502562,0,0,0,0,0,0,0,0,0,0.083380533482778,0,0.0332835784812772,0,0,0,0,0,0,0,0,0,0,0,0.00166504654669272,0,0,0,0,0,0.0561430760171848,0,0,0.241398004458291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292760477368624,0,0.0903524394608615,0,0,0.40106488134745,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0263119257816026,0.121786841460748,0,0,0,-0.0481092790354967,0,0,0,0,-0.0445090437411285,0,0,0,0,0,0,0,-0.0460426587999187,0,0,0,0,0,0,0.141963906426559,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.209988278061654,0,0.242768988653236,0,0,0,-0.0531653851926015,0,0,0,0,0.196493127110867,0,0,0,0,0,0,0,0.489126284367239,0,0,0,0,0,0,0,0,0,0.308396713952947,0,0.0388390249276065,0,0,0,0,0,0,0,0,0.047616479988556,0,0,0,0,0,0.21237763778608,0,-0.0736222051839202,-0.078335893508704,0
X601988.CH.EQUITY,0.184994210410949,0.0381247873130544,0.209903098990681,0,0,0,0,0,0.143295420215058,0,0,0.0171188678511867,0,-0.202472836855176,0,0,0,0,0,0,0.0785829340618929,0,0.154336853360948,0,0,0,0,0,0,0,0,0,0,0.0526993217387878,3.46944695195361e-18,0,0.0295540214876897,0,0,0.194864589725141,0,0,0,0.0828890831231255,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164427448039286,0,0,0.0317934718437223,0,0.127542313377933,0,0.372952537624422,0,0.0321998777565116,0,0,0,0,0,0,0,0,0,0,0,0,0.0847507584673774,0,0.110220071820027,0.0238987462332066,0,0.0527865992277048,0.00918611460340594,-0.0212010282350668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.135284392716646,0,0,0,0.120733817815161,0,0,-0.0793460680879011,0,0,0,0.231233202647172,0,0,0.0624444081928349,0,0,0.0307302436440877,0,0.0316545596006982,0,0.0585851646368251,0,0,0,0,0.0187217582542075,0.25063969885116,0,0.00377110135621796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.237662621884676,0.139131024747957,0,0,0,0.00570638481901338,0,0,0,0,0,0,0,0,0,0,0.0478936065002765,0,0,0,-0.123487903501859,0,0,0,0,0,0,0.156443714889088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925575293328285,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.172575549670757,-0.448774024203955,0,0,0,-0.109882113218371,0,0,0,0,0,0,0.642720097022896,0,0,0,0,0.182596292895632,0,0,0,0,0,0,0.0268298836769882,0,0,0,0,-0.568184015441341,0,0,0,0,0,0.0174799540962894,0.526543498667222,-0.22244755419825,-0.0467032751226197,0,0,0.0647425514346816
