,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.129838164540033,0,0,0,0,0,0,0,0.0563785231422762,0,0,0,0,0,0,0,0,-0.0696442665261392,-0.187851674032701,0,0,-0.190381348797817,0.0135173849355599,0,0,0.0222803809923792,0,0.623283653190747,0,0,0.198489214767904,0,0,0,0,-0.00757365133504545,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142693678755484,0,0.111459362284593,0,0,0,0,0,0,0.0568104248559495,0,0,0,0,0,0,0.0932254126648791,0,0,0,0,0.0681309794978861,0,0.0242236619196603,0.0130769454770084,0,0,0,0,0.340062411623078,0,0,0,0,0,0,0.0300048998023208,0,0.0160150992915883,0,0.0237874127701689,0,0,0,-0.0335960539377862
X601939.CH.EQUITY,0.220009758712386,0,0,0,0.0434129836737392,0,0,0,0,0.190349850933916,0,0,0,0,0,0,0,0.0992672255409683,0,0,0.0067623860334044,0,0,0,0,0,0,0,0,0.111217695003101,0,0,-0.148078938616778,-0.0525254505072565,0,0,0,0,0.0624511970618229,0.422003697560521,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.285748363139393,0.222665532044195,8.470329472543e-22,0.401346106135785,0,0,0,0.111000400308296,0.114331847826257,0,0,0,0,0,0,0,0,-0.0658829010008975,0,0,0,0,0,0,0,0,-0.626542387565418,0,0,0,0,0,0,0,0.24207477090957,0,0,0,0,0,0,0.0711474532437834,-0.0891493949615964,0
X5.HK.EQUITY,-0.0476096007374821,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490965129279229,0,0,0.447999787269641,0,0,0,0,0.053031078748984,0.0921797106571384,0,0,-0.112835942255863,0,-0.0272381272739124,-0.164244486349868,0,0,0,0,0,0,0,0,0,-0.0723563132588132,0,0.17492179766565,0,0,0,0,0,-0.125167863547793,0,0
X601988.CH.EQUITY,-0.257721640446092,0,0,0,0.430166672739828,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.656978087037521,0,-0.0700076914484086,0,0.0225289589321106,0,0,-0.467496099918757,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.114498126271675,0,0,0,0,0.103187668512259,0,0,0,-0.0328221712864288,0
X600036.CH.EQUITY,-0.0866821989733507,0.631456149176833,-0.0244573677130502,0,0,0,0,0,-0.142425254121203,0.191359497340008,0,0.453720100541677,0,0,0,0,0.0453739230154311,0.0287635218405914,0,0,-0.251103502568372,0,-0.170407694453249,0,0.216120705371334,0,0,0,0.0872322002749677,0,0.136322830461168,0,-0.137986378324428,0,0,0,0,0,0,0,0,0.0664089794229888,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0620633918028176,0.000263726844563461,0,0.179581804316684,0.00144839789022495,0,0,0,0,0,-0.0256320142504641,0,0,0.104149196797667,0.00688641225826813,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.219815882285513,0,3.46944695195361e-18,0,0,0,0.155693222338988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,1.73472347597681e-18,0.0570843360480757,0,0,0,0,0,0,0,0.0645757439374039,0,0,0.36010940009771,0,0,-0.0123948665277366,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0096561446287914,0,0,0,0,0.231727094539664,0.0897665198383565,0,-0.0366908511336745,0.0213514274940894,0,0,0,0,0,0,0,0,0,0,-0.172289631054905
X601328.CH.EQUITY,0,0,0.0227373965594133,0,0,0,0.0801143833270884,0,0,0,0,0.328889102773581,0,0,0,0,0,0,0,0,0,0,0,0,0.256822892682367,0.10006137043353,0,0,0.0527916001436955,0,0,0,0,0,0,0,0,-0.22336650394876,0,0,0,0,-0.0809892368531132,0.14963388543977,0,0,0,0,0,0,-0.372253813937245
X601166.CH.EQUITY,0,0,0,0.223667805150931,0,0,0,0,0,0,0,0,0,0.480057474060481,0,0,0,0,-0.0764402775343517,0,0,0,0,0,0,0,0,0,-0.017260354639928,0,0.121886106127543,0,0,0,0,0,0,0,0,0.129211569577256,0,0,0,0,0,0,0,0,0,0,-0.0978458555689865
X600000.CH.EQUITY,0.00120604032641808,0,0,0,0,0,0.538680182639114,0,0,0.0145803549681157,0,0,0,0,0,0,0,0,0,0,0,0.018653085151097,0,0,0,0.328544287387419,0,0.109585516021991,0,-0.0289162440502002,0.0374565744353007,0,0,0,0,0,-0.152168605745755,2.16840434497101e-19,0.0822835853997928,0,0,0,-0.365199666300799,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,-8.67361737988404e-19,0.320219125692009,0,-0.0684124507498766,0,0,0,0,0,-0.0570637563536175,0,0,0,0.00225766266399038,0,0,0,0,0,0,0.106702077555662,0,0,0.0727876302567839,0,0,0,0,0,0,-0.0670985701090553,-0.13101139749909,0,0,0,0.112570711159519,0,0,0,0,0,0.240570381272113,0,0,0,0,0,0,0.0299997585834146,0.107309060646083,0.123810535958486
X601601.CH.EQUITY,0,0.419456875418854,0,0,0,-0.207667047221441,0.00958920493684359,0,0.253197392566789,0,0,0,0,0,0,0.185016756239159,0,0,0,0,0,0,0,0.00270446040278059,-0.106098825253262,0.106430843410255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174011863747285,0,0,0.00482742505303567,0
X16.HK.EQUITY,0,0,0,0.0583404763358712,0,0,0,0.252394203454024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415776795766987,0,0.186385288015777,0,0.0752679119750229,0,0.165680899453222,0.0392726916090367,0.0919774754435773,0.00517952312444304,0,0,0,0,0,0,0,0.404492237267113,0,0.0822124562520709,0,0,0.109302191634898,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.059113122110014,0,0,0,0,0,0,0,0,0.254442467944409,0,0,0,0,0,0,0,0,0.103156143817116,0,0,0,0.375416670673205,0,0,-0.337348732855864,0.334743798714787,-0.0638830614818518,0,0,0,0,0,0,0,0,0,0,0.255838189907132,0,0,-0.0289120797862386,0,0,0,-0.366510686068359,0.0821490695655642
X11.HK.EQUITY,0.139129575382809,0,0,0,0.190456863309825,0.0296560177726439,0,0,0,0,0.157793955443891,0,0,0,0,0,0,0,0.254316223180823,0,0,0,0,0,0,0,0,-0.0111079825259997,0,0,0.0336439019895924,0,0,0,0,0,0,-0.0171671713821303,0.171603071288654,0,0,0,0.0572830743109428,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0314850277878425,0,0,0,0,0,0,0,0,0,0,0,0.188765797088862,0,0,0,0,0.55431245771065,0,0,0,0.0203527063486515,0.037093921171577,0,0.123481223800233,0,0,0,0,0.0832104192339281,0,0,0,0,0,0,-0.273503649004134,0,0,0,0,0,0,0,0,0,0.0148696492793904,0,0,0
X2388.HK.EQUITY,-0.000844756368105052,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.451196830486598,0.320278412165017,0,0,0,0,0,0,0.254602281823568,0,0.11561576464816,0,0.0649947467692958,0.180227061499084,0.0371475510600901,0,0,-0.0675765486634163,0,0,0,0.017098449429645,0,0,-0.186920035603021,0,0,0,0,0,-0.0429900479051587,0,0,-0.0675828757397322,0
X600030.CH.EQUITY,0.0592159542002796,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0869111181435457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149973906258368,0,0.29567251872689,0,0.00642329948978962,0,0,0,0,0,0,0,0,0.261341339409864,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0547303998215553,0,0,0,0,0,0,0,0.153269982208351,0,0,0,0,0,0,0.0773821775102229,0.122989549324011,0.0437126037814285,0.0732715359580992,0,0.122934957349068,0,0,0.0352774607923249,0,0,0,0,0.095413005442361,0,0,0,0,0.0520185553003753,0,-0.160036674153692,0,0,0,0,0,0,0,-6.93889390390723e-18
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.10682979825441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501218770439483,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0445324703815789,0,0.348711761112992,0,0,0,0.00412079014479791,0,0,0,0,0,0,0,0.0277637762180918,0,0,0,0.0211662515508627,0,-0.243979620568369,0,0,0,0,0,0,0.01451132864712,0,0.0820287724745263,0,0,0,0.121914104422662,0.358273203333352,0,0,0.066341604441261,0,0,0,0,0,0,0,-0.022065661602629
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.015793906965775,0.113222638000812,0,0,0,-1.73472347597681e-18,0.0941031428861858,0,0,0,0.0179508460205978,0,0,0,0.0753684881772451,0,0,0,0,0,0,-0.175206849846985,0,0,0,0,0,0.0222860739448229,0,0.107113176471785,0.040579440782647,0,0,0.434348779079233,0.17167626207451,0,0,0.12620576086785,0,-0.0687936526060762
X267.HK.EQUITY,0,0,0,0,0,0,0.312765123952134,0,0,0.0704863474579028,0,0,0,0,0,0,0,0,0.293095036037038,0,0,0,-0.189067713182795,0,0,0.103200807116973,-0.102198365213491,0,0,0.0893248735938417,0,0,0,0,0,0,0,0.255567628941741,0.0794965671062728,-0.0389385473121637,0,0,0,-0.0939567544487924,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.0908958485795084,0,0,0,0.0321087612318647,0,0,0.0228306038988976,0,0,0,0,0,-0.109566363529687,0,0,0.357953676050594,0,0,0,0,0,0,0,0,0.093157265789274,0,0,0.197323907464525,0,0,0,0,0,0,0,0,0,0,0,0,0.0224208515090715,-0.0412133106685452,0.299961168951241,0,0.0600846152873327,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0313257322783894,0,0,0,0,0.140544399848359,0.246920810413581,0,0,0,0,0.0310579068436672,0,-0.14521082584611,0,0,0.0665656573504904,0,0,0,0.0409396333989894,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0171106187299235,-0.238514093089434,0,0,0,0,0.0760827282203217,0.264579876974854,0.0263306612181089,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21070449116737,0.0210487866780918,0.240691832933065,0,0,0,0.129573041614218,0,0,0,0.0381288032574782,0.203518476693415,0,0,-0.0566563800314104,0,0.160153579158644,0,0,0,0,0,0,0,0.0581985067526607,0,0.0269410051292894,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.382962484422509,0,0,0.339727992199908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213642660171855,0,0,0,-0.164226745064902,0,0,0,0.225742768756295,1.73472347597681e-18,0,0,0.0590039140227762,0,0,0.222160159782159,0,0,0,0,0,0,-0.169841952640495,0,0,0.0733941884233705
X823.HK.EQUITY,0,0,0,0.11204563190902,0,-0.0350380014220795,0,0,0,0,0,0,0,0,0.0553201615118358,0,0.0585716376029632,0.10893081007533,0.31014475206164,0,0,0,0,0,0,0,0,0,0,0,0,0.00177441360315522,0,0,0,0.174016545959174,0,0.0761262140867217,0,-0.0425896049953289,0.345453522157412,0,0,-0.121393579046757,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.128071441734277,0.0768285155292898,0,0,0,0.122371761668552,0.169495564531669,0,0,0,0,0,0,0,0,0.0361078651167484,0,0.176511960766318,0.0276949745066976,0,0,0,0.283436865784936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.277094296357796,0,0
X12.HK.EQUITY,0,0,0,-0.077685920007604,0,-0.318389124116647,0,0.464903489012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331767375634618,0,0,0,0,0.135278497475926,0,0,0,0,0,0,0,0.309369913300997,0,0,0,0,0.0755636804324207,0,0,0,0,0,0,0,0,0,0
X001979.CH.EQUITY,-0.301505829584735,0,-0.118274256123282,0,0,-0.0781297524969962,0,0,0,0,0,0,0,-0.164333165492195,0,0,0,-0.223057726928338,0,0,0,0,0.200356395769814,0,0,0,0,0,0,0,0.336557322095727,0.0142463425732529,0,0,0.0129314320121794,0,0,0,0,0,0,0,0.17839542543841,0,0.330505481142426,0,0,0.235536249725321,0,0.217722440488961,0.0415251329095239
X601688.CH.EQUITY,0.0124245243802416,0,0,-0.160270876597354,0,0,0,0,0,0,0,0,0,0,-0.0818578511134581,0,0.080318653651405,0,0,0,0,0,0,0,0,0,0,0,-0.0213583983304399,0.0452208478338987,0,0,0.0629056587786768,0,0,0,0.526183286015132,0,3.46944695195361e-18,0,0.100522469238783,0.0511582288867538,0,0,0.0447512693588772,0,-0.0409826140083727,0,0.27472879209268,0,-0.0967887648858668
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0584959687548164,0,0,0,0,0,0.0249424788986193,0,0,0.00809105645618799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681043547163908,0.196846018278257,0.133412586935882,0,0,0,0.224721051405682,0,0,0,0,0,0.304751519152939,0,-0.0527915976945739,0
X601336.CH.EQUITY,0,0.00376793866853553,-0.0876324836322835,0,0,0,0.0889884034331733,0,0.00332127817961806,0,0,0,0.116135676875829,0,0,0,0,0,0,0.16347253202021,0,0,0,0,0,0,0,0,0,0,0,0.174329765262897,0,0,0.30836027627923,0,0,0,0,0.263806694333051,0,0,0,0,0,0,0,0,0,0,0.0825369329241461
X600837.CH.EQUITY,0.0240862462532796,0,0,0,0,0,0,0,0.190279897379651,0,0,0,0,0,0,0,0,-0.0151520026737036,0,0.172804139972585,0,0,0,0,0,0.0329327349926771,0,0,0,0,0,0,0,0.0313458831165159,-3.46944695195361e-18,0,0,0.167076409423316,0,0,-0.0292304117516366,0,0,0,0,0.037121576603656,0,0,0.301675232485339,0,0
X601066.CH.EQUITY,-0.124706815476918,0,0,0,-0.252138608985044,0,-0.110503099497401,0,0,-0.114726059005932,0,0,0,0,0,0,0,0,0,0,-0.0256254299933206,0,0,0,0,0,0,0,0.308444243504792,0,0.0280497642619807,0,0,0,0,-0.0789958235505872,0,0,0,-0.121571857415457,0,0.109789160550873,0,0,0,0.110368758443611,-0.137684721955974,0.1268790557387,0.255132733390976,0,0
X601229.CH.EQUITY,0.46572315011956,0,0,0,-0.0384301033277765,0,0,0,0,0,0.00174159419869976,0.16903899863029,0,0.116195926390901,0,0,0,0,0,0,0,0,0,0.175528040130631,0,-0.28125005764035,0,0,-0.0885671696632211,0,0,0,0,0,0,0,0.122823331628883,0.0477299076489994,0,0.11292543819407,0,0,0,0,0,0,0.237808144109241,0,0,0,0
X002142.CH.EQUITY,0,0.395871944110012,0.270857528140069,-0.0837702732466838,0,0.0566366223512232,0,0,0.00441147338792682,0,0.0576263957762289,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.128806832009876,0,-0.0421554025999528,-0.110634047053076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459656091042946,0,-4.33680868994202e-19,0,0,0,0.0123395194394129,0,0,0,0.16384049143288
X1997.HK.EQUITY,0.433648161310305,0,0,0,0,0.110820582863576,0,0.0061633353394966,0,0,0,-0.0382034323017168,0,-0.108429513731084,0.00626300949534982,0,0,0.12771480729541,0.191168450135657,0,0,0,0.0816533691091074,0,0,0,0,0,0,0.507143480714904,0,0.101197773363999,-0.214734794810467,0,0,0,0,0,0,0,0,0,-0.161908456114696,0,0.0143442564345654,0,0,0,0,0,0
X000166.CH.EQUITY,0.0018762091920686,0,0.000495309678109552,0,0,0,0.0244203367397936,0,0.0479643713421254,0,0,0,0.323401623947953,0,0,0,0,0,0,0,0,0,0,0,0,0.0357982499713226,0.0229271988823512,0,0.00484883939945745,0,0,0,0,0,0.0385548731918532,0,0,0,0,0,0.0457971005849521,0,0,0,0,0,0,0.107092020912751,0.357459944618942,0.0164290188249018,0
X2882.TT.EQUITY,0,0.0250478901359322,0,0,0,0,0.164951187218875,0,0,0,0,0,0,0,-0.0205770589111235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138482409476247,0,0,0,0,0,0,0,0.0314411974328397,0,0,0,0.0124563821118752,0,0,0,0,0.143202444576088,0.11119231046846,0.00529421709655606,8.67361737988404e-19,0
X600015.CH.EQUITY,0.0178948436503031,0,0,0,0,0,0,0,0,0,0,0.13539496112827,0,0,0,0,0,0.0360451409750791,0,0.141492896893407,0,0.112262809723434,0.0576808514892973,0.0523059020113653,0,0,0,0,0,0,0.109955560096429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453710492839329,0,0,0.0796310959816442,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.441524414959647,0,0,0,0,-0.0299810267722759,0.145112695964838,-0.0122900950956623,0,0,0,0,-0.0336887727461065,0,0,0,0,0,0,0,0,0,-0.20456243617355,0,0.487715280604617,0,0,0.0856671348994054,0,0,0,0,0.050486553092291,0,0,0.859942612700436,0,-0.117065940822059,0,0,0,0.0589704553573527,0
X002736.CH.EQUITY,-0.0721581667824514,0,0.0889397471354245,0,0,0.0300697610353675,0,0,0,0,0.142427686725203,0,0,0,0.106049022205739,-0.0826523502185746,0,0,0,0.251011840820696,0,0,0,0.068550019065362,0,0,0,0,0,0,0.185046320126783,0,0.0614229638951282,0,0,0,0,0.0935294407491671,0,0,0,0,0,0,0,0,0,0.216961807590296,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.121579460276205,0,0.0577863892955192,0,-0.120735348396598,-0.627493980280119,0,0,-0.0267134200466376,0,0,0,0,0,0,0,0,0,0,-0.115977300281843,0,0,0.187866382848545,-0.367093607643916,0,-0.0736942113201074,0,0,0.396381171791559,0.204714262094653,0,0.348573478711948,0.421696078168384,0,0,0.288544411274339,0,0,0,0,0,0,0,0.387097154449556
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761713237223966,-0.0678431632890191,0,0,0.30554425477732,0,0,0,0,0,0,0,0.081165997058588,-0.068651313629081,-0.1439178903372,0.0380414319996044,0,0,0,0,0,0.342500168423609,0,0,0.0970349576934401,0,0,0,0,0.0671344654151374,0,0,0.201565453253255,0,0,0.141035006617488,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.0549120649429325,0,0,0,0,0.101839935453487,0,0,0,0,0,0,0,0,0,0,0.146667921147583,0,0,0,-0.0635511134902099,0,0,0,0,0.0936867435144553,0,0,0,0.44886602471568,0,0,0,0,0,0.037562349024361,0,0,0,0,0,0,0.0611025761547768,0
VXFXI.INDEX,0,0,0,0,-0.0605825943612644,0,0,0,0,0,8.67361737988404e-19,0.00571925278653494,-6.93889390390723e-18,0,0,-0.293679272372437,-0.20040588308947,0,0,0,0,0,0,0,0,0.366709858923653,0,0,0.0963404791693571,0,0,0,0,0,0,0,0,-0.385972439219999,0,0,0,0.598066800988844,0,0,0,0,0,0,0,0,0
CN2YR,0,0,-0.16752295926721,0,0,0,0,0,0,-0.189248906061839,0,0,0,0,0,0,0,0,0,0,0.163729020083904,0,0,0,0.251465076299829,0,0,0,0,0,0,-0.0143659204021662,0,0,0,0,-0.213796441911716,-0.125576288309472,0,0.357566808445493,0,0,-0.477551023775318,0,0,0,0.0984248390017489,0,0,-0.372932746760613,0
