,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.690744097117685,0,0,0,0,0,0,0,0.00909199776463165,0,0.0812382203857128,0,0,0,0,0,0,0.0629382626130885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219965249590826,0,0.0430572770132635,0,0,0.0301394199115498,0,0,-0.0101437661406984,0,0,0,-0.0166930327117956,0.00994677465491454
X601939.CH.EQUITY,0.107909993188686,0,0.0141974702916591,0.296161521206256,0,0.320733417598695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577481891702256,0,0,0,0,0,0,0,0.0359078038547076,0,0,0,0,0.0899283774070466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215531640830514
X601318.CH.EQUITY,0,0.0176351121475321,0,0.0926358103197262,0,0,0,0,0,0,0,0,0,0,0,0.00893182722133872,0,0.00847570417354843,0.192183354974361,0,0,0,0,0,0.0104227941614493,0.0465734282588994,0,0,0,0,0,6.93889390390723e-18,0,0.214466413046173,0.0168096441435061,0.0445386994357191,0,0,0,0.236985293146126,0,0,0,0.0860560956463443,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.190885681713347,0.0496123363997935,0,0,0,0.0318178508540759,0,0,0,0.16248704436098,0,0,0,0,0,0,0,0,0.0924676572161649,0,0,0,0,0,0.023299097482371,0.259856630391045,0,0,0,0.0553466895757955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599420020821632,0,0,0,-3.46944695195361e-18,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.105766256694347,0.3013212330605,0,0,0,0,0,0.00552560946067797,0,0.303568990544579,0,0,-0.0818424050225556,0,0,0,0,0,0,0.531133466045111,0,0,0,0,0.0122721956057935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.619319237699298,0.0753733090892358,0,-0.151527501622664,-0.204948510755304,0
X601988.CH.EQUITY,0.0336048333232012,0.192640728971123,0,0,0.0440632780759273,0,0,0,0.109557629752295,0,0,0.0831128325927662,0.13145783284519,0,0,0,0,0,0.066751378079319,0,0,0,0.455513760324465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0158039486617781,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0403481761090297,0,0,0,0,0,0,0.201244012975153,0,0,0,0,-3.46944695195361e-18,0.288193604882143,0,0,0,0.042226764360101,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0939378702147045,0,0,0,0,0,0,0,0,0,0,0.010748969149517,0,0.0886973605932967
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249431413857156,0.000775799788559447,0,0,0,0,0,0,0.775957729755986,0,0,0,0.104931104959818,0.00414417668338143,0,0.000702287350072497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.140893498805422,0.0723385166996254,0,0,0,0,0,0,0,0,0,0,0,0.0306088648704995,0,0,0,0,0,0,0,0,0,0.0626675650573518,0,0,0,0,0,0,0,0,0,0.32512663199096,0,0,0,0,0,0,0.207965045148242,0.0712510077779522,0,-0.0261851755248864,0,0,0,0,0
X601328.CH.EQUITY,0.00162161601249537,0,0,0,0,0,0,0.171622208419304,0,0,0.0383776338532525,0,0.149563424037296,0,0,0,0,0,0,0,0,0.252394586611853,0,0,0,0,0,0,0.0314342863358109,0,0,0,-0.00883549841403182,0.0403102121554876,0,0.00078012806919304,0,0,0.0689041248631156,0.256252819482092,0,0.0395389119601194,0,0,0,0,0,0,0,0,0
