,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.138343509236793,0,0,0,0,0,0,0,0,0,0,-0.0966328399778859,0,0.431994789423552,0.688342215215747,0,0.0393806772470092,0,-0.12776875162634,0,0,-0.0832261310632435,0,0.107792735425045,0,0,0,0,-0.133941414804399,0,6.93889390390723e-18,-0.338794603000527,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0.0849264165440795,0.108624104976176,0,0,0,0,0,0,0,0,0.0430828540369169,0,0,0,0,0.303681352162449,0,0,0,0,0,0,0,0,0,0.131541237080518,0,0,0,0,0,0,0.176735455521847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133073882390636
X601939.CH.EQUITY,0,0,0,0.806385280574908,0.0267734564801781,0.0571440947061794,0,0,0,0,0,0,0,0,0,0.0296973704490757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431770597203526,0,0,0,0.0434854668790234,0,0,0,0,0,0,0.0467075125172119,0,0,0,0,0.00130127920759001,0,0,0
X601288.CH.EQUITY,0,0,0.877606107747492,0,0.0805829687534986,0,-0.0903419683602626,0,0,0,0,0,0.0153991073414827,0,0,0,0.0531726482244044,0.118297442051013,0,0,0,0,0,0,0,-0.0920393758816977,0.0109044151688839,0,0,0,0.00810348862416928,0,0,0,0,0,0,-0.141083755478517,0,0,-0.00544829656062099,0,0,0,0,0,0,0,0,-0.00364304876139147,0,0
X601988.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.882006869281107,0,0,0,-0.29352516068614,0,0,0,0,0,0.39488920593141,0,0,0,0,0,0,0,0,-0.247169422336844,0,0,-0.0252027051782149,0,0.0415474035264589,0,0,0,0,0,0,0,0,0.0880189770744929,0,0,0.0213857766376541,0,0.00199164212997749
X600036.CH.EQUITY,0,0,0.389902434457611,-1.73472347597681e-18,0,0,0,0,0.0100730980823484,-4.33680868994202e-19,0,0,0,0,0,0.128980519815436,0,0,0,0,0,0,0,0,0,0,0.191849883884767,0,0.00939998592376348,0,0,0,0.169169941710762,0,0,0,0,0,0,0,0,0,0,0,0.0207733587359192,0,0,0,0.006339670140209,0.00526731271936511,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0271112495761616,0,0,0.783176835244134,0,0,0.0338391477266356,-0.0175216415645826,0,0,0,0,0,0.14130097436592,0,0,0,0,0,0,0,0,-0.0744343209574,0,1.73472347597681e-18,0,0,0,0.0628231576860633,-0.0290565341798327,0,0,-0.035849837550671,0,0,0.0918388638544184,0,0.0552936089366497,0,0,0.00970400738093929,0,0,0.136181424834898
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00254528180418788,0,0,0,0,0,0,0,0.253190485418108,0,0,-0.227177387348165,0,0.0853017600291276,0,0,0.153477606254458,0,0.310815807574321,0,0,0,0,0,0,0,0.0218276748695716,0,0,0.0325703954414132,0,0,0,0.381259451694103,0,0,0,0.0776434359048014,-0.107254396764548,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121230779906946,0,0,0.217192891237256,0,-0.0788200672348376,0,0,0,0.168471664395654,0,0.344884162425246,0,0.135298433734893,0,0,0,0,0,0,0,0,0.13390524771092,0,0,0,0,0,0,0,-0.238963451987507,0.105541316269295,0,0,0,0,0,0,-0.149936941014839
X388.HK.EQUITY,0,0,0,0,0,0,0.214698227286146,0,0,0,0,0,0,0,0,0,0,0,-0.21363181334719,0,0,0,0,0,0,0.352398279953099,0,0.0655148800775551,0,0.123071188785485,0.0237225320122209,0,0,0,0,0,0,0,0,0,0,0,0,0.164373551593947,0,0.0417440039326318,0,0,0.0609375415089725,-0.262617152405236,0,0
