,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00711791585112488,0,0,0.132506646842484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646012603413412,0.429767109470102,0,0.728090007482933,-0.073256156521946,0,0.163883891718179,0,0,0,0,0,0,0,0,-0.247571855593026,0,0,-0.000189852505091354,0,0,0,0,0,0,0,-0.358379120035546,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0545177334867914,0.182875047948687,0.0773336701667549,0,0,0,0.0574676009113884,0,0,0,0,0,0,0,0,0.284748850823536,0,0,0,0,0,0,0,0,0,0.155070173686642,0,0,0,0,0,0,0,0,0,0,0.189632774864582,0,0,0,0,0.0147128867849264,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.849035118468482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773389430462601,0,0,0,0,0,0.0172831953707244,0,0,0,0,0,0.122500125593289,-0.0929790187679121,0,0,0,0,0,0,-0.00672974541345144,0,0,0,0.015135925255914,0,-0.0676106235741098,0,0.00422766443767559,0,0,0.0328562047292722,0,0,0
X601288.CH.EQUITY,0,0,0.870663090658199,0,0.0650721759004826,-0.08224438654589,0,0,0,0,0,0,0,0.0094320249943654,0,-1.73472347597681e-18,0.0501321388262095,0.105553017095964,0,0,0,0,0,0,0,0,-0.0925266970389673,0.00807754655878914,0,0,0.0141031692478186,0,0,0,0,0,0,0,-0.111205687516373,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0369481931186412,0,0,0,0,0,0,0,0,0.32345675462826,0,0,0,0,0,0,0,0,0,0,0.221717854847389,0,0,0,0.0358655561108994,0,0,0,0,0,0,0,0,0,0,-0.0842579764988274,0.05829960436769,0,0,0,0,0.145426854316546,0,0,0,0,0,0,0.247212300835586
X601628.CH.EQUITY,0,0,0.0148482782053717,0,0,0,0.281787932999709,0,0,0,-0.0396250888400833,0,0,0,0,0,0,0,0,0,0,0,0.0529653222992586,0,0,-3.46944695195361e-18,0,0.0320422233401971,0,0,0,0,0,0,0,0,0,0,0,0,0.185243315822264,0.164803021350243,0,-0.00167236014099105,0,0,0.102761272951228,0.126341907639705,0.0577758680900912,0,-0.0335374599234103,0
X600036.CH.EQUITY,0,0,0.192820490648339,0.257441882608224,0,0,0,0.0924234496227894,0.0500074384931294,0,-0.042003813912897,0,0,0,0,0.00841786713524395,0,0,0,0.0135047034083975,0,0,0,0,-0.0194488438140327,0,0,0.0649684095489852,0,0,0,0,0,0.277745920979824,0,0,0,0,0,0,0,-0.0591601771140541,0,0,0.021925380690624,0,0,0.0802545107858828,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.202092259945527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195309877748351,0.0367177829179635,0,-0.0748679673577718,0,0,0,0,0,0,0.177527647619225,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.101394947783073,0.0394217289434131,0,0,0,0,0.517692953966512,0,0,-0.0237450427077069,0.10206786404823
X5.HK.EQUITY,0,0,0,0,0,-0.144344610567062,0,0,0,0,0.117488592450644,0,0,0,0,0,0.365356928927135,0,0,0,0,0.198437331635382,0,0,0,0.316900723622652,0,0.0292278093175118,0.117763652562567,0,0,0,0,0,0,0,-0.111145374292334,0,0,0,0,0,0,0.133479259042212,0.106272129140472,0,0,0,0,0,0,-0.110478618024805
X601658.CH.Equity,0,0,0,0.225237923473431,0,0,0,0,0,0,0,0,0.0345245311848804,0,0,0,0,0.168047273296016,0.138375676578808,0,-0.222766230128264,0,0,0,0,0,-0.141706141346024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467191252527004,0,0,0,0.0491327829008527,-4.33680868994202e-19,0,0,0,0
