,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-0.181352296975867,0,0,-0.0450754426487717,0,0,0,0,0,0.494427847400398,0,0,0,0,0,0,0,0,0,0,-0.148238130211621,0,0,0,0,0,0,0,0,0,0,-0.285142285674033,0,0,0,0,0.700104377086514,0,-0.151383960532176,0.0594234951535503,0,0,0,0,-0.0393383990128853,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.163448810556003,0,0,0.0261049764222075,0,0,0,0,0.0592519618152059,0,0,0,0,0,0,0,0.121736578583581,0,0.033924863186676,0,0,0,0,0.0581264575325668,0,0,0,0,0,0,0,0.59124536898122,0.0224462064258166,0,0.0194296086401646,-0.077388451472544,0,0,0,0,-0.0400772302044024,0,0,0,0
X601939.CH.EQUITY,0.288750692895588,0,0,0,0,0,0,0,0,0.00743864412962183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110412791133707,0,0,0,0,0.214635479663007,0,0.0990483507271489,0,0,0,-0.354137748779232,0,0,0,0.532992919199371,0.0710000935747626,-0.0479075869879807,0,0,0,0,0,0,0,0.0717724624325967,0,0.0482053274177601
X601288.CH.EQUITY,0,0,0,0,0,0.341105800756031,0.00956841298269732,0,0.29297599111013,0.0550772892914148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14522708681649,0,0,0,0,0,0,-0.0229196391794277,0,0,6.93889390390723e-18,0,0,0.0749726024459019,0,0,0.132111430156736,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.230661626749762,-0.06526453447087,0,0,0,0,0,0,0,0,0,0,0,0,0.197177224271266,-0.0466559468027288,0,0,0,0.115562629567877,0.207221699883203,0,0,0.494893366396136,0,0,0,0,0,-0.114437758937243,0,0,0,0,-0.0354096457647034,0,0,0,0,0,0.209991104801635,-0.0859186752522568,0,0,0,0,0,-0.126094214316524,0,0,0
X601988.CH.EQUITY,0.154397111214652,0,0.0151278403293468,0.474297672030008,0,0,0,0,0,0,0.107030651307902,0,0.0761994036419651,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150442808262071,0.0703473505488573,0,0,0,0,0,0,0,0,0,0,0.115118108461745
X600036.CH.EQUITY,0,0.464707210411301,-0.0186204504011433,0,0,0,0,0,-0.128591813677634,0.610395852384176,0,0,0,0,-0.129884976587402,0,0,0.0180516158628993,0,0.0972192903476106,0,0,0,0,0,0.106988291705057,0,0.0556806459697696,0,0.328922121667209,0,0,0,0,-0.229511998908761,0,0,0,-0.0623300631483312,0,0.170416093779567,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.092639862222993,0,0,0,0,0,0.245766281505209,0.260442526995419,0,0.0470815390243125,6.93889390390723e-18,0,-0.114152290578099,0,0.254569666985671,0.126159960216047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461641797103283
X601628.CH.EQUITY,0,0,0.0122525271564632,0,0,0,0,0,0,0,0,0,0.0150427768044986,0.219717225518431,0,0,0,0.0012185147113767,0,0,0,0,0,0,0.115778035837547,0,0,0,0,0,0,0,0,0,0,0,0,0.404272736429441,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.054758573519383
X601328.CH.EQUITY,0,0.00664494604963393,0.0899941746672532,0.227431361900075,0,0,0.196511766090573,0,0,0,0,0.0950337323908773,0,0,0,0,0,0.208853012204436,0,0,0,0.0123148243224804,0,0,0,0,0.139814485993017,0,0,0,0,0,0,-0.187646920069565,0,0,0,0,0,0,0,0,0,0.104786201685046,0,0,0,0.0429849087928128,0,0,-0.437192306614776
