,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.123814839165904,0.2283198783266,0,0.0519835620861757,0.0178304048747165,0,0,0,0,0,0,0,0,0,0,0,0.348769217958872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116427588443633,0,0.0565882712823495,0,0,0,0,0.11599426032986,0.0568046049470223,0,0
X601318.CH.EQUITY,0,0,0,0,0.0112403714622864,0,0,0,0.139723273196024,0,0.0789557988460305,0,0,0.0543747067378218,0,0,0,0,0.107067919112893,0,0.224663639634445,0,0,0,0,0,0,0.069269809172046,0,0,0.0584229145203662,0,0,0,0,0.107591899330552,0,0,0,0,0,0,0,0,0,0.0231254946724584,0,0,0,0,0,0.076333860375564
X601939.CH.EQUITY,0.172860324542685,0,0,0.412551814063967,0,0,0,0,0,0,0.123654876673833,0,0,0,0,0,0,0,0,0.144379435636838,0,0,0,0,0.0987067141837244,0.239751934609718,-0.0797867872628677,0.017070500570447,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243244603736502,0,0,0,0,0,0,0,0,0,0.0204005320162609
X601288.CH.EQUITY,0.219566070805851,0,0.0197537292646391,0,0,0.0511487722858932,-0.0538385815149671,0.326939398315917,0.0366132261578862,0,0,0,0,0,0,0.140884053238052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179589645383627,0,0,0,0,-0.0771459434182797,0
X600036.CH.EQUITY,0,0.143850774442324,0,0,0,0.0709957002119185,0,0.127876168104177,0,0,0,0,0,0.184726508729383,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.317587771752187,0.0520793917067218,0,0.0226334688270495,0,0,0,1.73472347597681e-18,0,0,0,0,0.0794364499328856,0,0,0,0,0,0,0,0,0,0,0.0191791720720907
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.142807323343926,0,0,0,0,0,0.110555419486261,0,0,0,0,-0.0801822826333518,0,0,0.0286276341150409,0.216385459107674,0,0.0783153820589951,0,0,0.50558424769905,0,0,-0.020881359842129,0.0733345036779061,0,0,0,0,0,0,0,0,0,0.0736928649964337
X1299.HK.EQUITY,0,0,-0.189429524435584,0,0,0,0,0,0,0.14605668799634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058124609228404,0,0,0.0151318708885701,0,0,0,0,0,0,0,0,0.0225223530893392,0,0.20722558218957,0.250016906626535,0.0820172979816575,0.19399899994916,0.101737809556513,0,0,0,0,0,0.0753771880585314,0
X601988.CH.EQUITY,0.032674646359167,0.0196958810198264,0.0496089256474497,0.176968159247719,0.364494466508041,0,0,0,0,0,0,0,0,0,0,0.197950291683618,0,0,0,0,0,-0.00876400942018498,0,0,0,0,0,0.0768738507808816,0,0.0188062612895252,0,0,-0.118265352950684,0,0,0.295662529092794,0,0,-0.0757668571590599,0,0,0,0,0,0,0,0,0,0,0,0.0457185342621728,0
X5.HK.EQUITY,0,0.00569971234956822,0,0,0,0,0,0,0,0,0,0,0,0.0938312743161984,0.0327994648055023,0,0,0,0,0,0,0,0.102192369793654,0.00453480534082596,0,0,0.0207929784352988,0,0,0,0,0,0,0,0,0,0,0,0.460073017275754,0,0,0.235352433403598,0,0.162237822523978,0,0,0,0,0,0,0.00799101863843901,0
X388.HK.EQUITY,0,0,-0.217472392717884,0,0,0,0.189584153894548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403613572680501,0,0,0,0,0,0,0,0,0.0701189137276554,0,0,0,0,0,0,0.174060094954591,0,0.076746877471362,0,0,0.132630809118119,0,0,0,0,0,-0.0553913144309887,0
