,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0407035170299099,0,0,0,-0.279748308498075,0.0444635221665185,0.0672411428116976,0,0,0,0,0,0,0,0,0,0.138907478085893,0,0,-0.110071341977432,0,0,-0.206073161440822,0,0,0,-0.335694743630049,0,0.138662364543755,0.808272981607899,0,0,-0.0236250594256906,-0.101911704130433,0.212839803824441,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246188454198702,0,0,0,0,0,0,0.125844776137945,0.105252158620636,0,0,0,0,0,0,0.108185896947148,0.0393383626361083,0,0,0,0,0,0,0,0,0,0,0,0,0.115062116709967,0.0742507916253519,0,0.264562288768191,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.113756496738952
X601939.CH.EQUITY,0.243283161253139,0,0,0,0.185798996939451,0,0,0,0,0,0.0762627264893098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186824207998505,0,0,0,-0.214193142613426,-0.172076226226075,0,0.176628160933215,0,0.464516670831317,0.0242479952744015,0,0,0,0,0,0.109527131705509,0,0,0,0,0.040704076532162
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.398908330932608,0.0654656055855601,0.605626633809918,0,0,0,0,0.534272933056207,-0.381192153738021,0.192372968755213,0,0,0,0,0,0,-0.10811770617661,0,0,0,-0.265207284840794,0,0,0,-0.445393893076741,0,0,0,0,0,0,0,0,0,0,0,0,0.154623938563067,0,0,0.182230384349665,0,-0.137357474451236,0
X5.HK.EQUITY,-0.0485330634934098,-0.134434834088893,0,0,0,0.0490932520763673,0,0.21143753501912,0,0,0,0,0,0,0.0107404439275944,0.214416646581116,0,0.0319441627131977,0,0,0.0681313384039185,0.648821127541722,0,-0.227433822796576,0,0.0977550152929448,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108793513686297,0,0.10047649268565,0,0,0,0,0.0976633575058751,0,0,0,0
X601988.CH.EQUITY,-0.35554349131248,0,0,0,0.456539665735813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868365221069432,0,0,0,-0.209887943147102,-0.0360199321141359,0,0,-0.18561191328953,0,0,-0.621164679576226,0,0,0,0,0,0,0,0,0,0.243152460965737,0,0,0,0,0,0.08427757246856,0,0,0,0,0
X600036.CH.EQUITY,0,0.320421507493291,-0.0652447864993541,0,0,0.0327924115241042,0,0,0,0,0.567201877737612,0.159666764025061,0,0,0,0.0795962261640646,0,0,0,0,0,-0.134822959798866,-0.0434087520698953,0.261290208188212,0,0,0.0975947710375354,0,0,0,0,0.0145473445583664,0,-0.275267530248803,0,0,0,0,0,0,0,0.118148955994492,0,-0.122584170374603,0.123101247585065,-0.0317645050350966,0,0,0,0,0.0836899507406681
X1299.HK.EQUITY,0,0,0,0,0.276344649284699,0,0,0,0,0,0,-0.084456594207146,0,0,0,0,0.0234732807504752,0,0,0,0,0,0,0,0,0.151789362603312,0,0,0.107339382746306,0,0,0,0.105998415363566,0,0,0,0,0,0,0,0,-0.101340524267734,0,0,0,0,0,0,0,0,-0.00969922428596258
X601628.CH.EQUITY,0,0.0784986015298055,0,0,0,0,0,0,0,0.170856915789506,0,0,0,0.352105385446353,0,0,0,0,0.00140269431597582,0,0,-0.00847095430113641,0,0,0,0,0,0,0,0,-0.0606636938498044,0,0,0,0,0.105184986769808,0,0.161268257922277,0.061202475777015,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0865853868905178
X601166.CH.EQUITY,0.0321911180233209,0,0,0.26120116407448,0.0315375959856005,0,0,0,0,0,0,0.228750921354763,-0.0176494194495718,0,0,0,0,0,0,0,0,0,0.269575636735401,0,0,0,0,0,0,0.00764619097128448,0.097109363909578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
