,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0449230183550251,0,0.0530965111843463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333064520208186,0,-0.149528027176504,0,0,0,0,0,0,0,0.879362970568527,0,0,-0.0182005520948746,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.220748934237877,0.0173825498273915,0,0,0,0,0.0610284713210685,0,0,0,0,0,0.0249496000693716,0,0,0,0,0.0250558284767559,0,0,0.0763881371131931,0.0204454900721751,0,0,0,0,0,0.271718161060352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136320666412681,0,0,0,0,0,0,0,0,0.261625001251179,0,0,-0.0063326782220867,0,0,0,0,0.128346565836997,0,0,0,0,0,0,0,0,0,0,0.00365588871117528,0.114506747165919,0,0,0,-0.209381335017923,-0.182744105352729,0,0,0.136117463999369,0,0.476507015210761,0,0,0.105669397363059,-3.46944695195361e-18,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.625755513429706,0.312609967930543,0.0641174355022483,0.507387472818215,0,0,0,0.18646911306931,0.347032354858754,0,0,0,0,0,0,0,0,-0.351569218061172,0,0,0,0,0,0,-0.675250674503948,0,0,0,0,0,0,0,-0.344220907581484,0,0.211277545169491,0,0,0,0,0.350945752701953,0,0,-0.141787933811007,0
X5.HK.EQUITY,-0.065251512577007,-0.0670785913374432,0,0,0,0,0,0,0,0,0,0,0,0,0.517136363016552,0,0,0,0.406367740062722,0,0,0,0,0.0663278604660965,0.169809419856255,0,0,0,-0.0794875147410933,-0.111334740104179,-0.0927235122613074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234902094402909,0,0,-0.110177640003142,0,0,0
X601988.CH.EQUITY,-0.410266473355874,0,0,-0.0255871993295209,0.466146682121343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.83547899012639,0,0,-0.057226329843038,0,0,-0.043874196771217,0,-0.631754314523573,0,0,0,0,0,0,0,-0.0576077122286539,0,0,0.140170036007329,0,0.181805172296232,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.102041567001864,0.474354975178426,-0.041010676738871,0,0,0,0,-0.106786337222543,-0.0256486055344524,0.470310213614201,0,0.161109401139105,0,0,0,0,0,0,0,0,-0.105817027359238,0,0,0,0.27954193508401,0,0,0.0782039864904065,0,0,0.0945585569088972,0,0,-0.29412491106658,0,0,0,0,0,0,0,0.230691643670742,0,0,0.117575259512758,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.012184637350583,0,0,0.0808095996919472,0,0,-0.0892502958331813,0,0,0.0515113788267713,0.106132232540762,0,0,0.165508627870885,0,0,0,0,0,0,0.146057557974486,0,0,0,0,0,0,0.18166270876234,0,0,0,0,-0.040560606638153,0,0,0,0,0.149405764146341,0,0,0,0,0,0.01445935610616,0,0
X601628.CH.EQUITY,0,0.0155572656764033,0.0362110198288124,0,0,0,0,0,0,0,0.114923003157806,0,0.368904123137902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242536379495622,0,0,0,0,0.186490560239261,0.157232059099208,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964218228793438
X601328.CH.EQUITY,0,0,0,0,0,0,0.351426567498164,0,0,0,0,0.151127710984484,0,0,0,0,0,0,0,0,0,0,0.00341621639030196,0,0.255725210169876,0.223721175659872,0,0,0,-0.00636306880764771,0,0,0,0,-0.20008606483444,0,0,0,-0.0808099614460537,0,0,0,0,0.128011289056478,0,0,0,0,0,-0.0512319888394347,-0.238508644302955
X601166.CH.EQUITY,0.0199505074870938,0,0.0378086171772858,0.286326411901036,0,0,0,0,0,0,0,0.210245667190316,0,-6.47906565976787e-05,0.022812264426567,0,0,0,0.0234144512831416,0,0.0865978172406386,0,0,0,0.0399906848995369,0,0,0,0.172856758823219,0,0.0950141026225416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277739825226937,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.522500068957262,0,0,0,0,0,0,-0.0338786561414264,0,0,0,0,0,0,0,0,0,0,0,0.370364971730507,0,0,0,0,0.0501002582647011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31569529245476,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,-0.00944549324990313,0,-0.134785008725249,0.0493989494899654,0,0.667095928423709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483541870862251,-0.0962897078453811,0,0.256796321963658,0,-0.0528730519483161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0421015573131066,0,0.123356511020204
X601319.CH.EQUITY,0,0.00602114534704969,0,-0.106754038815272,0,0,0,0,0,0,0,0,0.308962270848756,0,0,0,0,0,-0.0921184920962196,0,0,0,0,0.109230704234472,0,0,0,0,0,0,0,0,-0.0647977309320356,0,0,0.374009137275813,0,0,0,0,0,0.139652742385774,0,0,0,0,0,0,-0.0888356321817206,-0.00328550162120325,0
X000002.CH.EQUITY,0,0,0,0,0.260937459957902,0,0,0,0,0,0,0,0.203026521486208,0,0,0,-0.259609401464175,0,0,0,0,0.290695800777018,0,0,-0.131085920446323,0,0.337335539124887,0,0,-0.131488776801929,0.366054905072004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263758709191342,0,0.0321323005592631,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,-0.0261695973149969,0.097247944950182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.196601151208634,0,0,0.0217243436865513,0.145589195870815,0.167217965836986,0,0.329950534458859,0,0,-0.0708142992971546,0,0,0,0,0.313758952632237,0,0.0692790790764494,0,0.0735736543756869,0,0,0,0,0,0
