,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0453912692179563,0,0.146402148976048,0,0,0,0,0,0.111596957130124,0,0.351854296737342,0,0,0,0,0,0,0,-0.0680586454919977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137808028499934,0,0,0,0.183381585004837,0,0,0,0,0,0,6.93889390390723e-18,0,0.186220011407268,0,0.00894978900084714,0,0.104277977062787
X601318.CH.EQUITY,0,0,-0.090922364687917,0,0,0.0582097328697633,0,0,0.184223832688924,0,0.0576089524815738,0,0.1448051639211,-0.0170664618223715,0,0.250780402912904,0,0,0,0,0,0,0,0,0,0,0,-0.0714640071124422,0,0,-0.178212776324699,0,0,0,0.274397959019226,0,0,0,0.07630367318232,0.201834810407837,-0.236846804722182,0,0.188698347353744,0.197958529686313,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.41065896027685,0,0,0,0.0257645659747433,0,0,0,0,0,0,0.0937279836564001,0.0150180028529084,0,0.0914738402174637,-0.107585654693652,0,0,0,0,0,0,0,0.0936210429640828,0,0.0879840066915669,0,0,0,0,0,0,0,0,0,0,0,0.0881909765586697,0,0,0.428276908477845,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.154898868104363,0,0.16849515903527,0,0,0.389265708820937,0,0,0,0,0,0,0,0,0,0,0.0869882783247565,0,0,0.0235605505453147,-0.0717478109168614,0.0321941867667528,0,0,0,-0.0787232289385726,0,0,0,0,0,0,0,0,-0.0894653446981439,0,0,0,0,0,0.210553676908062,0,0,0,0,0,0,0.12642067572009,0,0,0,-0.00910142021096925
X5.HK.EQUITY,0,-0.129847227003635,0,0.231286237522326,0,0,0,0,0,0,0,0,0.10832845845273,0,0,0,0,0,0,0,0,0.451131906262029,0,0,0,0,0,0,0,0,0.380560311730951,0,0.0210033422270374,0,0,0,0,0,0,0,0.0275533278810333,0,0,0,0,0,0,0.167788218271186,-0.123530501710881,0,-0.0838610950985582,3.46944695195361e-18
X601988.CH.EQUITY,0.223812478838984,0.0857073839665956,0.0961049066972395,-1.73472347597681e-18,0,0,0,0,0.216724964091668,0,0,0.266302898516969,0,-0.0700161708250504,0,0,0,0,0,0,0,0.0289546976873138,0,0,0,0.0489222627738229,0,0,0,0,0,0,0,0.181385035168337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0458561982096397,-0.0656925549186716,0,0.225360301131341,0,-0.0657409040713357,0.02633266053882,0,0.301753043490524,0,0.230824519104574,0,0,0,0,0,0,0.0372221367852724,0,0,0,0,0,0,0,0.034634525630932,0,0.0489998365651282,0.0388659095957548,0,0.0892638881037318,0,0,0,0,0,0,0.0768498105478116,0,0,0,0,0,0,0.059235430778781,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0829875174144982,0,0,0,0.117673060504155,0,0,-0.120430003561264,0,0.0325819845183223,0.238261201866788,0,0,0,0,0.0170035013239495,0,0,0.0662979596799518,0.0609145389783961,0.0951190770055587,0,0,0,0,0,0.0196630920388222,0.207796830758715,0,0.0283368041002656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0350655954046335,0.286961060662875,0,0,0.0982521509945695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950092491258368,0,0,0,0,0.279772720004275,0,0,0.0153337846821311,-0.164379481502715,0,0,0,0,0,0,0,-0.167329132595109,0,0,0.0385313560785868,0.0323542763633687,0,0,0,0,0.120643328226518,0,0,0,0.0482002119476831
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.298525740199573,-0.648736832833268,0,0.134204595554773,0,0,0,-0.0822358288183841,0,0,0,0,0.581958894972999,0,0,0,0,0,0,0,0,0.130161503000911,0,0,0,0.391276840152491,-0.0690872179999484,0,0,-0.251967342422702,0,0,0,0,0,0.604611298884475,0,-0.293850616509055,0,-0.245738848163344,0,0.271883298663035
