,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.128119356171644,0,0,0,0,0,-0.0231524301824171,0,0,0,0,0,0,0,0,0,0,-0.156459024601778,0,0.0346712225762912,0.575265083468544,0,0.46382163988293,0,-0.24024854406253,-0.0892371939909613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746905483454161,-0.0282588531714162
X601318.CH.EQUITY,0,0,0,0,0,0.191084649889912,0,0,0,0,0,0,0.0397479704423835,0,0,0,0.108210157188971,0,0.0295679026847614,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.154028623370002,0,0.148845384786864,0,0,0,0,0.0663752967978646,0.143486935525254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011564717236282,0.0220977027655216
X601939.CH.EQUITY,0,0.0541255365541793,0,0.786578229976095,0,0,0.00495445481581768,0,0,0.041335883419066,0.0598475844310964,0,-0.0491427322316924,0,0,0,0.0766378628731974,0,0,0,0,0.00408441256608945,0,0,0.0418943648022819,0,0,0,0,0,0,0,0,0,0,0,0.0812775814498725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.895974927619472,0,-0.0259016949937939,0,0,-0.0871823993347993,0,0.0140467970865617,0,0,0,0,0,0.0143833510810358,0,0,0,0,0,0,0,0.122866326668995,0.0992700966169947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183984491358258,-0.132718616364022,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0275931919263567,0.312161771999929,0,0.262023385103679,0,0,0,0,0,0,0.464720213814129,0,0,0,0,0,-0.0698504613927993,0,0,5.55111512312578e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129605920695927,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.329942585626855,0,0,0,0,0.0590922785699323,0,0,0,0,0,0,0,0.0298546433616226,0.172977603766303,0,0,0,0,0,0,0,0,0,0,0.0452069146152161,0.182062214243676,0.103610550887968,0,0.0147043803650291,0,0,0,0,0,0,0,0,0,0,0,0.0387452949704797,0,0,0.0250279386631553,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685085263054155,0,0,0,0,-0.0537089520940192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715528309071344,0,0,0,0,0.00241696024338723,0,0,0,0,-0.0224746557636463,0,0,0,0,0,0,0,0,0,0,0,-0.133093712827452,0,0.998085708083543,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0233359194740112,0,0,0,0,0.237945167160185,0,0,0,0,0,0,0,0,0,0,0,0,0.296534398025733,-0.00352226425687523,0,0,0.0784436251247841,0,0,0,0,0,0.21760084536589,0,0,0,0,0.0217238833099745,0.0185841046174532,0,0,0.0743528886238104,0,0,0,-0.027007532959076,0,0,0,0.137038793776936,-0.0528858382324683,0.0245892905289184
X5.HK.EQUITY,0,-0.16980954130441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424395957013978,0,0,0,0,0,0,0,0,-0.0970144142967937,0,0,0,0,0,0,0,0,0.104937928238717,0,0,0.101058066236487,0,-0.201878333143475,0,0
X388.HK.EQUITY,0,0,0,0,0.140131756866415,0,0,0,0,0,-0.0715944627325316,0,0,0,0,0.0473192578048682,0,-0.00806163370592997,0,0,0.112501164762112,0,0.214882120979874,0,-0.0589195276938999,0.0681340441295296,0,0.203487936224588,0,0,-5.42101086242752e-20,-0.0226101678271657,0.221600041292476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178653425354962,0,0,0,0.340613253551719
