,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00617867786378873,0,0.465784069946659,0,0,0,0,-0.0076806598879524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161375112835978,0,0,0,0,0,0,0,0,0,0.245552003499452,0,0,0,0,0,0,0,0,0,0.0153844840622321,0.231194570152332,0,0.0203621060369062,0
X601318.CH.EQUITY,0,0,0,0.0284263123726816,0,0,0,0.0603559619988408,0.109560910616129,0,0,0,0,0.0543790758900218,0,0,0,0,0.260146795521508,0,0.215281315563523,0,0,0.0242294699460228,0,0.138832562059295,0,0.083947295447081,0,0,0,0,0,0.0261585357777905,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106691973394984
X601939.CH.EQUITY,0,0,0,0,0.330312548958545,0,0,0.113128959841883,0,0,-0.0604116312299972,0,0,0,0.028311197437116,0,0,0,0,0.0656594832329417,0,0,0,-0.118987691386587,0.393726126153359,0,0.165015809029802,0,0,0,0,0,0,0,0,-0.0990226498346142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207710210789414,0.0199484025951015
X600036.CH.EQUITY,0,0.188933156308418,0,0,0,0.0716297793367004,0,0.0934130084455884,0,0,0,0,0,0.216942620619161,0,0,0,0,0,0,0,0.0322817249754588,0,0,0,0,0,0,0.333292271017937,0.108351009213054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191005029803262
X601288.CH.EQUITY,0.264912762244288,0,0.0618891359702749,0,0,0,-0.118439624829762,0.196356125303384,0.136451346341329,0,0,-0.0508574552005998,0,0,-0.0199223809021831,0.182521994691626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190233571486808,0,0,0,0,-0.113519097641711,0
X601628.CH.EQUITY,0.105788837922061,0,0,0,0,0,0,0,0,0,0.0110844511258486,0,0,0,0,-0.0459048020619183,0.198035465091029,0,0,0,0,0,0,-0.0544981064997325,0,0.0434961399072969,0,0,-0.107335734239107,0,0,0.0269871251437712,0.203013717102603,0,0,0.0833828534415851,0,0.556552856202768,0,-0.041529578913527,0,0.0761411835176854,0.0123863327230287,0,0,0,0,0,0,0,0,0.0212310167441192
X1299.HK.EQUITY,0,0,-0.153873519648828,0,0,0,0,0,0,0,0.177080833747124,0,0,-0.0235121383941102,-0.046577374955917,0,0,0,0,0,0,0,0.0369178026752666,0.0657488254583169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259316275220618,0.18407006497223,0,0.0322132213528421,0.0630302099265245,0.237242208616035,0,0,0,0.0573122954865433,0,0,-0.0533635346764039,0
X601988.CH.EQUITY,0.0312661964413093,0.0191299462038985,0.0471654862779514,0.351781284272473,0.171801785281725,0,0,0,0,0,0,0,0,0,0,0.189701986680305,0,0,0,0,0,-0.00843618684125927,0,0,0,0,0,0.0753835639977742,0,0.0176037971864328,0,0,-0.119764085994407,0.281568871763924,0,0,0,0,-0.0865299653974657,0,0,0,0,0,0,0,0,0,0,0,0.0451712657926405,0
X5.HK.EQUITY,0,0.112702289419403,0,0,0,0,0,0,0,0,0,0,0,0,0.00436182252592992,0,0,0,0,0.111250421458723,0,0,0.15267949018417,0.0379202490901744,0,0,0.028170826784427,0,0,0,0,0,0,0,0,0,0,0,0.28316926165202,0,-0.0501715090350649,0.261556496363988,0.184811068858637,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,3.46944695195361e-18,0.1082691718017,0,0,0,0,0.0920774466861568,0,0,0,0.0573157562340697,0,0.0665692704812296,-2.77555756156289e-17,0.0157759051796872,0,0,0.309858125299067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988436387131775,0,0,0,0,-0.096645990520958,0,0,0,0,0,-0.0575986464627126,-0.0731010953852211,0,0.113971473403902,0,0,0,0
