,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.399330816968025,0.0329711888372982,0.0129327065862619,0,0,0,0,0,0,0.201817402769768,0,0,0,0,0,0,0,0,0,0,-0.0114108485084286,0.104884007899898,0,0,0.0795554621374146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6940658945086e-21,0,0,0.055399899225009,-0.121754607595024,0
X601939.CH.EQUITY,0.427428595111936,0,0,0.191065393073661,0,0,0,0,0,0,0,0,0,0.1704612371228,-0.219233166224465,0,0,0,0,0,0,0,0,0,0,0.229416328621478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114216165399889,0.0184751737195314,0,0.00791755512689747,0.0100931803514894
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296132326096812,0.0954454019792506,0,0,0.174317423319287,0,0,0,0,0,0,0,0,0.189626329474131,0,0,0,0,0,0.0454200293929973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120916871835627,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379394201236047,0,0,0,0,0,0.336479016898774,0,0,0,0,8.67361737988404e-19,0.208412808971673,0,0.139149674574378,0,0,0,0,0,0,0,0,0,0.0684178988135074,0,0,0,0,0,0,0,0,-0.48003579240071,0,0,0,0,0,0,0,0.0114430826574131,0,0,0,0,0,0,0.310594867391242
X600036.CH.EQUITY,0,0.0258480791929571,0,0,0,0,0,0,0.0531003495711316,0,0,0,0.146372837341563,0,0,0,0,0.0512574501126545,0,0.0276773364749232,0,0,0.153302246188549,0,0,0,0,0,0,0,0,0.357259026159015,0,0,0,0,0,0,0,0,0.0580692246045345,0,0.0407437959729712,0.187022828647883,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.194639743699945,0,0.11136842225354,0,0,0.121082176113811,0,0,0.203180098367734,0,0,0,0,0.224131117081031,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.180245289185386,0,0,0,0,0,0,0,0,0,0,0,-0.0403056457877902,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,-0.117470919895689,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.336474977599773,0.0854748333191664,0,0,0,0,0,0,0,0.0338330744995796,0,0,0,0,0,0,0,0,0.25396225043115,0,0,0,0,0,0,0.100981264838459,0,0,-0.152329897229306,0.039459117491299
X601658.CH.Equity,0,0,0,0.0229263129387495,0.125241382788343,0,0,0,0,0,0,-0.126014390603256,0,0.207558450756978,0,0,0,0.225908799966955,0,0,0.0878251457005318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27107089538488,0.122906571266873,0,0,0,0,-0.0367625127014104,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0
