,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.393091012007604,0.0479733543798092,0.134765353931803,0,0,0,0,0,-0.016516872271239,0.212554606425037,0,0,0,0,0,0,0,0,0,0,0.0884906812409212,0,-0.0434666648120131,0.00198809247656909,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0391285685110892,0,0.0237015313999363,0,0,0.00514184327793083,0.0629409328427152,0,0,-0.160854845944078,0
X601939.CH.EQUITY,0.201416419000208,0,0,0.186715005720926,0,0,0,0,-0.107263468455223,0,0.143001957313498,0,0,0.219890768736397,-0.0513526662723952,0,0,0,0,0,0,0,0,0,0.176197816683974,0,0,0,-0.0431784142539446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151237210269355,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0,0
X601288.CH.EQUITY,0.37619326883866,0,0,0,0.214665488208507,0,0,0,0,0,0,0,0,0.14643098808054,0,0,0,0.091602141180873,0,0,0.0341653252486289,0,0,0,0,0,0,0,0,0,0,0,0.084275412787856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.514744055770598,0,0,0,0,0,0.199421941863535,0,0,0,0,0,0.105176598986549,0.122947796848923,0,0,0,0,0,0,0,0,0,0.0396190380817169,0,0,0,0,0,0,0,0,-0.510946745470337,0,0,0,0,0,0,0,0.156854713756107,0,0,0,0,0,0,0,0.247232645862258
X600036.CH.EQUITY,0,0,0.0723157288077063,0,0,0,0,-5.42101086242752e-20,0,0,0,0.33980802006367,0,0,0,0,0.0723294294242851,0,0,0,0,0.0659210568868917,0,0.00277888029172511,0,0,0,0,0,0.0715174261879716,0.0446297023214916,0.0600732112565101,0,0,0,0,0,0,0.0103813940655636,0,0,0,0.126980043361367,0,0,0,0.072809840029594,0.064408699588592,0,0,0.034619484986525,0
X1299.HK.EQUITY,0,0,0,0,0.0326545730955451,0,0,0,0,0,0,0,0,0.203592504555193,0,0,0.0437075201813961,0,0.479683668385449,0,0,0,0,0.135673167141548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864806665146852,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.09724917942395,0,-0.0727678529263196,0,0,0,0,0,-0.0612800006144092,0.321439067083728,0,0,0,0.596615853154014,0,0,0,0,0,0,0,0,0,0.274088104098747,0,0,0,0,0,0,0,-0.145115646373083,0,0,0,0,0,0
X601628.CH.EQUITY,0.054768561445332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19677727997793,0,0,0,0.00460361526473801,0.0395093805822823,0,0,0,0,0,0,0.15610504162214,0,0,0,0,0,0,0,0,0,0,0,0,0.187516569824519,0,0,0.0721234285423536,0,0,0,0,0.0934843805955561,-0.0361908892990277,0
X601658.CH.Equity,0,0,0,0.0581021789492532,0.154820693935047,0,0,0,0,0,0,0,0,0.152605044991341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223120948905459,0,0,0,0,0,0,0,0,0.146505724220302,0,0,0,0,0,0,0,0,0,0,0.312044034891198,0,0,0
