,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.628604483492764,0,0.0282528133928249,0,0,0,0,0,0,0,0.0750890642302198,0,0,0,0,0,0.0835276802267109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839741963307633,0,0,0.0348084692145422,0,0.00809250552135357,0,0,-0.0212698290975631,0.0253251428347747,-2.16840434497101e-19,0.0225569133546851
X601318.CH.EQUITY,0,0,0,0.186239291280183,0,0,0,0,0.0711918005259205,0,0,0,0,0,0,0,0,0,0.199072847209781,0,0,0,0,0,0,0.029419533948458,0,0,0.0967353074565527,0,0,0,0,0.058982550938111,0,0,0,0,0,0.180483937472769,0,3.46944695195361e-18,0,0,0.0224151367989503,0,0.0899223955360887,0,0,0,0
X601939.CH.EQUITY,0.0575313817243991,0,0,0.471010392579556,0,0.12261617121852,0,0,0,0,0.049626035180563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652531154218667,0,0,0.0515027009412939,0,0,0,0,0.129061339309824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199710911017459,0,0.0458669922787044
X601288.CH.EQUITY,0.257494277217314,0,0,0,-0.0240171821623163,0.0403894036114872,0,0,0,0.137993342037217,0,0,0,0,0,0,0,0,0.0489583070382801,0,0,0,0,0,0.0451577022147359,0.185142312410385,0,0,0,0.0796120469041314,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.145803800447687,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.22408589164913,0,0.243414623355351,0,0,0,0,0,0,0,0.212631887023144,0.270214753052357,0,-0.138338810458403,0,-0.0647614385370908,0,0,0,0.13976290198,0,0,0,0,0.168078493085608,0,0,0,0,-0.00628073513981211,0,0,0,0,0,0,0.0792452437360814,0,-0.416149022432797,-0.0854978056159692,0,0,-0.112608508545027,0,-0.211325305161655,0
X601988.CH.EQUITY,0.0808202560185307,0,0.0370667740819778,0,0.0147555447543104,0,0,0,0,8.67361737988404e-19,0,0,0.0518222680352417,0,0,0,0,0,0,0,0,0,0.623671981167242,0,0,0,0,0.00577942318088645,0,0.121864650744005,0,0,0,0,0,0,0,0,0,0.0730185340875218,0,0,0,0,0,0.0108567946887559,0,0,0,-0.0987196385921143,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0243256710161305,0,0,-0.02279391003281,0,0,0,0,0,0,0.0747282997968759,0,0,0,0,0,-0.00758481030669001,0.704097077323442,0,0,0.0280620723736542,0.0942716118396482,0,0,0,0,0,0,0,0,0,0,0,0,0.0661892099796239,0,0.0512698430610899,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.171220386354864,0,0,0,0,0,0,0,0,0,0,0.0594688790353039,0,0,0.0347645721370691,0.198810285681872,0,0,0.058070788634283,0,0,0,0,0,0,0.135846227198555,0,0,0,0.0864049961785563,0,0,0,0.0843888576154243,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.023722528064501
X601628.CH.EQUITY,0,0.176587804298757,0,0,0.0117265032847614,0,0,0,0,0,0,0,0,0,0,0,0.022928576098326,-0.0488545896270468,0,0,0,0,0,0,0,0.114677806815859,0,0,0,0,0,0,0,0,0,0,0.380659211031003,0,0.234627198644645,0,0,0,0.0677170862105267,0,0.0105723451013681,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144715308397357,0,0,0,0.1264211122491,0,0,0,0,0,0,0.244049449180575,0,0,0,0,0,0,0,0.229244720791717,0,0,0,0,0,0,0.048663946843063,0,0,0,0,0,0,0,0.00855517392562196,0,0.0246179532479232,0.202228398856486,0,0,0,0,0,0,0,0,0.0143749108307235,0,0
