,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.10955499281496,0,0.160793082957924,0,0,0,0,0,0,0,0.263492777813596,0,0,0,0,0,0,0,-0.0602718182146681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124160764587199,0,0,0,0,0.173583698101092,0,0,0,0,0,0,0,0.0296132154081932,0.159074423389718,0,0.0160603315165306,0,0.0526201093874791
X601318.CH.EQUITY,-0.00628642795377702,0,-0.0900653433196255,0,0,0.0442295315880585,0,0,0.159090356354026,0,0.125827152836939,0,0.192066500994151,-0.038130062600604,0,0.198633398211528,0,0,0,-0.0145120813746475,0,0,-0.0482285281546703,0,0,0,-0.096583921159048,0,0,0,-0.0793946271129599,0,0,0.268302551253669,0,0,0,0,0,0.248781846510177,-0.249161465160385,0,0.259871409241419,0.196878208058746,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.386914765039415,0,0,0,0,0.0835132675227128,0,-0.103525139326198,0,0,0,-1.38777878078145e-17,0,0,0.142293232873423,-0.0876642195019451,0,0,0,0,0,0,0.126506189771967,0,0.159642413341501,0,0,0,0,0,0,0,0,0,0,0,0,0.134221610628432,0,0,0.335870905802298,0,0,0,0,0,-0.017537936379014,0,0,0,0,0
X601288.CH.EQUITY,0.350180922563487,0,0.193790278692583,0,0,0.301711521568452,0,0,0,-0.00467644872864824,0,0,0,0,0,0,0.15346246777291,0,0,0,0,0,0,0,-0.0322963543117378,0,0,0.0878408220036853,0,0.0590551029117117,0,0,0,-0.13186433319487,0,-0.0610889559262912,0,0,0,0,0.23811188384534,0,0,0,-0.0723263263997997,-0.0754241553233047,0,0.0471509789385001,0,0,0,-0.015118572054223
X5.HK.EQUITY,0,-0.0685199130509626,0.0214068505614325,0.129795943149382,0,0.0822101311051962,0,0,0,0,0,0,0.108825410009949,0,0,0,0,0,0,0,0,0.342220804700032,0,0,0,0,0,0,0,0,0.42796764797407,0,0.0293886666746095,0,0,0,0,0,0,0,0,0.144891770388837,0,0,0,0,0,0,-0.0831535034214906,0,-0.113847157962885,0
X601988.CH.EQUITY,0.0898710199983707,0.0472567740283668,0.137868394461866,0.0425130039132521,0,0,0,0,0.145143297888644,0,0.158449735777596,0.0896134228319401,0,0,0,0,0,0,0,0,0,0.0141613831713936,0,0,0,0,0,0,0,0,0,0,0,0,0.260897570603598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.166860009821897,0,-0.0412871735774794,0.0259138879371985,0,0.334043216025557,0,0.255133750004631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302448446646653,0,0.0591342748498344,0.0429707391434873,0.0907600716357315,0,0,0,0,0,0,0,0.074959326472539,0,0,0,0,0,0,0.0553578965603994,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0337389329478613,0,0,0,0,0,0,-0.0556227271121684,0,0.159720284970424,0.322426198566098,0,0,0,0,0.168998844731308,0,0,0,0,0,0.0870287265085831,0,0,0,0,0.00435140251192401,0,0,0,0,0,0.0399679633266995,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.155068834052111,0.201499475065524,0,0,0.0227055981459399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159560498832754,0,-0.123965612573601,0,0,0,0,0,0.249702731463876,0.0236820833277112,0,-0.159011245991408,0,0,0,0,0,0,0,-0.0152570456098349,0,0,0,0,0,0,0,0,0.0791270501308471,0,0,0,0.0207860315817023
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.14310485988613,-0.195495104874779,0,0.11512519979676,0,0,0,-0.392613543124206,0,0,0,0,0,0.379113206186626,0,0,0,0.215079053226166,0,0,0.047001716715675,0,0,0,0,0.840357839167106,0,0,0,-0.341858769340308,0,0,0,0,0,0.161736668416608,0,0,0,-0.485643453746215,0,0.337507743968261
