,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.216786262796746,0.0229825774571735,0,0,0.401145522051883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197228615890153,0,0.0560594908997241,0,0,0.044509234714629,0,0,0.0640940000127396,0.0251536780528681,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838674195676321,0.0497482443690878,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0518176710559677,0,0,0.234020485313161,0,0,0,0.263189747203577,0,0,0.0479434912431025,0.026417845488417,0,0,0.193886483476636,0,0.0230093014645107,0,0,0,0,0.0413094059832448,0,0,0,0,0.093468488967921,0,0,0,0,0.200693023937146,0.0146366921159607,0,0,0,0,0,-0.0529311908294492,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.14858699160332,0,0,0,0,0,0,0.0973250856068088,0,0.0346632518623417,0,0,0,0,0,0,0,0,0,0.0583011526999435,0.26360208346313,0,0,0.0605212118151035,0,0,0,0,0,0,0,0,-0.134405012972057,0,0,0.0706810887618846,0,-0.0613029191327749,0,0,0,0,0,0,0.189034476825195,-0.0222430146210566,0
X601939.CH.EQUITY,0.623270273814342,0.0188854700110895,0,0,0,0,0,0,0.104842537623315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184377525885341,0,0,0,0,0,0,0,0,0.148484963609911,0,0,0,0,0,0,0,0,0,0,0,0.129073592314193,0,0
X601288.CH.EQUITY,0,0,0,0.106977724943846,0,0,0,0.40138634222272,0,0,0.0530118556243041,4.33680868994202e-19,0,0,0,0,0,0,0.0877037055670079,0,0,0,0,0,0.118890397306981,0,0,0,0.0204986310091462,0,0,0,0.119042230397941,0,0,-0.0104741563204252,0,0,0,0,0,0,0,0.064229422406403,0,0,0.011265358031858,0,0,0,0,-0.0619551100120065
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0584000021239003,0.0490864171941181,0.264320047888548,0,0,0,0,0,0.0718508155609244,0,0,0,-0.0224955553869151,0.0280917690057115,0,0,0,0,0,0,0.123279875614692,0,0,0,0,0.0793259522650903,1.0842021724855e-19,0,0,0,0.129666073850072,0,0,0.2600370213916,0,0.187386629878955,0,0,0,0,0.215280398958694,0,0,-0.1060576400777,-0.0767440433336137
X601628.CH.EQUITY,0,0,-0.141296844731956,0,0,0,0,0,0,0.0958607234655857,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0492788238186418,0.0977896573945188,0,0,0,-0.0421982737384222,0,-0.0823695609979341,0,0,0.368278443654649,0,0,-0.000527718780289725,0.3667052681137,0,0,0,0,0.0456852440458223,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.185407559446992,0,0,0,0.341846302657483,0,0,0,0,0,0,0.0675130933034763,-0.0266816540598874,0,0,0,0,0.171929175735096,0,0,0,0,0,0,0.0927281437161933,0,0,0,0,0,0,0,-0.198650576544519,0,0,0,0,0,0,0,0.0600985856678567,0,0,-0.00741646403341871,0,0.0743014154268718,0,0,0.0352807045738305,0,0,-0.0484140162501703
X5.HK.EQUITY,0,0.246216483625018,0,0.0800124483304613,0,0,0,0,0,-0.141397472830617,0.0113355294947588,0.0486534317991693,0,0,0,0,0,0,0,0,0,0,0,0.203849381652373,0,0,0,0.110603768443707,0,0,0,0,0,0,0,0,0,0.261438042017407,0,0,0,0.0500112122227971,0,0,0,0,0,0,0,0,-0.0447145445721042,0
X388.HK.EQUITY,0,0,0,-4.33680868994202e-19,0,0.0712500631740807,0,0,0,0,0,0,0,0,-0.0424958731307581,-0.0995601308483248,0.353649313606468,0,0,0,0,0,0,-0.0504454676906538,0,0,0,0,0,0,0,0,-0.198247876993358,-0.064784238000858,0,-0.164104791202612,0,0,0.167931573965601,0,0,0,0.0547725543477922,0,0.0682975927941999,0,0.13494441294946,0,0,0,-0.515499039529888,0
X601166.CH.EQUITY,0,0,0,0.120625914367145,0,0,0,0,0,-0.163946878873869,0,0,0.445385738445764,0,0,0,0,0,0,0,-0.0917276816093697,0,0,0,0,0,-0.0167777463252969,0,0.0492948149239206,0,0.0935857742374786,0.165681985071971,0,0,0,0,0,0,0.0117535741379859,0,0,0,0,0,0,0,0.0539978168599103,0,0,0,0,0
