,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.359126315068695,0,0,0,0,0,0.137249343402892,0,0,0,0.197684824423942,0,0,0,0.0820992205844827,0,-0.0201482601139541,0,0,0,0,0,0,0,0,0,0,0,0,0.306776744538913,0,0,0,0,0,0,0,0,0,-0.0525549743587103,0.00581086710557894
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.145591709126981,0,0,0,0,0,0,0,0.100523574639699,0,0.0632776758848105,0.0552506093879645,0,0,0,0,0,0.107694469989027,0,0.00454274878459053,0,0,0,0,0,0,0,0.164724833652024,0,0,0,0.275899576096084,0,0,0,0,0.00915146087858156,0,0,0,0,0,0
X601939.CH.EQUITY,0.26233722437956,0,0,0,0,0,0,0,0,0.0274327906330824,0,0,0,0,0,-0.0263366629780322,-0.0911411421698537,0,0,0.180470985693476,0,0.135585321418387,0,0,0,-0.153087505747329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474043312424585,0,0,0,0,0,0,0,0,0,0.118954400157328
X601288.CH.EQUITY,0,0,0,0,-0.0933977381646724,0,0,0,0.135219201272821,0,0.253827574330395,0,0.016821721231946,0.363412476954948,0,-0.0992949612793288,0,0,0,0,-0.0908444557374447,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.11871415576052,0.398574377053566,0,0,0,0.0106469585516242,0,0,0.135086987394417,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165959065946887,0,0,0,0,0,0,0,0,0.102214072849608,0,0,0.252755236575886,0,0,0,0,0.0768600329385048,-0.12059980156646,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.261569437521021,0,0.0561821721138121,0,0.0721341411875265,0,0.110020160905523,0,0,0.122693354117558,0,0,0,0.0524940266018844,0,0,0,0,0,0,0.0247641054563225,0,0,0,0,0,-0.248118279721163,0,0.14595668632851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801437665596494,0
X1299.HK.EQUITY,0,0,0,0,0.232600558028676,0,0,0,0,0,0,0,0,0,0,0,0,0.0715442821187655,0.0690210625779824,0,0,0,0,0,0,0.134930922293256,0,0.133562342448667,0,0.0969863600250175,0,0,0,0,0,0,0.25274351298916,0,0,0,0,0,0,-0.0480675977450649,1.73472347597681e-18,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.215705396896896,-0.0347176439264307,0,0,0,-0.0624188835118125,0,0,0.340699098212071,0,0,0,0,0.0797114869903485,0.10182112229366,0,0,0,0,0.290070922859919,0,0,0,0,0,0,-0.0337306784490385,0.170529362808713,0,0,0,0,-0.186553887629184,0,0,0,-0.139961731694872,0,-0.0429560454031125,0,0,0,0.328649780867355,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.200275769962277,0.0154418873520339,0.0937467881931842,0,0,0,0,0,0,0,0,0,0,0,0,0.237259199219637,0,0,0,0,0,0.0999768489297485,0,0,0,0,0,0,0,0,0,0,0,0.182201390901717,0,0,0,0,0,0,0,0.0278793623681738,0.0903750103869421,0.057181136368646,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.681739833191885,0,0,0,0,0.109633549385312,0,0,0,0,0,0,0,0.145580073171585,0,0,0,0,0,0.125953865566524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487783824705056,0,0,-0.177605133409452,0,-0.0633124537193689,0,-0.105659415849085,-0.0139775181854471
