,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00571986209576732,0.170688142251057,0,0,0,0,0,0,0,0,0,-0.269700596608215,0,0,0,0,0,0,0,-0.0622338739576618,0,0,0,-0.288950197080037,0,0,0,0,0.770008447875492,-0.122683679857298,0,0.351260880273581,0,-0.082366153719252,-0.0117977744675888,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152457639607503,0,-3.46944695195361e-18,0.0289108460395307,0,0,0,0,0,0.027385538679924,0,0,-0.0264036962483877,0,0,0,0,0.0226071137158759,0.143402572150849,0,0,0,0,0.0843570904696958,0,0,0,0,0,0,0,0.476732498486365,0.0386410026818321,0,-0.0606601855389508,0.0299184342986126,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.281774960950276,0,0,0,0,0.0145932677906172,0,0,0,0.0401937024830682,0,0,0,0,0,0,0,0,0,0,0,0,0.0432093533626677,0.0935593407607312,0,0,0,0,0.193680712290414,0,0.0862794468213822,0,0,0,-0.107141786749611,0,0,0,0.410199873536968,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.151672955981202
X601288.CH.EQUITY,0,0,-0.0413674400312691,0,0,0,0,-0.158624302044404,0.194032009555202,0.0192332250551,0.456549622976966,0,2.77555756156289e-17,0,-0.0242469526973261,0,0.0404275699347279,-0.103082643841856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426679561112501,-0.816338882365896,0,0,0,0,0,0,0,0,0.179157248997499,0,0,0,0,0.355008210607653,0,-0.144215393357951,0
X5.HK.EQUITY,-0.167452974075756,-0.015089432722104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247925716674338,0,0,0.113797212250575,0,0.228032109268076,0,0.46201487287161,0,0,0,0,0,0,-0.205568224725873,0,0,0,0,0,0,-0.0145285789169759,0,0,0,-0.126873228937846,0.180784582429537,0,0,0,-0.131102492222092,0,-0.0501147098377095,0,0,0
X601988.CH.EQUITY,0.20702225187439,0,0,0.582916921406573,0,0,0,0,0,0,0.112418871989874,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244119403855556,0.0549452253714823,0,0,0,0,0,0,0,0,0,0,0.228769540274031,0,0,0,0,0,0,0.0430284308937644,0,0,0,-0.016250391523767,0.0995157621058009
X600036.CH.EQUITY,0,0.413503149899049,-0.0631507665654142,0,0,0,0,0,-0.124449966723076,0.545578418814134,0,0,0,0,0,0,0,0.00387674254526578,0.109681601127852,0,0,0,0,0,0,0.110648762793537,0,0.044826578515076,0,0.339768052194122,0,0,0,0,-0.333817442161483,0,0,0,0,0,0,0.114114451937989,0,0,0,0,-1.38777878078145e-17,0,0,0,0
X1299.HK.EQUITY,0,0,0.00647606630133158,0,0.0889420586661469,0,0,0,0,0,0,-0.0399234086099639,0,0.0539324666225742,0,0,0.149237810714871,0,0,0,0,0,0,0.0439795447760855,0,0.20449530262637,0,0,0,0,0.125114679639648,0.162257981029495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0184628651597703,0,0.0109870554739572,0,0,0,0,0,0,0,0,0,0.272771360746565,0,0,0,0.000867711322097562,0,0,0,0,0,0.0834222147268326,0,0,0,0,0,-0.0114026895039786,0,0,0,0,0,0,0,0.28982700386743,0,0,0,0,0,0,0,0,0,0,0.106049249041185,0,-0.0546942314346283
X601328.CH.EQUITY,0,0,0.0476258112868289,0,0,0.130741242070306,0.24763657802982,0,0,0,0,0.0513886586914258,0,0,0,0,0,0.241346125963342,0.17041384788265,0,0,0.015697659685681,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.158874019764377,0,0,0,0,0,0,0,0,0,0,0,0.157923580566872,0,0,0,0,0,-0.415913402087353
X601166.CH.EQUITY,0,0,0,0.242212536493761,0,0.0928921908557467,0,0,0.139409108660269,0,0,0,0,0.269347274467896,0,0,0,0,0,0,-0.118167350867325,0,0,0,0,0,0.211320160151245,-0.0119542419365146,0,0,0,0,0,0,0,0,0,0,0.200196419117268,0,0,0,0,-0.0540781445481594,0,0,0,0,0,0,-0.215124391440658
X600000.CH.EQUITY,0,0,0,0,0,0,0.412702882441896,0,0,0.121429586370521,0,0,0,0.442303764557185,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.157533799433791,0,0,0,0,0,0,0,-0.323415717126737,0,0,0,0,0,0.201279491652561,0.0405225065929552,0,0,0,0.0519053528940724,0,0.0737115682919959
X601319.CH.EQUITY,0.0230291684931951,0,0,0,0,6.93889390390723e-18,0,0,0.0825398343325313,0,0,0,0,0,0,0,0,0,0,0,0.0215952097786201,0,0.242457793493212,0,0,0,0,0,0,-0.0261535595942193,0,0,0,0.0392014475262553,0,0,0,0,0,0.110186242552446,0,0,0.244581535084839,0,0,-0.0384721245401697,0,0,0,0.106184262375704,-0.0457127853782664
X601601.CH.EQUITY,0,0.356297761477899,0,0,0,-0.234763927488156,0.0161875225024131,0,0.289961694205527,0,0.0759822653798555,-3.46944695195361e-18,0,0,0,0.212881724798556,0,-0.0290439117901602,0.0330013640754987,0,0,0,0,0,0,0.0718635652275963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300615959085533,0.0365713452884957
X11.HK.EQUITY,0.0378508474903378,0,0.10602487238284,0,0.310848584332744,0.0390530691150547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147903986717225,0,0,0,0,0,0,0,0,0.156481259852794,0.115879128815549,0.111331126795878,0,0,0,0,0,0,0,0,0,-0.0522322500690352,0,0,0,-0.0922957550056804,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0781628156759999,0,0,0,0,0,0,0,0,0.345559768411645,0,0,0,0,0,0,0,0,0,0,0,0,0.313703441602314,0,0,0.365325983859138,-0.437826212930928,-0.0336026371122177,0,0,0,0.0300339084872387,0,0,0,0,0,0.157241137350079,0,0.016901781762102,0,0,0,0,0,-0.2357312752658,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.136616641645736,0,0,0,0,0,0,0,0,0,0.0358400178105321,0,0,0,0,0,0,0,0.176532864697251,0,0,0,0.0859864714760033,0.134782073255766,0.18982058501344,0,0,0.0449737736560602,0,0,0,0,0,0.325813673927031,0,0,0,0,0,0,0,0.0556175968706361,0,0
X267.HK.EQUITY,0.0389379574170475,0,0,0,0.0161558941630166,0,0.353801296803633,0,0,0.0435630048485876,0,0,0,0,0,0,0.0617884887222851,0,0,0,0.280764335746902,0,0.0287565071482341,0.120411976191426,-0.25657035080116,0,0,0,0,0,0,0,0,0,0,0.0582653746043522,0,0,0,0.000309701336019909,0,0.00786420252212259,0,0,0,0,0,0,0,0,0
