,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.551007756511567,0,0.0285062259483718,0,0.0691443493163149,0,0,0,0,0.0942626699479587,0,0,0,0,0,0.126089402053459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00200811939332363,0,0,0,0,0.07885946693275,0,0,0.0751623383187741,-0.049655252801572,-0.0169897920096334,0,0,-0.0279250157216208,0,-0.00193598020942268,-1.73472347597681e-18
X601318.CH.EQUITY,0,0,0,0.104708101168595,0,0,0,0,0.0433807821090412,0,0,0,0,0,0,0,0,0.234653438107085,0,0,0,0,0,0,0,0.0473918045206146,0,0,0.0648288862789846,0,0,0,0.103355579937038,0,0,0,0,0,0,0.194289507939526,0.0573030338933207,0,0,0,0,5.42101086242752e-20,0,0,0.0813963459900228,0,0
X601939.CH.EQUITY,0.0645009450791303,0,0,0.537714930465247,0,0.0375624162776744,0,0,0,0.0263488701695373,0.0647763146748013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147128808870443,0,0,0,0.0041585112487546,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.013644779392988,0,0.032362278499889
X601288.CH.EQUITY,0.251041108345871,0,0,0,0,0.0376619290923492,0,0,0,0.124833797171659,0,0,0,0,0,0,0,0.048300793041172,0,0,0,0,0,0,0.0556977431562767,0.17200424119686,0,0.00842310217473628,0,0.133132454198333,0,0,0,0,0,0,0,0,0,0,0,0.108892520015387,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.321248343478421,0,0,0.102714775308936,0,0,0,0,0.106085828004192,0.0973147175459953,0,0,0,0,0,0,0,0,0,0,0,0,0.263066627364535,0,0,0,0,0,0,0,0,0,0,0,0.129602862279982,0,0,-0.488148589403103,0,-0.0296923270999203,-0.0436017832664954,-1.73472347597681e-18,-0.242889761014562,0
X601988.CH.EQUITY,0.0731289103513335,0,0.066702073433727,0,0.0144699663207389,0,0,0,0,0,0,0.0533755546923267,0,0,0,0,0,0,0,0,0,0,0.601932072652967,0,0,0,0,0,0,0.114695728269902,0,0,0,0,0,0,0,0,0,0.0832528687707725,0,0,0,0,0,0,0,0,0.0117489923360225,-0.0977371764539657,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0392530669960945,0,0,0,-0.0192269099532917,0,0,0,0,0.05958940334798,0,0,3.46944695195361e-18,0,0,0,-0.00588338823358089,0.665886566275786,0,0,0.0442764328753025,0.100872041315839,0,0,0,0,0,0,1.73472347597681e-18,0,-1.0842021724855e-19,0,0,0,0.0676248830600809,0,0,0.044495691101917,0,0,0,0,0
X1299.HK.EQUITY,0,0.214843223551568,0,0,0,0,0,0,0,0,0,0.16857411584116,0,0,0,0.0316403450315661,0.174021205137828,0,0,0,-0.0857809128912518,0,0,0,0,0,0,0.21754643596359,0,0,0,0,0,0,0.0718706320583736,0,0,0,0,0,0,0,0,0,0.0388308413989864,0,0,0,0,0,0.0938484910421894
X601628.CH.EQUITY,0,0.162865204634462,0,0,0.0196244968913519,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418654395239499,0,-0.0189728704144326,0,0,0,0,0.15549295931171,0,0,0,0,0,0,0,0,0,0,0.371225430908551,0,0,0,0.224900676004097,0,0.0653135178198985,0,0,0.00552378399089257,0,0,0,0.0154421455448818,0
X601328.CH.EQUITY,0,0.00821723329087658,0.129762208965816,0,0,0,0.126716061874398,0,0,0,0,0.0217946030377771,0,0.241925390848079,0,0,0,0,0,0,0,0.232939882435082,0,0,0,0,0,0,0.0543387930992929,0,0,0.0136528601556315,0,-0.00896880664936853,0,0,0.00716547390115488,0,0,0.217076182314269,0,0,0,0,0,0.0186677656492944,0,0,0,0,0
