,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.475531257691648,0,0,0,0,0,0,0,0,0,0,0,0,0.00453439750164485,0,0,0,0,0,0,0,-0.016437919080707,0.00242296617618998,-0.0206785283107979,0,0,0,0,0,0,0,0,0,0.194112512811226,0,0.0889216415669252,0,0,0,0,0,0,0,0,0.0703582214983023,0.0129418584771265,0.146696508460339,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.000501942146457945,0,0,0.148592883382226,0,0.0550369953959877,0,0,0.0789111825054609,0,0,0,0,0.231703431380815,0,0.189950928019393,0,0.0201850812778514,0,0,0,0,0.105860819434588,0,0,0,0,0,0,0,0,0.0233363998276366,0.0423547879129344,0,0,0,0,0,0.0222932463778499,0,0,0,0,0,0,0,0.0767521367578611
X601939.CH.EQUITY,0,0,0,0.292207243270056,0,0,0,0,0,0,0.0336669701863058,0,0,0,0,0,0,0,0,0.00506546459171582,0,0.707090665702338,-0.258266751241349,0.0519153706894034,0,0,0.00781375663069256,0.0622797247038206,-0.132395635770854,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143735386898303,0,-0.0435374542843316,0,0,0,0,0,-0.0892847257328534,-0.00273908475793006
X601288.CH.EQUITY,0.199274159914512,0,0,0,0,0.0437426372381018,0.363312330241662,-0.0555967977810841,0,0,0,0,0,0,0,0.0739961014843671,0,0,0,0,0,0.0545464338489953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20445365547471,0,0,0,0,0,0,-0.088979861905052,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979
X601628.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0386491460549867,0,0,0,0,0,0,0,0.161555954053619,0,0,0,0,0.122143998446672,0,0,-0.0614677244490294,0,0,0,0,0,0,0.187541820389169,0,0.0553098180865505,0,0.539884564231776,0,0,0,-0.048531055803173,0,0.105098032433807,0,0,0,0,0,0,0,0,0.0780859005718097
X601988.CH.EQUITY,0.200837885349607,0,0,0.0718610760599398,0.219607493476184,0,0,0,0,0,0,0,0,0.0332705127659126,0,0,0,0,0,0.00193378340133065,0,0,0,0,0,0,0,0.171076244722665,0.141683549108088,0,0,0.0762542359049825,0,0,0,0,0,0.062653799438991,0,0,0,-0.188199967410238,-0.0520335976238306,0,0,0,0,0,0,0.358642259883372,0.0261644726777045,0
X1299.HK.EQUITY,0,0,0,-0.0454757274096093,0,0,0,0,0,0.139930313625367,0,-0.00484114145340238,0,-0.168760603087267,0,0,0,0,0,0,0,0,0,0,0,0,0.233263228775076,0,0.0213818157647001,0,0,0,0,0,0,0,0,0,0,0.095991236513562,0.129316079858787,0.0588844228591442,0,0.0689815533481989,0,0.0322723168439871,0.174186904757577,0,0.140202963945247,0,0,0
X5.HK.EQUITY,0,0.0170534471149687,0,0,0,0,0,0,0,0,0,0,0,0,0.0967171845397165,0,0,0,0,0,0,0,0.0557128499649708,0,0,0,0.122718053990878,0,0.618146877255822,0,0.0336725742703622,0.135982309960598,0,0,0,0,0,0,0,0,-0.11175501774966,0.0919897204363394,0.189387874203666,0,0,0,0.106742438629081,0,0.182352435536446,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0716238053097534,0,0,0,0,0,0.0117756340672429,0,0,-0.041287040324418,0,0,-0.164000375844481,0,0,0.47943572441511,0,0.219978442255697,0,0,0,0.218601360693569,0,0,0.187136331089553,0.195704638909049,0,0,0,0,0.210271692337333,0,0,-1.73472347597681e-18,0,0.0534649667948419,6.93889390390723e-18,-0.421084858588279,0,1.38777878078145e-17,0,0,0,-0.0186741599554022,0
