,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.128594578885467,0.527719946628243,0,0,0,0.034455956658105,0,0,0.0106142551903634,0.07236841835409,0,0,0,0.174222329801844,0,0,0.00935890971995479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260924620425068,0,0,0,0,0,0,0,0.0506013077637768
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.127455874171421,0.280617208610381,0,0,0,0.0185984450467562,0,0,0.0146957025313875,0,0.327559450643213,0.0909934719828198,0,0,0.0673998542027396,0,0,0,0.0418738691620149,0,0,0,-0.0456366670814854,0,0,0,0,0,0,0,0,0,0.0579963877898799,0,0,0,0,0,0,0.00315083163501712,0,0,0,0.00437621058912858
X601939.CH.EQUITY,0.130918798958402,0,0,0.516454887508391,0.0867357697043367,0.0800058631344093,0,0,0,0.0716632829412784,0,0,0,0,0,0,0,-0.0471928696057252,0,0,0,0,0,0,0,0,0,0.179285460151181,0,-0.00772517375139341,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643878455487415,0,0,0,0.0468566262449729
X601288.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0,0,0,0.0734253096013175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160842761244513,0,0,0.533660998405546,0,-0.0416250468873314,0,0.102696096466697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0298671604857495,0,0,0,0.225099969627183,0,0.111467580283348,0,3.46944695195361e-18,0.285927509583035,0,0,0,0,0.0409700149345756,0,0,0.0263006795167492,0,0,0,0,0,0,0.0541169801954784,0,0,-0.103159522765486,0,0,0,0,0,0.141206741278109,0,0,0,0,0.0739707289826849,0,0,0,0,0,0,0.175306799216626,-0.154488513089606,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.362029249814483,0,0,0,0.12110883455441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11685238252023,0,0,0,0,-0.248745353886205,0,0.0462246638381688,0.0629040889350731,0,0,0,0,0,0,0,0,0.0687164286835016,0,0,0,0,0,0,0,-0.150187087297972,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0960046332423446,0,0.0848600821970769,0,-0.150587288069597,0,0.0935296291273623,0,0,0,0.565486488588221,0,0,0.0136305706735576,0,0,0.0997050338579774,0,0,0,0,0,0.058932249434249,0,0,0,0,0.0446783085651036,0.234829894755282,0,0,0,0.123321805348521,0,0,0,0.0126886423975721
X1299.HK.EQUITY,0,0,0,0,0.243788052087673,0,0,0,0,0,0,0,0,0,0.0904783223543519,0,0.115058628880286,0,0,0,0,0.0608238087777387,0,0,0,0,0.0738785606684531,0,0.167697890769275,0,0.0294608989957581,0.119357618593444,0,0,0.0581013907111914,0,0,0,0,0,0,0,0,-0.102660300856711,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.17563266469415,0,0.1753429754963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617970304901603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114217380195801,0,0,0.387676674047047,0,0,0.0424707680835678,0.011716090689997,0,0.126015387206017,0.0615598798984571,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.371294950607051,0,0,0,0,0,0,0,0,0.419983126116247,0,0,0,0,0,0,0,0,0.0103821777508511,0,0.150837713706739,0,0,0,0,0,0,0,-0.0180509766885556,0,0,0.027175613431567,0,0,0,0,0,0.0913425522136165,0,-0.0160738094854897,0.213488008478201,0,0,0,0.0812991274580212,0,0,0,0
