,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.243783116330481,0,0.392881756236434,0,0,0,0,0.0943451284247928,0,0,0.124953206891692,0,0,0,0,0,0,0,0,0,0,-0.0803363775474992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542066078557848,0.0199868074659325,0,-0.114287892876778,0
X601939.CH.EQUITY,0.375344440368603,0,0,0.270371226145781,0,0,-0.0806859800985536,0,0,0,0.0294235193107074,0,0.154702132936967,-0.074754596837538,0,0,0,0,0,0,0,0,0,0,0,0.00879295560132073,0,0,0,0,0,0,0,0,0,0,0,-0.0120543275116334,0,0,0,0,0,0,0,0,0,0.19708740842964,0,0,0.0155483459882693,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.45001664038087,0,0,0,0.209344043847507,0,0,0,0,0,0,0,0.0159595137180165,0,0,0,0,0,0,0,0,0.170189802682359,0,0,0,0,0,0,0.0199419048556212,0,0,0,0.0264088144673353,0,0,0,0,0,0,0,0,0,0.0643545780879151,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.117146018030328,0,0.361971493698395,0,0,0,0,0,0.26452898807956,0,0,0,0,0,0,0.113861091343608,0,0,0,0,0,0,0,0,0,0,0,0,0.0423052754217181,0,0,0,0,0,0,0,0,0,0,0.14002660801366,0,0,0,0,0,0,0,0,0,0,0.032874820351669
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882474318238899,0,0,0,0,0,0,0,0,0,0.142079418537068,0,0,0,0,0,0,0,0,0,0,0,0.0135811089620909,0.176946918186994,0,0,0.0313451436405237,0,0,0,0.188424212364155,0,0,0,0,0,0,0,0.0234702207292397,0,0.225270132874072,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0833581008442382,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0835230847365687,-6.93889390390723e-18,0,0,0,0,0,0.199361068418913,0.159472366956138,0,0.157510532277734,0,0,0,0.111890866248094,0,0,0.0477805859720189,0,0,0,0,0,0,0,0.0573667293753651,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0466134652601271,0
X601658.CH.Equity,0,0,0,0.165439788557167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138372952700352,0,0,0,0.141136034756991,0,0,0,0.294856502498134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
