,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.147199161655684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107214419257805,0.321454512176568,0.416751720240701,0.216117228657912,-0.231413161836016,0,0,-0.0502266257961328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444899868016353,0
X601318.CH.EQUITY,0,0,0,0,0,0.243924417818702,0,0,0,-0.0712303413776172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131528858548344,0.188361033614055,0.0252248834723048,0,0,0,0.198649809371384,0,0.116050776022954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377373632020502
X601939.CH.EQUITY,0,0,0,0.799791611215569,0,0,0,0,0,-8.67361737988404e-19,0.000998112090949154,0,-0.0394099566972647,0,0,0,0.0419109620274789,0.12112340837555,0.0503422341317105,0,0,0,0,0,0,0,0,0,0.0361462174429588,0,0,0,0,0,0,0,0,0.0453847181394556,0,0,0,0,0,0,0,0,0.00491988705530548,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.926132326429798,0,-0.0871719316991975,0,0,0,0,0,0,0,0,0,0,0.0176105220820054,0,0,0.086349754790703,0,0.0550646693605908,0,-0.0633743857741305,0,0,0,0,0,0.0271106989712603,0,0,0,0.050973507909264,0,0,0.0100938231945217,0,0,-0.0242458152704916,0,0,0,-0.0887229675616462,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00518634988976893,0,0,0,0,0,0,0,0,0.311582988081806,0,0.145356435070483,0,0,0,0,0,0,0,0.446480721360317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0621745151071128,0,0,0,0,0,0,0,0.000415893847010291,0.275024883951575,0,0,0,0,0.0508457170396069
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.131426779147062,0.0759977322767194,0,0.0529017822427501,0,0,0,-0.0146413959823635,0,0,0,0,0,0,0,0,-0.0273632091888533,0,-0.0147433582842759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111567687450829,0,0,0,0,0,0,1.05412600591962,0.0235754282855337,0
X1299.HK.EQUITY,0,0,0,0,0.070164830758328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350316689312182,0,0,0,0,0,0,0,0,0.254032772927529,0,0.0916710260804849,0,0,8.67361737988404e-19,0,0,0,0,0.0470462012527985,0,0,0,0,0.0848643072024343,0,0,0,0,0.076569922473184
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013509290797279,0,0,-0.337325334258137,0,0,0,0,0,0,0,0,0.53760107202879,0.13364981253759,0,0,0,0,0,0,0,0,0,0,0.0809403462982391,0,0,-0.123404579044051,0.0433818971142005,0.146460967201542,0,-0.146795158726151,0,0.0867613727350266,0,0,0
X388.HK.EQUITY,0,0,-0.189533074460763,0,0.155586493030712,0,0,0.113967033388934,0,0,0,0,0,0,0,0.025513709599216,0,0,0,0,0,0,0.445454182772542,0,0,0,0.204911022350972,-0.0211689018539313,0,0.0141822038455361,0,0.0508375157415657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191546163772984,0,0,0.252134779975386
