,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.428670303200663,0,0.104517142157033,0.090590112475916,0.0325188694208025,0.0390842031631242,0,0,0,0,0,0.0342984352689539,-0.0114568874915633,0,0,0,0.0584095462736574,0.0512922939918616,0,0,0,0,0,0,0.107576523040779,0,0,0,0,0,0.0264797234691237,0,0,0,0,0,0,0.0088864127445968,0,0,0,0,0,0,0,0,0,0,-0.0105789289383364,0
X601939.CH.EQUITY,0.253415653299648,0,0,0.36850465433244,0,0.149055218510026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315479609334308,0.0469289073070932,0,0,0,0,0,0.0814353858764828,0,0,0,-0.0124079601304971,0,0,0.00857547308555222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109456690682979
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0
X601288.CH.EQUITY,0.217309466197556,0.0754211108174185,0,0,-0.0155107382442513,0.0162335206561782,0,0,0,0.156024096876258,0,0,0,0,0,0,0,0.118908194136509,0,0,0,0,0,0,0.00648399027190119,0.270851563428008,0,0.0731144189756171,0,0.0688110032104819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135860016247502,0,0.0409867994858728,0,0.250410528052332,0.0814545430362338,0,0,0,0.376771977863227,0,0,-0.189365145205508,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.101341426652367,0,0,0,0,0,0,-0.267141676737068,0,0,0,0,0,0,0,-0.497566223521797,0,0,0,0,-0.322069749991123,0
X601988.CH.EQUITY,0.231911134102046,0,0,0,0,0,0,0,0.309075137210157,0,0,0,0.021762334884878,0,0,0,0,0,0,0,0,0,0.358649837272475,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0.0721061623207798,0,0,0,0,0,0,0,0,0,0,-0.0233302606980587,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904322,0,0,0,0,0.0477073727737909,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739587,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.100056041713352,0,0,-0.110267886421166,0,0,0.169922545294056,0,0,0,0,0,-0.0850915883830787,0,0.282418311838872,0,0,0,0.0140635498860466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524728274171986,0,-0.00369607604252604,0,0,0,0,0,0,0.289445782114855,0,0.123141485358928
X601628.CH.EQUITY,0,0,0.146525004036779,0.0753367005367658,0,6.93889390390723e-18,0,0,0,0,0.0515915936076611,0,0,0,0,0,0.0677599612944552,0.0911344210891799,0,0,0,0,0,0,0,0.0837998532330849,0,0,0,0,0,0,0,0.0316034101125142,0,0.229357524373633,0,0,0,0,0,0,0.129936927586012,0,-0.0401985630417921,0.0855437947506145,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0665066277317366,0,0.000898187870280167,0,0.0468351244286788,0.00578577284358017,0,0,0,0.116059449026567,0,0,0,0,0,0,0,0,0.0128742008873234,0.200604356896373,0,0,0,0,0,0,0,0,0,0.150608104489645,0,0,0,0,0,0,0.17068923042974,0.267134884793161,0,0,0,0,0,0,0,0,0,0,0
