,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.106971618773691,0,0.253803332418821,0,0.155241417402974,0,0,-0.0490227736773506,0,0,0,0,0,0,0,0,0,0,0,0.134022670595477,0,0,0,0,0,0,0,0,0,0,0,0.0535704844598567,0,0,0,0,0.0490245846577956,0,0,0,0,0,0,0,0,0.211298364828709,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0151559176252759,0.140689592481359,0,0.0333307298692837,0,0,0.134167886767166,0,0,0,0,0.258702895999557,0.274590298073261,0,0,0,0,0,0,0,-0.0334228038728103,0,0,0,0.081813402246278,0,0,0,0,0,0.0330811237930001,0,0,0,0,0,0.00822771623442333,0,0,0,0,0,0,0,0.0852703435229344
X601939.CH.EQUITY,0,0,0,0,0.0181879369890999,0,0.434371715195518,0,0,0,0,0,-0.143534056368821,0,0,0,0,0,0,0,0.0135891353816737,0,0.636938919637698,-0.0629831103926789,0,-0.0149321863221999,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225554926029648,0,0,0,0,0,0,0,0,0,0,-0.112826138324994,0.00232408215193596
X601628.CH.EQUITY,0,0,0,0,0,0.0385173616389531,0,0,0,0.0987216175850199,0,0,0,0,0,0,0,0.263546074191872,0,0,0,0,0,0.0546596195864326,0,-0.204263371475162,-2.16840434497101e-19,0,0,0,0,0.0450364704450489,0,0.249426424347977,0.398271045687785,0,0,0,-0.0300917786085733,0,0,0,0,0,0,0,0.114870286832634,0,0,0,0,0.0436693163434176
X601288.CH.EQUITY,0.103007900088183,0,0.111619643355712,0,0,0,0.0771533619290988,-0.0629576239257198,0,0,0,0,0,0,0,0.16912872679777,0,0.104961927118495,0,0,0,0,0.226196021679109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764575681716204,0,0.0737405672085159,0,0,0,0,-0.079089629882881,0,0,0
X600036.CH.EQUITY,0,0.189427938691692,0,0.0443294527360865,0,0,0.111905155191034,0.0360077182732124,0,0,0,0,0,0.179693503188893,0,0,0,0,0,0,0,0,0,0,0.3644920356676,0,0,0.0448103416753485,0,0,0.0447538276737324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431668340892005,0,0,0,0,0.0272485882425113
X601988.CH.EQUITY,0.181192001549177,0.14119672309832,0.0519933296300478,0,-3.46944695195361e-18,0.316148456275554,0,0,0,0,0,0,0,0,0,0.227053278013162,0,0,0,0,0.17788845802087,0,0,0,0,0,0,0,0,0,0,0.0543007874284667,0,0,-0.0501361611622758,0,0,0,0,0,0,0,-0.150404220878242,0,0,0,0,0,0,0,0.090343039101224,0
X1299.HK.EQUITY,0,0,0,0,-0.147609879059793,0.0449994572826241,0,0,0,0.357115104287557,0,0,0,0,0,0,0.11425543099561,0,0,0,-0.0592898760551202,0,0,0,0,0,0.336487269917527,0.144914379875762,0.0599109124665833,0,0,0,0,0,0,0,0,0,0,0,0.0805811679053204,0.0205980912589047,0,0,-0.000186085301985023,0,0,0,-6.93889390390723e-18,0,0,-0.0122484287370924
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.045431599658096,0,0,0,0,0,0,0,0,0.0867448368682756,0,0,0,0,0.555905591081492,0.0222624696757933,0,0.124739529668951,0,0,0,0,0,0,0,0,0,0,0,0.188128204333245,-0.0252399583493166,0.149585226438224,0,0,0,0.115762125441715,0,0.14034601807163,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125579511387241,0,0,0,0,0,0,0.453903190311292,-0.0380675870703143,0.0945857710947101,0,0.105226924615351,-0.0503309116974302,0,0.230834876302336,0,0,0,0.345800812317542,0,0,0,0,0,0.21432561197832,0,0,0,-0.277245600320364,0,0.0298168066489025,0,0,0,-0.14120442257475,0
