,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0242401669330716,0.431634736495764,0.103099877559597,0.0814178081003453,0,0.0309102233321597,0,0,0,0,0,0.048097673876352,-0.00582832303766155,0,0,0,0.0565114511300312,0.0382412511048865,0,0,0,0,0,0.106529766036125,0,0,0,0,0,0.013347933174578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172290201092109,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0,0
X601939.CH.EQUITY,0.344364029321491,0,0,0.144786749306812,0,0.186324193363004,0,0,0,0.0488092018450106,0.0967640462248565,0,0,0,0,0,0,0,0,0,0,0.00104875860427694,0,0,0,0,0,0,0,0,0,0,0,0.0596861539631074,0,0,0,0,0,0,0.0109736149155907,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.44570925356226,0,-1.0842021724855e-19,0,0,0,0,0,0,0.214473114942123,0,0,0,0,0,0,0,0.089370111349361,0,0,0,0,0,0,0.0800952700079504,0.0313943004876983,0,0.0324208788848939,0,0.0824009874862435,0,0,0,0,0,0,0,0,-0.0307372372569674,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464180621651357,0,0,0,0,0,0,0,0,0,0,0.146069738345841,-0.373562250701163,0,0,0,0,0,0,0,0,0,0,0,0.121448577071602,0,0,0,0.438530954778675,0.0301929920032807,0,-0.601402399149881,0,0,0,0,0,0,0,0,-0.282975367063045,0,0,0,-0.315683051351615,0
X601988.CH.EQUITY,0,0,0.32578888834902,0,0,0,0,0,0.0191562403109717,0,0,0,0.107551742056116,0,0,0,0,0.0410260159582482,0,0,0,0,0.57418820650088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300427794408627,0,-0.0398230983534657,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328766390552376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957903102457586,0,0,0,0,0,0,0.135142869256359,0,0,0.119650194354337
X601628.CH.EQUITY,0,0,0,0,0.0185636223616773,1.73472347597681e-18,0,0,0,0,0.131935586311349,0,0,0,0,0.0210928163080878,0.00725467046088083,0,0,0,0,0,0,0,0,0,0.0704662765517281,0,0,0,0,0,0,0,0.281670710930442,0,0,0,0,0,0.0879411773966859,0.197886658460431,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155351341586744,0,0,0,0,0,0,0,0,0,0.105850480131984,0,0,0,0,0,0,0,0.0225306957137073,0.0914375287162343,0,0,0,0,0,0.112301095289134,0,0,0,0.0607291239850861,0,0,0.057098671447452,0,-0.024450929348816,0,0,0,0.168348385690556,0.244333993513858,0,0,0,0,0,0,0,0.0196677928581877,0,0
