,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.308349162395179,0,0,0,0,0.368193168006809,0,0,0,0,0,0,0,0.0349672645726972,0,0,0,0,0,0,0,0.131255173850498,0,0,0.0292596133564372,0,0,0,0,0,0,0,0,0,0,0.105988743110375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.225195701045664,0,0,0,0,0,0.223264926366097,0,0,0,0,0,0.144418791615172,0,4.33680868994202e-19,0.0602889450631202,0,0,0.0556389227412445,0,0,0,0,0,0,0,0,0,0.0720726140945285,0,0.00307199171667613,0,0,0.121854946166484,0,0.0493517955674414,0,0,0,0,0,0,0.0162947418777868,0,0,0,0,0,-0.0379331237446528,0
X601939.CH.EQUITY,0.470285740384972,0.081412351028738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919167089088268,0,0,0,0,-0.13488250389188,0,0.0797074868499608,0,0,0,-0.0650680568446852,0,0,0.210364439497307,0,0.245204438351203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147576886588845,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.548615318489845,0,-0.082230165390755,0,0.0571570674254299,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.040988083266117,0.0766665905761643,0.11667965679154,0,0,0,0,0,0,0.118223939443966,0,0.0442118683053615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524203229427144,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.186487757931849,0,0.172193032376146,0,0,0,-0.0546570266521029,0.129454273792076,0,0,0,0,0,0,0,0,0,0.0265277517573356,0.0790349310639253,0,0,0,0,0,0,0.133856592816827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363852554728062,0,0.0199648218170891
X1299.HK.EQUITY,0,0,-0.271301654703091,0,0,0,0,0,0,0.173166834255417,0,0,0,0,0.104676593144588,0,0,0,0,0,0,0,0.0711017495989728,0.0128209233727211,0,0,0,0,0,0,0,0,0.228597016907227,0,0,0,0,0,0.188229567960873,0,0.034738610778581,0.0931742334831302,0.308330142366199,0,0,0,0,0.218411665545039,0,0,0,0
X601628.CH.EQUITY,0.182401533187586,0,0,0,-0.0154636287665967,0,0,0,0,0,0,0,-0.0316394374063149,0,0,-0.223329247372219,0,0,0,0,0,0.0880925156967293,0,0,0,0,-0.0671039377315483,0,0,0,0,0,0,0.121730022265761,0.563771139442363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180695032926284,0.153681620906046
X601988.CH.EQUITY,0.109543436458593,0,0.095588789867094,0.319876668675698,0,0,0,0,0,0,0,0,0.27453097969412,0,0,0,0.0804852053502955,0,0,0,0,0,0.0253937617782141,0.0255878088847922,0,0,0,0,0,0.170248527514229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.392974900943079,0,0,0,0,0,0,0,0,-0.0451423398863517,0,0,-0.279078387671302,-0.114779620077752,0,0,0,0,0,0,0,0.209740621691431,0,0,0.164310727680479,0,0,0,0,0,0,0.0170849975343229,0,0,0,0,0,0,0,0.308112255587771,0,0.0726721400362747,0,0,0,0.0658260309989003,0,0,-0.00988440448849237,0,-0.0759058802165611
X388.HK.EQUITY,0,0,0,0,-0.282814278967112,0.200031140367486,-0.0481022055931771,0,0,0,0,0,0.0549616793486891,0,0,0,0,0,0,-0.0499518787770793,0,0.495698420584696,0,0,0,0,0,0,0.0526687057405243,0,0,0,-0.123828690121406,0,0,0,0,0,0.119214036303408,0.137128026536907,0,0,0,0,0,-0.157536621268971,0,0.0865297327526945,0,0,0,0
X601166.CH.EQUITY,0,0,0.0329544703406804,0,0,0,0,0,0.00371369736456897,0,0,0.0451373047301673,0.180109369706778,0,0,0.11118844983105,0,0,0,0,0,0,0,0,0,0,0.197156820600924,0,0,0,0.381677881034896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146579758802052,0,0.0158771398654862,0,0,0,0,-0.0706517589642716
X601658.CH.Equity,0,0,0,0.246458139212559,-0.0393291733350172,-0.00199131293936607,0,0.192450795471998,0,0,0.316341234873957,0,0.0695648880379516,0,0,0.0535367056539543,0.447881592715851,0,0,0,0,0.282315984906538,0,0,0,0,0,0,0.024152062937698,0,0,-0.319219418018759,0,0,0,0,0,0,0,0,0,-0.0438804624726275,0,0,0,0.0533008264215204,0,0,0,-0.412492533931416,0,0
