,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.360917173791659,0,0.310470075106656,0,0,0,0,0,0.0477124384129099,0,0,0,0,0.0513312246298597,0,0,0,0,-0.0444523695574248,0,0,0,0,0,0,0,0.0441628373363619,0,0,0,0,0,0,0,0,0,0,0,0,0.0902024752841822,0,0,0,0.0582210270499964,0,0,0,0,3.46944695195361e-18,0,0
X601318.CH.EQUITY,0.108477184662594,0,0,0,0,0,0,0,0.179219686503108,0,0,0,0,0,0,0,0.179214359280894,0,3.46944695195361e-18,0,0,0,0,0,0.0678332563546176,0,0,0,0,0,-0.0561989189866793,0.136484523925629,0,0,0.0316612855973008,0.156517709349751,0,0,0,0,0.0391610318547184,0,0.0204911489709345,0,0,0,0.0582829309025366,0,0,0.136092258888883,0,0
X601939.CH.EQUITY,0,0,0,0.340431120857041,0,0.0711673679571324,0,0,0,0,0,0,0.434309439048663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544515442171959,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.405652359107786,0,0,0,0,0.274329907824632,0,0,0,0,0,0,0,0,0.0312307532036028,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176947580330741,0,0,0.0280831720827001,0,0,0,0.0397879903979965,0.0590695933259711,0,-0.0366120146401599
X5.HK.EQUITY,0,0,0,0.0085631515142787,0,0,0,0.00853087297033655,0.203433542245722,0,0,0,0,0,0.0483575665935478,0,0,0,0.467554329408151,0.0659134460578745,0,0,0.0182616868647723,0,0,0,0,0.111528304969747,0.115940550195663,0,0,0,0,0,0,-0.144613200409869,0,0,0,0,0,0,0,0,0,0,0,0,0.0739364318304989,0,0,-0.0406379261656424
X601988.CH.EQUITY,0.386356856838643,0,0,0.00303867964402464,0,0,0,0,0,0,0.0657632810651496,0,0,0,0,0,0,0,0.0148353141089032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16212900411058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330841058627085,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.337453009813103,-0.0214371801652351,0,0,0,0,0,0,0,0.474570239447009,0,0,0,0,0,0,0,0,0,0,0.0482522312500569,0,0,0,0.077204974316153,0,0,0,0,0,0.017677165724211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0750657950287558,0,0,0,0.428390259480918,0,0,2.77555756156289e-17,0.120449397338809,0.0536357769963225,0,0,0,0,0,0,0,-0.0349442852691586,0.40673742170935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.257051984410818,0,0,0,0,0.0609400907998239,0,0,0,0,0.0128899281809575,0,0,0,0,0,0,0,-0.0798844139090015,0.0981812791294269,0,0,0,0.156856657792676,0,0,0,0,0.151980503733248,0,0,0,0,0,0,0.0712079592706034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663695162857201,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.109724829423235,0,0,0,0.264398496250286,-0.176427520243687,0,0.184347974737984,-0.225254134249351,0,0,0,0,0,0,0,0,0.626432895430174,0,0,0,0,0,0,0.118873528732536,0,0,0,-0.00753918253242225,0,0,0,-3.46944695195361e-18,0,-1.1685452942577,0,0,0,-0.255734521754624,1.16832653375985,0,0,-3.3881317890172e-21,0,0,0
