,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0405117843520522,0,0.123943606731447,0,0,0,0,0,0,0,0.428757885554873,0,0,0,0,0,0,0,-0.0918048379096992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126068606327077,0,0.153453752515677,0,0,0,0,0,0,0,0,0,0,0.192727235097185,0.0416572254272743,0,0,0.122088700213992
X601318.CH.EQUITY,0,0,0,0,0,0.0956244733313122,0,0,0.164694650153352,0,0,0,0.213458313943566,-0.0695817555203227,0,0.251365404935267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104575682939535,0,0,0,0.226116668343324,0,0,0,0,0.220250639052374,-0.255058980709477,0,0.174773883821128,0.0969059675967138,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.626775054399113,0,0,0,0.0224874863642945,0,0,-0.0336095430156418,0,0,0.17264903796197,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.000362686721129252,0,0,0,0,0.0324251556905161,0,0,0.277239040967251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.271495180386786,0,0,0,0,0.41680570036687,0,0,0,0,0,0,0,0,0,0,0,0.09789263618312,0,0.0403175898314038,0.0189221913713709,-0.0713462293985249,0,0,0,-0.0219557658309411,0,0,0,0,0,0,0,0,-0.0582629293887375,0,0,0,0,0,0.222985444320772,0,0,0,0,0,0,0.0865129595882392,0,0,0,-6.93889390390723e-18
X5.HK.EQUITY,0,-0.0792075080122358,0.0372103444508938,0.226009579539392,0,0,0,0,0,0,0,0,0.0708530258389615,0,0,0,0,0,0,0,0.431017761235455,0,0,0,0,0,0,0,0,0,0.376316843830507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160821527238373,0,-0.159499267845665,-0.0677194159889773,-0.0488625913939504
X601988.CH.EQUITY,0.225879232232559,0.0686825731820379,0.214604451903227,0,0,0,0,0,0.161592409693277,0,0,0.0871333450202266,0,-0.178828913365461,0,0,0,0,0,0,0.0776815231733267,0,0,0,0,0.0562276165307822,0,0,0,0,0,0,0,0.0877118812229513,0,0,0.0143555633327734,0,0,0.06159212797154,0,0,0,0.0938533571751122,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.202987200127591,0,-0.03293983949202,0.0316310347434132,0,0.236893505108668,0,0.278557413103906,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0463582942620635,0,0.0820960106035995,0.0347877302696245,0,0.0954267508179272,0,-0.000725328526257828,0,0.034356606193767,0,0,0,0,0,0,0,0,0,0,0.00133558457464359,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.106378819797019,0,0,0,0.112569814568204,0,0,-0.112149614854313,0,0.0234828470153262,0,0.236121813153742,0,0,0.0263472811295736,0,0,0,0.0471565440591587,0.0658730726276654,0.0910117185695797,0,0,0,0,0,0.0121284465325863,0.212867199921293,0,0.0313614631204438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.148031048870026,0.174463908347654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102502431858704,0,0,0,0,0,0.26045257277613,0,0.0319980136620999,0,-0.121173572616829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765403266523453,0,0,0,0.0306618025800821
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.132798116415388,-0.334012479344791,0,0,0,0,0,0,0,0,0,0,0.409788467694278,0,0,0,0.113347494918661,0,0,0,0,0,0,0,0.0689201238842875,0,0,0,0,-0.619015272195046,0.120370021831852,0,0,0,0,0,0.765598083167965,-0.0490746289200061,-0.290002618260088,0,0,0
