,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0.144716061926436,0,0,0,0,0.0981927120747318,0,0,0,-0.0611546001499991,0,0,0,0,0,0,0,0,0.240809119483162,0,0.0130080232011804,0,0,0,0,0,0,0,0,0,0.0434580018390154,0,0,0.118626305481026,0,0,0,0,0,0,-0.0579841361918773,0,0,-0.116954637828589,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.149201393800919,0,0.0784597617579727,0,0.281408629414127,0,0,-0.0293579205081663,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0808754003217,0,0,0,0,0,0,-0.260868073881236,0.32611798467477,0,0.181050424739425,0,0,0,0,0,0,-0.0442069091572472,-0.0245661734845217,0
X601939.CH.EQUITY,0.319322260803889,0,0,0,0.0817430800760197,0,0,0,0,0,0,0,0,0.153168069295175,0,0,0,0,0,0,0.0737183404524302,0,0,0,0,0.150948491946529,0,0,-0.00513665797886693,0,0,0,0,0.108219755775123,0,0,0,0,0.041409954388258,0,0,0,0,0.112531811701827,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.211452254488089,0.0654674405638454,0.0928343055485731,0,0.0284003388108338,0,0,0,0.027491504829386,0,0,0,0,0,0,0,0,0,0,0,0.0836422372103084,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279566538948482,0,0,0,0.188401131141023,0,0,0.271620012765763,0,0,0,0,1.73472347597681e-18,0.147438488069858,0,0,0
X5.HK.EQUITY,0,-0.15454345115817,0,0.38386541029524,0,0,0,-0.258651704444583,0,0,0.0218338912731688,0,0,0,0,0,0,0,0,0.113205899152933,0,0,0.514915778728554,0,0,0,0,-0.0525345262137515,0,0,0,-0.117584938072971,0,0,-0.103369764157125,0,0,0,0.0218160020240555,0,0,0,0.17483821476532,0,0,0,0,-0.157434692130379,0,-0.119172382595438,0
X601988.CH.EQUITY,0,0,0.0124925569759593,0.282726307892212,0,0,0,0,0.0476706739827691,0.117941209810697,0.3777523392502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400137944243401,0,0,0,0,0,-0.148171867874522,0.0353201047847923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163321188080553,0,0.201785241573656
X600036.CH.EQUITY,-0.126348857148737,0.235934952180899,0,0,0,0,0,0,0,0,0,0.11122422303945,0,0.200633657851643,0,0,0,0,0.131787675982818,0,0,0,0.106036901337367,0,0,0,-0.030458398726689,0,0,-0.0871959614439193,0,0.334250423427889,0,-0.0703433019817072,0,0,0.105658889095718,0,0,0.0829805378462631,0.040179671810331,0,0,0,0,0,0.0917006188798666,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241840420469093,0,0,0,0.0833847596626903,0.15680888310486,0,0.227192664876208,0.105076120282037,0.0583426674953631,0,0,0,0,0,0.175578255366797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634228861426144,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259936803201212,0,0,0,0,0,0,0.155056431732756,0,0,0,0,0,0,0,0,-0.000677965385083237,0,0.11086683745653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.106857905483047,0,0.143374059577882,0,0,0.00397863652278316,0,0,0,0,0,0,0.200558433099756,0,0,0,0,0,0,0,0,0,0,0.1060066576374,0,0,0,0,0.370418166193809,0,0.143741926976203,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.161376221313047
X601328.CH.EQUITY,0,0,0.0139832270382265,0,0.0472071482784265,0.292150437367085,0,0,0,0,0,0.172061170296439,0,0,0,0,0,0,0.0230096753547944,0.184376701077839,0,0,0,0.165167137936628,0.113540934339013,0,0,0.0403144522951347,0,0,0,0,-0.00362571113847099,0,0,0,0,0,0,0,0,0.0925994819995992,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.172565812800229,0,0,0,0.130651980972898,0.24218083373448,0,-0.0353110914764036,0,0.160249097946362,0,0,0.0679339142717995,0,0,0,0,-0.0119989796999693,0,0,0,0,0.23443397992328,0,0,0,0,0,0,0,0.0225511910449856,0,0,0.0598150139148727,0,0,0,0,0,0,0,0,0,0,0.00694126958349126,0,-0.108830856753733,0,0.0576386192354966,0.0110438035042727
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.185970555958168,0.0768733395354856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142413583732826,0.161093577241148,0,0,0.0547997171638066,0,0,0,0,0,0.0283638674345038,0.0821239208069742,0,0,-6.93889390390723e-18,0,0,0,0,0,-3.46944695195361e-18,0.232843665183745,0.142878003597939,0,0.020971924061273,0,0,0
X000001.CH.EQUITY,-0.0795140211703509,0,0,0,0,0,0,0,0,0,0,0,0.129743614927837,0,0,0,0,0,0,0,0.0107815312926649,0,0,0,0,0,-0.144866641114066,0,0,-0.0302144178746244,0,0.215694480330873,0,0,0.236458178398303,0,0,0,0.291552246782865,0,0,0,0,0,0,0,0,0,0,0,-0.16955452209049
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.1102894265942,0,0,0,0.016048616103859,0,0.3808354324745,0,0,0,0,0,0.0248061502640923,0,0,0,0.0513811684284938,0,0.34258871870936,0,0.0882600021570136,0,0,0,0,0,0,0.174542912220914,0.124132085049971
X601601.CH.EQUITY,0,0.274315781290665,0.218552877138517,0,0,0,0.101069623460368,0,0.0580947595780229,0,0,0,0,0.154963561204103,0,0,0,0,0,0,0,0,0,0,0,0,-0.043352333357313,0,0,0.186701387819186,0,0,0,0,0,0,0,0,0.057650305065571,0,0,0,-0.0736684166471809,0,0,-0.142400441515351,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.153139235626032,0,0,0,0.178058346449172,0,0,0,0,0.0779074988418109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474968205207733,0,-1.38777878078145e-17,0,0.114576876083472,0,0,0,0,0,0.144906737744744,0,0,0,0.239371284407942,0,0,-0.427471244092254,0,0,0,0
X11.HK.EQUITY,0.294730832618401,0,0,0,0.0554429394276651,0,0,0.201687848199609,0,0,0,0,0,0,0,0,0,0,0,0,0.018797257436504,0,0.511470867604902,0,0,-0.20445148461785,0,-0.0974477776104237,0,0,0,0,0.0573504716263738,0,0,0.0368691550816725,0,0,-0.0276004086059643,0,0,0,-0.0227050312663411,0,0,-0.0446998467761403,-0.127521288362958,0,0,0.109811586045008,0
X388.HK.EQUITY,0,0,0.234156845954847,0,0,-0.106201747370872,0,0.710692683515741,0,0,0.0687738511198258,0,0,0,0,0,0,0,0,0.0281510492357532,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0929170957561793,0,0,0,-0.146479681402063,0,0,0,-0.14974494619067,0,0,0.289841025195397,0,0,0,0,0,0,0,0.120874186082498,0,0
X601998.CH.EQUITY,0,0,0,0,0.0791649792316313,0,0,0,0,0,0.129285812682862,0,0,0,0,0,0,0,0,0,0,0,0,0.134033175935124,0,0.262447249578328,0,0,0.0946022982820688,0.065704122173263,0,0,0,-0.114012915383584,0,0,0,0,0,0,0,0,0,0.0564062683604191,0,0,0.0144101989076584,0,0,0,0
X267.HK.EQUITY,-0.032025587721026,0,0,0,0.412895151561742,0,0.0791805894004858,0.131266362644574,0,0,0,0,0,0,0.0124077837907071,0,0,0,0.00837697519339799,0,0,0.0796041933530649,0,0,-0.0614103607914474,0,0,0,0,0,0,0,0.0259689595009806,0.141317919881247,0,0,0,0,0,0,0,0,0,-0.052180742509844,0,0,0.173297137209297,0,0,0,0.0910372389460529
