,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.337117540279577,0,0.0408816881478071,0,0,0.202470623618054,0,0,0,0.0397853315019834,0,0,0,0,0,-0.00147393375721812,0,0,0,0,0,-0.0215853583254677,0,0.260330030363717,0,0,0,0,0,0,0,0,0,0,0.0556780642359809,0.125420369460573,0,0,0,0,0,0,0,0,0,0,-0.0404919206964789,0,0,0
X601318.CH.EQUITY,0,0,0.231345398879051,0,0,0,0,0,0.0624531070079818,0,0.0106712944448419,0,0.0546328163574596,0,0.171742946852459,0,0,0,0,0,0,0.0817448177601496,0,0,0,0,0,0,0.24124028169399,0,0,0,0,0,0.0374549126188424,0,0,0,0,0,0,0,0,0,0.0976107829324835,0,0,0.0281542023087206,0,0,0,0
X601939.CH.EQUITY,0.384737821885232,0.0387498227962686,0,0,0,0,0,0.36565483001293,0.206468636473165,0,0,0,0,0,0,0,0.060285878320759,0,0,-0.0101808302371534,0,0,0,0,0,0,0,0,0.295983467402816,0,-0.0509962962036086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0870926606264968,0
X600036.CH.EQUITY,0,0,0,0,0,0.177452678862852,0.0238412696818134,0,0.0765188917744908,-0.142636721983961,0,-0.102211744282621,0.151828626856867,0,0,0.165199801139824,0,0,0.174299935155775,0,0,0,0,0,0.403302464853769,0,0,0,0.0280138953267771,0,0,0,0,0,0,0,0,0,0,-0.0630400687212933,0,0,0,0,0,0,0,0,0,0,0,0.0118600999547887
X601288.CH.EQUITY,0,0,0.0292047533241948,0,0,0,0,0.506376060048837,0,-0.0492461131490662,0,0.0196900152620479,0,0,0,0,0,0,0.0831299568049304,0,0,0.0178222269776478,0,0.0736541955488775,0,0.0882883208956836,0,0,0.101418661751633,0,0,0,0,0,0,0,0.0221357023204231,0,0,0,0,0,0,0,0,0,0,0.0290495308929281,0.030866401714638,0.0687492118203602,0,0
X1299.HK.EQUITY,0,0,-0.0336054843132336,0,0,0,0,0,0,0.148777323524759,0,-0.0545231067109749,-0.0739569590287381,0,0,-0.038118905071003,0,0,0,0,0,0,0,0.157250161019078,0,0,0,0,0,0,0,0,0,0,0,0,0.0872634715586988,0.0572200955247907,0,0,0.181515125055336,0.240455364196373,3.46944695195361e-18,0.0276876965063369,0,0,0,0,0.202278961223129,0,0,0
X601628.CH.EQUITY,0.0109820441738137,0,0,-0.0362214354168208,0,0,0,0,0,0,0,0,0,0,0,-0.283392922257257,0,0,0,0.259285567586132,0,0,-0.0227960435489676,0,0,0,0,0,0,0,0,0,0,0,0,0.623900566547592,0,0.121849967364953,0,0,0.0133746641336439,0,0,0,0,0,0,0,0,0.0173068612281979,-0.0654984707731353,0.13038731210416
X601988.CH.EQUITY,0,0,0.0749584815897,0,0.440697642754874,0,0,0,-0.0924955830497291,0,0,-1.73472347597681e-18,0,0,0,0,0.279615597223349,0,0,0,0,0,0.0456091967593795,0,0,0.083288729421037,0,0,0,0,0,0,0,0,0,0,0,0.00191229946240495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,3.46944695195361e-18,0.0754667979522065,0,0,0,0,0,0,-0.0529728558683044,0.159745328751451,0,0,0,0,0,0,0,0,-0.122610027184794,0,0,0,0.260728749026787,0,0,0.092023612524911,0,0,0.0332990512250859,0,0,0,0,0,-0.0480668511097381,0.175319231063355,0,0,0.226753324066724,0,0.267879525090216,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.297187678960047,0,0.264981379220554,-0.0332293078111701,0,0,0,0,0,0,0,0,0,0,0.277802380651351,0,0.317391680280398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841953764727193,0,0.109353841066724,0,0,0,0,0,0,0.0397824835226829,0,0,0,0,0,0
