,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.282532914395922,0.0432759908838907,0.0108601280843993,0,0,0.431387885167426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102307850943242,0,0,0,0.04882185116485,0,0,0,0.018467950775759,0,0,0,0,0,0,0.0747068088729574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.201244857420634,0,0,0,0,0,0.203805860606394,0,0,0,0.0480872452915612,0,0.0930102311391289,0,0,0.0656796836025277,0,0.0319824922164441,0,0,0,0,0,0,0,0,0.149790296524376,0,0,0.00819742882058655,0,0,0,0.132689519189638,0,0.0366629306197996,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724635550610946,0
X601939.CH.EQUITY,0.49198014716656,0.147833106448018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871914238860475,0,0,0,0,-0.120802817692994,0.0415570161986998,0,0,0,0,0,0.222724603601922,0,-0.0317535096465745,0,0.196784481792168,0,0,0,0,0,-0.0949751708946146,0,0,0,0,0,0,0,0,0,0,0.115813467842818,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.557885470315867,0,-0.0832322106403107,0,0.047114748029022,0,0,0,0,0,0,0,0.00673785232405059,0,0.0688940076855293,0.0977425155100706,0.0822642520247266,0,0,0,0,0.11546857972403,0,0,0,0.049976251923145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580569572993628,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.168655922310991,0,0.147096528658215,0,0,0,-0.0735140971843284,0.161419112032404,0,0,0.0544253220956499,0,0,0,0,0,0,0.0573320021711711,0,0,0,0.0272008476599225,0,0.0999102521523543,0,0,0,0,0,0,0,0,0,0,0,0.0749668313709327,0,0,0,0,0,0,0,0,0.360510035398191,0.0118560521100619,0.0329486457720494
X1299.HK.EQUITY,0,0,-0.235050326318832,0,0,0,0,0,0,0.129623741143561,0,0,0,0,0,0,0,0,0,0,0,0,0.0206672955704446,0.103390011180959,0,0,0,0,0,0,0,0,0.203598583087812,0,0,0,0,0.0111323513216053,0.174875136148515,0,0.0344793061213204,0.102262165217092,0.314631215778953,0,0,0,0.279443827979027,0,0,0,0,0
X601628.CH.EQUITY,0.0490516225264163,0,0,0,0,0.00137157694903858,0,0,0,0,0,0,-0.0288456849779931,0,0,-0.114920653068484,0,0,0,0,0,0.0804650704535051,0,0,0,0,-0.115108112182601,0,0,0,0,1.73472347597681e-18,0,-1.73472347597681e-18,0.534114692948619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456236577664755
X601988.CH.EQUITY,0.0969101287303794,0,0.09014491512808,0.337485873398633,0,0,0,0,0,0,0,0,0.24328837139654,0,0,0,0.0966281651342338,0,0,0,0,0,0.0388132774899414,0.0207870584882886,0,0,0,0,0,0.128464999056007,0,0,0,0,0,0,0,0,0,0,0,0,0.010709205468597,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.293882527790162,0,0,0,0,0,0,0,0,0,0,0,-0.171521637529042,0,0,0,0,0,0,0,0,0,0.288358060288435,0,0.139712797186464,0,0.0468864811212862,0,0,0,0,0.024686916037654,0,0,0,0,0,0,0,0.237335746942335,0,0.149875800398156,0,0,0,0,0.0910934296552019,0,0,0,-0.022643824517919
X388.HK.EQUITY,0,0,0,0,-0.274359852156243,0.277385668979739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933969682088984,0.405956507429111,0,0,0,0,0,0.0221151968271378,0,0,-0.0114938191528518,0,-0.186242994535326,0,0,0,0,0,0.128404415851535,0.107294250189894,0,0,0,0,0,0,0.0813297269241495,0,0,0,-0.00989911861297075,0
X601166.CH.EQUITY,0,0,0.0440249359591964,0,0,-0.0112931905211257,0,0,0.00502761159591111,0,0,0.0251644793250023,0.171310084455369,0,0,0.122553165364474,0,0,0,0,0,0,0,0,0,0,0.184111244141897,0,0.400488562141487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109461556605223,0,0,0,-0.0811169906957752
X601658.CH.Equity,0,0,0,0.254400333260985,-0.122412887633382,-0.0275627573881135,0,0.158518571094249,0,0,0.297181304816201,0,0.0642401442457266,0,0,0.043200809533162,0.462131220457548,0,0,0,0,0.315235775207867,0,0,0,0,0,0,0,0,0,-0.322266548248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.264750434928812,0,0
X000001.CH.EQUITY,0,0.0990757788892742,0,0,0.129775964646976,0,0,0.220639812132611,0,0.0664463544509729,0.382549942441808,0,0,0,0,-0.0425145204082382,0,0,0,0,0,0,0,0.128307919938834,0,0,0.344922922222838,0,0,0,0,0,-0.27242850893763,0,0,0,0,-0.115216217281517,0,0,0,0,0,0,0,0,0,-0.00477301627944692,0,0,0,0.0475433261348739
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0617226671908524,0,0,0,0,0,0,0,0.161723428184322,0,0,0.115613964145489,0,0,0,0,0,0,0,0,0,0.0720165121633688,0,0.298604452269669,0.0835413656575524,0.000668671032996101,0,0.0532209182328964,0,0,0,0,0,0.34836126037467,0.0120646975920834,0.0255006452999411,0,0,0.0149987016160414,0,0,0
