,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.148233110513085,0,0.293566586938796,0.010285554036262,0.0881836057527018,0,0,0,0,0,0,0,0,0,0,0,0.332777434105055,0,0,0,0,-0.067431925222385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656022072451573,0.0502050211259871,0.0477879755606684,0,0,0.0068851030074189,0,0.115001140215762,-2.16840434497101e-19,0,0
X601318.CH.EQUITY,0,0,0,0.0657088009394323,0,0,0,0,0.12296881709984,0,0,0.0870694597108895,0.108954840177346,0,0,0,0,0,0.113631860304103,0,0.265300695891122,0,0,0,0.0504102979866289,0,0,0,0.0969694294127847,0,0.0367960530761083,0,0,0,0,0,0.0191177077318009,0,0,0,0,0,0,0,0.0698568373612891,0,0,0,0,0,0,0.0991241744554516
X601939.CH.EQUITY,0.25242762618564,0,0,0,0.182852837554377,0,0,0,0,0,-0.0271029776381811,0.108757840476893,0,0.0733941976327195,0,0,0,0.0116100448751028,0,0.101873388408202,0,0,0.220116121312453,0,0,0.231965326012145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159014720705394
X600036.CH.EQUITY,0,0.116307852099119,0,0,0,0.0797940382494724,0.0720371836866452,0.126764866727956,0,0,0,0,0.168083438834148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349521339083034,0,0,0,0.0770111949460923,0,0,0,0,0,0,0,0,0,0.123359016990349,0,0,0,0,0,0,0,0,0,0,0.0414675817782488
X601288.CH.EQUITY,0.209561726564684,0,0.0350836450498554,0,0,0.0536498154342272,-0.105261778151203,0.313693288534134,0,0,0,0.0478130236084936,0,0,0,0.0737626592147961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17498503107269,0,0,0,0,0.00907766920222731,-0.126329004429481,0
X601628.CH.EQUITY,0.0622359907877064,0,0,0,0,0,0,0,0,0,0.01510773501753,0,0,0,0,0,0.192581530543883,0,0,0,0,0,0,0,0.0545853863607364,0,-0.109150519918546,-0.086010973560768,0,0,0.0512476680027539,0,0.212794339540916,0,0,0.578425350149873,0,0,0,0,-0.0347006848271155,0.147749958340829,0,0,0,0,0,0,0,-0.0485447839628346,0,0.0424710279704442
X1299.HK.EQUITY,0,0,-0.0453933885885454,0,-0.0364420713155184,0,0,-0.0442325970026817,0,0,0.106836263864602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047343507730374,0.0803260785820559,0,0.284034755404172,0.290464283242242,0,0.142650396299859,0,0,0,0,0,0.289076336287073,0.106770836754361,0
X601988.CH.EQUITY,0,0.121212109340602,0.0071176781383973,0.312668060651393,0.244590834064755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26965508417909,0,0,0,0,0,0,0,0,0.0979347348185304,0.118485305454396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333976790498162,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.128293627783343,0,0,0,0,0,0.0385540388125822,0,-0.0082269402202139,0,0,0,0,0,0,-0.0762210023466087,0,0,0,0,0,0,0.078446607507351,0,0.0188004596872365,0,0.312467583186986,0,0,0,0,0,0,0,0,0.107205827835665,0,0.220449858104366,0,0,0.234435068676646,0.117011443182814,0,0,0,0,0.016892913647914,0,0,0,0
X601166.CH.EQUITY,0,0,0.0972572096912582,0.169664787748478,0,0,0,-0.0326428077117962,0,0,0,0.0897078974906873,0.0304223289372862,0.0141749794772309,0,0,0.0614688677491088,0,0,0,0,0,0,0,0,0,0.158760402269635,0,0,0.361638944132691,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462286865290391,0,0,0,0,-0.0340148889018821,0,0,0,0
X388.HK.EQUITY,0,0,-0.114245262494448,-0.09090892275816,0,-0.0137660516313221,0.184537852368972,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953675772230096,0,0,0,0,0.40078148753213,0,0,0,0,0,0,0,0.129003222219508,0,0,0,0,0,0,0.331004373119959,0,0.0800626324836991,0,0,0,0.0140230199247838,-0.115971949015664,0,0,0.133431562745186,-0.0155564818843138,0
X601658.CH.Equity,0.209471638188813,0,0,0.1554367673828,0,0,0,0,0,0.377393775768001,-0.0597548076779383,0,-3.46944695195361e-18,0.0229721591838555,0,0,0,0,0,-0.0148294764851817,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.139744892787064,0.130788659492068,0,0,0,0,0,0,0,0,0,-0.0263160253071842,0,0,0,-0.115485693587665,0,0,0.0640289950443851,0,0,0,0
