,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.00614372972963826,0.483309428168697,0.0803163277009296,0,0,0.103024154653224,0,0,0,0,0,0.188566837602352,0,-0.0567770920493622,0,0.0927122202718029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133881574700292,0,0,0,0,0,0,0,0,0,0,0.0158605277075627,-0.0109591716052694,0,0,0,0,0,0,0,0.084190006742614
X601318.CH.EQUITY,0,0,0,0,0,0,0.0346433515434479,0.0945445840210649,0.277248370637709,0,0,0,0,0,0,0.0579182988992768,0.343648635499048,0.0896270218671563,0,0,0.0649152263144058,0,0,0,0,0.018273906169947,0,0,0,-0.0415729025961222,0,0,0,0.00118415628160615,0,0,0,0,0,0.0623225822696578,0,0,0.00108603778837392,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.108549589182311,0,0,0.549150322724926,0,0.0559289957922236,0,0,0,0.048991104182431,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141914660672889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.197931172318546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214562000174531,0,0,0.195371257599848,0,-0.00074360944654557,0,0.00736594204221255,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.215455307173734,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0811547119927623,0,0,0.232743720117618,0,0.169449586081443,0,0,0,0.311234103349026,0,0,0,0,0,0.112780214974759,0.00317753019801323,0,-0.22111903207969,0,0,0,0,0.27396236786669,0,0,-0.122178048768431,0,0.0208945408075919,-0.0610257395739022,0,0,0.142725974961748,0,0,0,0,0,0,0,0,0,0,0,0.119734404118558,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.247702878690969,0,0,0.0942858998135414,0.0224136052457743,0.228660590302839,0,0,0.0456891076356454,0,0,0,0,0,0.0981536570412053,0,0,0,0,0,0.21240123492287,0.0622684019618789,0,0,0,-0.085126911899494,0,0,0,0,0,0,0,0,-0.0756485611627128,0,0,0,0.202757058465815,0,0,0,-0.0161026921806955,0,0,-0.0578554148950947,0
X600036.CH.EQUITY,0,0.0654814510212033,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.03822979486656,0,0,0,0,0,0,0.738557453881205,-0.0237546832639579,0,0.0282051858900696,0,0,0.146593483316476,0,0,0,0,0,0,0,0,0,0,0.0979254975878089,0,0.0727461374299262,-0.0350695265275034,0,0,-0.00401504911808981,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.262023952096491,0,0,0,0,0,0,0,0.0505691987821865,0,0,0,0,0,0.0815160071072355,0,0,0,0,0,0,0,0.0692792904075426,0,0.136972483802584,0,0.0139508578698583,0.291550861985033,0,0,0.100717226743378,0,0,0,0,0,0,-0.0762727439818516,0,-0.0603036140994644,0,0.0542834216440565,0,0,0,0,0
X601628.CH.EQUITY,0,0.156185063513296,0,0.0394612177284657,0,0,0,0,0,0,0,0,0,0,0,0,0.0672580476261659,0,0,0,0,0,0,0,0.146672328199558,0,0,0,0,0,0,0,0,0,0,0,0,0.377294316328517,0,0,0.126307405846673,0.0634492795539157,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.23223950895786,0,0.0704202419130948,0,0,0,0,0,0,0,0,0.340338995356076,0,0,0,0,0,0,0.00745978950907606,0,0,0,0.346940641253053,0,0,0,0,0,0,0,-0.0234133820653766,0,0,0.0571166301117707,0,0,0,0,0,0,0,0.0481797814943421,0,0,0,-0.033866166560763,0.103131085341902,0,0,-0.0409749784097145,0
