,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.146447195433521,0,0.0778618550195708,0,0,0,0,0,0,0.346153090741598,0.129645709146721,0,0,0,-0.137882944113953,0,0,0,0,0,0,0,0,0,0,0,0.000992907874008753,0,0,0,0,0.172259467200973,0,0,0,0,0,0,0,0,0.127793474578742,0,0,0,0.0641143514108663,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0464250723471723,0,0,0.237854477878438,0,1.38777878078145e-17,0.152159530322644,0,0,0,0.0547401657083687,0,0,0,0,0,-0.122710828278225,0,0,0,0,0,0,0,0,0,0.181874781656105,0,0,0,0,0,0,-0.311227130187621,0,0.339869505164818,0.0396079839417066,0.198256483257087,0,0,0,0,0.0901379255049669,0,0,0
X601939.CH.EQUITY,0.48411070433748,0,0,0,0,0.178929634580479,0,0,0,0,0,0,0,0.0590592620947332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375066400779135,-0.120864059471108,0,0,0.0496599980793969,0,0,-0.0474878608689933,0,0,0,0,0
X601288.CH.EQUITY,0.577968670620615,0.0534223540063996,0.173322505556142,0,0.00358640665434208,0.0401262829262068,0,0,0.0451495352904169,0,0,0,0,0,0.0219068603608253,0,0,0,0,0,0,0,0,0,0,0,0.00833721968525978,0,0,0,0,0,0,0.127858310182289,0.0525899395686451,0,0,0,0.103669649971221,0,0,0,0,0,0,0,0,0,0.103063918885874,0,0
X5.HK.EQUITY,0,-0.0566237997813576,0.10409575268928,0.0920875287845321,0,0.165595958468946,0,-0.0566391308270926,0,0,0,0.273934977092263,0,0,0,0,0,0.691013870985066,0,0,0,0,0,0,0,0,-0.19472612597624,0,0,0,0,0,0,0,0.0240627845480093,0,0,0,0,0,0,0,0,0,0,0.0865570216481531,0,0,-0.0597683371927322,0,0
X601988.CH.EQUITY,0.204853202307189,0,0.108279454361986,0.0940340151835809,0,0,0,0,0.0740638476272157,0.0782188607235986,0,0,-0.260159145675268,0,0,0,0,0,0,0,0.300865847641827,0,0.0739148434839278,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0472775660966327,0,0.141659110797665,0,0,0,0,0,0,0,0.0611161354837351
X600036.CH.EQUITY,0,0.0723909031083014,0,0,0,0,0,0.0390659759338141,0,0,0,0,0,0.243300336697656,0,0.132867120597428,0,0,0,0,0,0,0,0,0.15528296731499,0,0,0,0,0,0,0.146125341519541,0,0,0,0.0415898672153165,0.126390763144924,0,0,0,0.0107579032055231,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.013687436415062,0.0357360766191342,0,0,0.216197528491197,0,0,0,-0.159165713633563,0,0,0.28818895863041,0.240769291511972,0,0,0,0,0.0503432162615714,0,0,0,0.150364496728658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766847977050559,0,0.157163319383539,0,0,0,0,0
X601628.CH.EQUITY,0.287387364475984,0.289245656146668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473230567722312,0,0,0,0,0,0,0,0.0540769260375246,0,0,0,0,0,-0.0803736520818121,0.118181230125951,0,0,0,0,0,0,0,0,0,0,0,0.0824754771031079,0,-0.193669451768721,0,0,0.218308137337178
X601166.CH.EQUITY,0.0537571011468086,0,0,0,0,0,0.493993261232313,0,0,0,0,0,0,0.0199235867614724,0,0.202237613956106,0,0,0,0.0520798123283284,0,0,0,0,0,0,0,0.0355422086892104,0,0,0,0,0,0,0,0,0,0.00902857243047566,0,0,0,0,0,0.179325848940785,0,0,0,0,0,0,0
