,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.53653056769728,0,0,0,0.173108438670922,0,0,0.0636494607966145,0,0,0,0,0.174800459029243,0,0.0157962877956637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081922685663726,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0775648798972191,0.314336261944024,0,0,0,0,0,0,0.0244694583896037,0.251463897844838,0,0,0.0855399609391017,0,0.0654886830623538,0,0,0,0.0984066866292679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445471018010313,0.00404222618269887,0,0,0,0,0,0,0.00280233446603725,0,0,0
X601939.CH.EQUITY,0,0,0,0.62983677297038,0,0.0652117662989176,0.0161854584169383,0,0,0.230582551083474,0,0,0,0,0,0,0,0,0,0,0,0.0524614671797253,0,0,0,0,0,0.0497881740555269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.127346092522368,0.131219195354779,0,0.293499809046019,0,0,0.0384477556479327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23770593851399,0,0,0,0,0,0.136115989857303,0,0.0202644227974849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.157772022514487,0,0.22878525702918,0,0,0.239196053541686,0,0.0153178267621854,0,0,0,0,0,0,0.0173756893658875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210696442955644,0,0,0,0,0,0,0,0,0,0,0.128820379108449,0,0
X601988.CH.EQUITY,0,0,0,0,0.322985129608217,0,0,0,0.218982889391738,0,0,0,0,0,0,0,0,0.0179691110088914,0,0,0,0,0,0,0.0866768025974453,0,0,0,0,0,0,-0.15815029146554,0,0.045852408511773,0,0,0,0,0,0,0.131443696508472,0,0,0,0,0,0,0,-0.0276151871913907,-0.152782369905578,0
X600036.CH.EQUITY,0,0,0.0386690761829529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869073683342064,0,-0.125892128873849,0,0,0,0,0.605380882547532,-0.0313386462904535,0,0,0,0,0.215872775291672,0,0,0,0,0,0,0,0,0,0.0840550585415883,0,0,0.182378329500772,0,0,-0.000644411625264453,0,0.115110297374851,0,0.0223070570013766
X1299.HK.EQUITY,-0.00857000099688118,0,0,0,0.191145151274219,0,0,0,0,0,0,0,0,0,0,0,0,0.145104904421752,0,0,0,0.0805634287451054,0,0,0,0.0372788977933487,0,0,0.050942288770862,0,0.0961074303995231,0,0,0,0,0,0,0.448558345939145,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0305542493718088,0,0,0,0,0,0,0,0.134099198383169,0,0,0,0,0.403100915556388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668043605959753,0.179526869401066,0,0,0,0,0.186548905175268,0,0.0489223396751504,0.0730414915030128,0,0,0,0,0,0
X601328.CH.EQUITY,0.374625017735076,0,0.144508495350474,0,0,0,0,0,0,0,0,0,0.435536094627537,0,0,0,0,0.0408605240627949,0,0,0.119227944054642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532045956122773,0,0,0,0,0,0.111549514998834,0,0,0,0,0.0156801198595674,0,0
