,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0345089744212049,0.519626145037033,0,0,0,0.0561147973587833,0,0,0,0.0564680716689036,0,0.0969439372303675,-0.0388578606358279,0,0,0.0748139109660102,0,0,0,0,0,0,0,0.0475061886395004,0,0,0,0,0,0,0,-0.0434637450723138,0,0,0,0,0,0.0649679721008816,0,0,0,0,0,0,0,-0.0519719918192632,0,0,0,0.0145947352365753
X601318.CH.EQUITY,0,0,0,0,0,0,0.0296502984656916,0,0.0390154171526551,0,0,0,0,0,0,0,0.309023219013952,0.07497198487689,0,0,0,0,0,0,0.137420623340148,0,0,0,0,-3.46944695195361e-18,-0.00629860075628985,-8.67361737988404e-19,0,0,0,0.0471906943530199,0,0,0.227076735044176,0,0,0,0,0,0,0.0339670312295854,0,0.0604528862239575,0,0,0
X601939.CH.EQUITY,0.157009131797034,0,0,0.589980624626964,0,0.000576109119604779,0,0,0,0,0.0076004222630403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220876609219596,0,0,0,0,0,0,0,0.139473567858724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319789617915309
X601288.CH.EQUITY,0,0.129551622048344,0.208830297900733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394736727183246,0,0.0826606039686611,0,0,0,0,0,0,0,0.0280044703372917,0,0,0,0.00946576416070556,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.299531975960171,0,0,0,0,0,0,3.46944695195361e-18,0.552648865289078,0,0.0750070783695463,0,0,0,0,0,0,0,0,0,0,0,0.298562811741743,0.00533350578271202,0,0,0.23526344459447,0,0,0,0,0,0,0,0,0,0,0,-0.328676849476491,-0.156247956903583,-0.0729282555439358,0.0048064748580549,0,0
X601988.CH.EQUITY,0.0761412211749523,0,0,0,0.0269587124784964,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.629662401651241,0,0,0,0,0,0,0.0201668339600784,0.107381107298359,0,0,0,0,0,0,0,0,0.0447032384377768,0,0,0,0,0.0493982093343627,0,0,0,0,0,-0.0965549483064631,0
X600036.CH.EQUITY,0,0,0,0,-0.0246952628307737,0,0,0,0.0322849307955369,0,0,0,0,0,0,0,0.0393795195303952,-0.0207358340318077,0,0,0,0,0,0,0.753859368636663,-0.00620517608797015,0,0.0329163581628267,0,0.103463786371196,0,0,0,0,0,0,0,0,0,0,0,0,0.0655498696786152,0,0.0710408128535658,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267368459824484,0,0,0,0,0,0,0,0.191732688026456,0,0,0,0,0,0.0912563714233333,0,0.0449331112389422,0,0,0,0,0,0.104727117102327,0,0.0888617443366806,-0.00483039475527304,0,0,0,0.158123781935411,0,0.107225994040733,0,0,0,0,0,0,0,0,-0.14665252795118,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.219232548697329,0,-1.73472347597681e-18,0,0,0.0308362258911002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504187310408788,0,0,0,0,0,0,0,0,0,0.422555480463235,0,0,0,0,0,0.236206611091971,0,0.029446632633331,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.171365168074656,0,0,0,0.115681850520834,0,0,0,0,0,0,0,0.261845266915892,0,0,0,0,0,0,0,0.228144632575281,0,0,0,0,0.0671688142694773,0,0,0,0.00573388386235615,0,-0.00584390393725848,0,0,0,0,0.203139167066546,0,0,0,0,0,0.00224812769770995,0,0,0,0.0287601297157436,0,0
X601166.CH.EQUITY,0.169426242043461,0,0.13298649461397,0,0,0,0.0802793126558846,0,0,0,0,0,0,0.0360437123395064,0.223277967444293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018831906023062,0,0,0,0.116973544698858,0,0,0,0,0,0.0971426584461433,0,0,0,0,0,0,0,0,0.0382743499909647
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.204095865257185,0,0,0,0,0,0.0964262383362075,0.087039191223443,0,0,0,0,0,0,0,0,0.250764901728533,0,0,0,0,-0.297859316929078,0.231249020288191,0,0,0.564310175518685,0.164783350768713,0,0,0,0,0,0.0224796931631023,0,0,0,0,0,0,0,0,0,0,0.0419536680321739
X11.HK.EQUITY,0,0,0,0,0.0278182736013226,0,0,0,0,0,0,0,0,0,0,0,0.124577573168984,0,0,0.409661334529367,0,0,0,0,0,0,0,0,0.253870876665176,0,0.373593513057785,0,0,0,0,0,0,0,0,0,0,0,0,0.254330617382962,0.0313342491741364,0.0703256336029491,0,0,0,0,0
