,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.365124951666289,0.0254184732681657,0.115181696494124,0,0,0,0,0,0,0.214763176579576,0,0,0,0,0,0,0,0,0,0,0.098760243475514,0.0375179746615395,0,-0.0292695018297446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281696947714539,0,0,0,0,0,0,0.0184595418349019,0.0446286832805675,0,0,-0.159012678138834,0
X601939.CH.EQUITY,0.429932129760917,0,0,0.175578003634645,0,0,0,0,-0.0475081347429746,0,0.178743454021999,0,0,0,-0.0557976512645771,0,0,0,0,0,0,0,0.0985369876640258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058410123545536,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.306213989123177,0.0922673763927026,0,0,0,0,0,0,0,0,0.00418511897146008,0,0,0,0,0,0,0.192592845173027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10893898203381,0,0,0.0761147456657815,0.129458056136193,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.327739179071119,0,0,0,0.285562054468141,0,0,0,0,0,0.0523281543536356,0,0,0.0710457923988265,0,0,0,0.118066269289755,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.11006436400858,0,0,0,0,0,0,0.00734886668921612,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.398587322811269,0,0,0,0,0,0.247444628619291,0,0,0,0,0,0.190514130843067,0.109692515435018,0,0,0,0,0,0,0,0,0,0.0942174631105828,0,0,0,0,0,0,0,0,-0.437410684721348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264609218648082
X600036.CH.EQUITY,0,0,0,0,-0.01906408553852,0,0,0,0,0,0,0.294144178887653,-0.0527100942812431,0,0,0,0.140255941796251,0,0,0,0,0.127527583724645,0,0,0.0147339506450244,0,0,0,0,0,0,0.224252381897291,0,0,0,0,0,0,0,0.0194349426703932,0.0953295931539909,0,0.124059293235112,-0.00699155213192799,0,0,0.0982425185763754,0,0,0,0.023035657674729,0
X1299.HK.EQUITY,0,0,0,0,0.0104163462782942,0,0,0,0,0,0,0,0,0.244317533343558,0,0,0,0,0.482243310848451,0,0,0,0,0,0.106291984833129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105982356320016,0.033484174062483,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216130226770541,0,-0.240545617559658,0,-0.114126472943513,0,0,0,0,0,0.504671084357128,-0.102470809395948,0,0.762915175426353,0,0,0,0,0,0,0,0,0,0.426843393968051,0,0,0,0,-6.93889390390723e-18,-0.238497091161452,0,0,0,0.00374544173822717,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.133277841752574,0,0,0,0,0,0,-0.184690105179797,0,0,0,0,0,0,0,0,0.233952555788243,0,0,0,0,0,0,0,0,0,0,0,0.0209390062036527,0.120749303643452,0,0,0,0,0,0.23844633042646,0.0142874158562223,0,0,0,0,0,0.136157361579813,0,0,-0.148200747024277,0.0433858590613954
X601658.CH.Equity,0,0,0,0.131783711539615,0.170923140512719,0,0,0,0,0,0,0,0,0.126627515656114,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.172019036235163,0,0,0,0,0,0,0,0,0.22569029424408,0,0,0,0,0,0,0,0,0,0,0.356213426769133,0,0.029129857250552,0
