,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.038364028991504,0.536841568964438,0,0,0,0.02021128741992,0,0,0,0.129716077544334,0,0.0891281641294701,0,0,0,0,0,0.0321446888560886,0,0,0,0,0,0.0894615676565308,0,0,0,0,0,0,0,-0.0290834516292699,0,0,-0.0485770592805808,0,0,0.0753001639650179,0,0,0,0,0,0,0,-0.00244282020333108,0,0,0,0.0343439514596904
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00947150878144856,0,0,0,0,0,0,0,0,0.0761737812778134,0,0.307904175620234,0,0,0,0,0,0.11533490926727,0.00162476258695867,0,0,0,0,-0.0234907553644271,0,0,0,0.0590593426233687,0,0,0,0.195349770908606,0.0982402608267258,0,0,0,0,0,0.0239342858491161,0,0.061127721202209,0,0,0
X601939.CH.EQUITY,0.155837236860349,0,0,0.626112131110917,0,0.00329222099683198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.132120088353106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00979595756082559,0.00567393970690673
X601288.CH.EQUITY,0.0484324109467065,0.0433270999614411,0.194639054556935,0,0,0,0,0,0,0.123317755244246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168192203982788,0,0,0.207777030300144,0.116506616190585,0,0,0.0106825626488246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.272891532366348,0,0,0,0,0,0.0807904310690736,0,0.477199663973166,0.0870195497421723,0,0,0,0,0,0,0,0,0,0,0,0.319697144650558,3.46944695195361e-18,0,0,0,0.133326652357764,0,0,0,0,0,0,0,0.0207405434060921,0,0,0,-0.289649289274449,-0.119887122765904,-0.134687433963268,0,0,0.106741576356081
X601988.CH.EQUITY,0.0760893581964064,0,0,0,0.0265753792341161,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.6279030682003,0,0,0,0,0,0,0.10700700781722,0.0202251271721197,0,0,0,0,0,0,0,0,0.0445638127015665,0,0,0,0,0.0493845552038021,0,0,0,0,0,-0.0991838803778846,0
X600036.CH.EQUITY,0,0,0,0,-0.024337186314349,0,0,0,0.0321254120626076,0,0,0,0,0,0,0,-0.0211299028158995,0,0.0373465900292984,0,0,0,0,0,0.754032207575579,-0.00618372655788731,0,0.0328039466957471,0.103084427937343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654465911334567,0,0.0719968241903967,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.226341901317429,0,0,0,0,0,0,0,0.202475430246229,0,0,0,0,0.0631660585694647,0,0,0.0591637104817533,0,0,0,0,0,0,0,-0.0445845493041558,0.0828358466620481,0,0.300592658806836,0,0.200177168049767,0,0,0,0,0,0,0,0,0,0,-0.0808182583445301,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.21087591488803,0,0,0,0,0.0339274780571153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693785958286837,0,0,0,0,0,0,0,0,0,0,0,0,0.399232727881791,0,0.240415756940044,0,0,0.0269291041562184,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.171232398106338,0,0,0,0.115787662069519,0,0,0,0,0,0,0.260403787589219,0,0,0,0,0,0,0,0,0.228197679522778,0,0,0,0,0.0670000458265895,0,0,0,0.00600627004731328,0,-0.00595727069218969,0,0,0,0,0.202635046961937,0,0,0,0,0,0.00228263879567769,0,0,0,0.0288001258636968,0,0
X601166.CH.EQUITY,0.197471395748174,0,0.131279075883065,0,0,0,0.0942852509180498,0.00346939769300573,0.0259114203759015,0,0,0,0.00293469113648511,0.192406603226012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834887125155569,0,0,0,0,0,0,0.103791858496843,0,0,0,0,0,0,0,-0.0359076843369032,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.176037449911823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368526487618293,0,0,0.121998548101896,0.308914659471661,0.197199787226628,0.296856800136053,-0.135218168587608,0.152611341268122,0,0,0,0,0,0,0,0,0,0,0,0.0808411351679035,0,0,0,-0.173496671742996,0
X11.HK.EQUITY,0,0,0,0,0.0220212086497158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120900648161672,0.394762828616564,0,0,0,0,0,0,0,0,0,0.253949256100295,0.370711277349901,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.236920748856191,0.0603145815821199,0.0763662876166813,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.025826967527961,0,0.277624615807737,-3.46944695195361e-18,0,0,0.217157494055121,0,0.0776455009299429,0,0,0,0.112527009224092,-1.38777878078145e-17,0,0.0553844026522914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116450161867703,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.211475107536828,0,0,0,0.0947005804157735,0,0.0883642958567162,0,0,0,0,0,0,0,0,0,0.256512017883055,0,0,0,0,0.235419269087295,-0.305088357880909,0,0,0.576795311413634,0.171479398423765,0,0,0,0,0,0,0.0229634221328554,0,0,0,0,0,0,0,0,0,0.0429045418339681
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139926627697734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09049383582475,0.0240570139834022,0.0292586584903581,0.0422925997444212,0,0.723708302730339,0,0.0879145146985638,0,0,0,0,0,0.0231247670010665,0,0.0118816797576921,0,0,0,0.0812015513372694,-0.0543126806109204,0
X2388.HK.EQUITY,0,0,0,0,0.29346827245996,-0.379585825353077,0,0,0,0,0,0,0,0,-0.193019870097498,0,0,0.3408299030827,0,0,0,0,0,0,0,0.286389577458554,0.125196406346334,0,0,0,-0.150385849849347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881877388321003,0,0.116642759351063,0,0,0.0616571661519633
