,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.464957099932495,0,0,0,0,0,0,0,0,0,0,0,0.00613332033333555,0,0,0,0,0,0,0,-0.00427208195498295,0,0,0,0,0,0,0,-0.00729969673538087,0,0,0,0,0,0.255220968673602,0,0,0,0,0,0,0,0,0,0.216202924700629,0,0,0.0154166302794859,0
X601318.CH.EQUITY,0,0,0,0,0.0211722138893225,0,0,0.0219066641545227,0.139763044308977,0,0.0515522529042408,0,0,0.0998341243843931,0,0,0,0,0.216400558074979,0,0.220019198376686,0.0276039323671444,0,-0.0163437470527395,0,0,0.0964429138107156,0,0,0,0,0,0,0,0,0,0.0350869753700125,-1.73472347597681e-18,0,0,0,0,0,0.0375817837972842,0,0,0,0,0,0,0,0.0844554500745762
X601939.CH.EQUITY,0,0,0,0.290646464606439,0,0,0,0,0,0,0.0499218300468549,0,0,0,0,0,0,0,0,0.0114831705140549,0,-0.25847601018569,0.694688218907234,0.00417819457856494,0.0608516870793016,0,0.0631305270206264,-0.129688124300784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131462234948679,0,-0.0402573430476156,0,0,0,0,0,-0.0842480249345745,-0.003999320369602
X601288.CH.EQUITY,0.205631312509282,0,0,0,0,0.0368634779687518,0.361044888391449,-0.0577809142292445,0,0,0,0,0,0,0,0.0813597910258889,0,0,0,0,0,0,0.0456656486063517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197531616192442,0,0,0,0,0,0,-0.0854428744956127,0
X600036.CH.EQUITY,0,0.181594928965696,0,0,0,0.0681336275605437,0.0911303407099898,0,0,0,0,0,0,0.206417678086365,0,0,0,0,0,0,0,0,0,0.0286955484626747,0,0,0,0,0.319142084815389,0,0,0.0873388175999855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178215801394779
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0375045331725551,0,0,0,0,0,0,0,0.160693814412647,0,0,0,0.121714949020989,0,0,0,0,0,0,-0.0620832902174006,0,0,0,0.185547185872684,0,0.0527666088617805,0,0,0.537476689574136,0,-0.0496506746000995,0,0,0.102838470798706,0,0,0,0,0,0.00180223073371361,0,0,0.075498522745766
X601988.CH.EQUITY,0.194200978373935,0.263789935312778,0,0.0406744367968195,0.271810681752299,0,0,0,0,0,0,0,0,0,0,0.145555977767103,0,0,0,0.114602914558016,0,0,0,0,0,0,0.123534510894817,0,0,0,0,0.0404220217286134,-0.0589941057545282,0,0,0,0,0,0,0,0,-0.0973580174110639,0,0,0,0,0,0,0,0,0.0381338461427844,0
X1299.HK.EQUITY,0,0,0,-0.0452278244428628,0,0,-0.00227934906152281,0,0,0.128657362386478,0,0,0,-0.183866379240182,0,0,0,0,0,0,0,0,0,0,0,0.227001908897371,0,0.0279779460849656,0,0,0,0,0,0,0,0,0,0,0,0.140064532743209,0.114863753050895,0.0573797151171534,0,0.06714206205923,0,0.0247436527474586,0.180624065574975,0,0.136622461622037,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229209714177371,0,0.147570416231199,0,0,0,0,0.190393421323419,0,0.15198288316226,0,0,0,0.0699577495477954,-0.0560510578235399,0.453454934299007,0,0.0967884597634463,0,0,0,0,0,0,0,0,0,-0.113355742464695,0,0.203264797370805,0,0,0,0,0.118084750928904,0,0.276458157630049,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.062485056704183,0,0,0,0,0,0.0142856351742695,0,0,-0.0521846474246796,0,0,-0.169706720133601,0,0.401412984626981,0,0.311827423199419,0,0,0,0.274984070096734,0,0,0,0.154665563361307,0.294271665989391,0,0,0,0.127465995020902,0,0,-1.73472347597681e-18,0,0,0,0,-0.45071975762942,0,0,0,0.0645197735719158,0,0,-0.0456963978123922
