,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.217059989065747,0,0,0,0,0.394579720232863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265768320291142,0,0.0258823231924403,0,0.0126661980751168,0,0,0,0,0,0.0687241748319115,0.0539564618206612,0,0,0,0,0,0,0.0268695126066568,0,0,0,-0.0946083785337818,0,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0,0
X601939.CH.EQUITY,0.349874984278171,0.00760456202753799,0,0,0,0,0.0656657896714722,0.359807612072059,0.265335333279659,0,0,0,0,0,0,0,0,0.0936069784733026,0,0,0,0,0,0,0,0,0,0.257938247858026,0,0,-0.0158336824356375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447760334926734,0
X600036.CH.EQUITY,0,0,0,0,0,0.166575462534255,0.0231455956230757,0,0.0732743128827257,-0.137266538040882,0,-0.0992362653002695,0.147833586125229,0,0,0.160414953133547,0,0,0,0.169197949165338,0,0,0,0,0,0.391818761953762,0,0.0272091120049788,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608283191009828,0,0,0,0,0,0,0,0,0,0,0.0115105672171345
X601288.CH.EQUITY,0,0,0.108212444364099,0,0,0,0,0.506383547527725,0,-0.0509838835804646,0,0.0198088531961057,0,0,0,0,0,0,0.017108304856331,0,0,0,0.130544907451083,0,0,0,0.0421399799195242,0.141295095542906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933782193070151,0.0134785164313309,0.0264278007671892,0,0
X1299.HK.EQUITY,0,0,-0.0416723510301072,0,0,0,0,0,0,0.150978371817038,0,-0.0685229904743606,-0.0794894782714597,0,0,-0.0310840149293536,0,0,0,0,0,0,0.162526061473991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980353527005982,0.0614519375583003,0,0.198931901406291,0,0.250724344220323,0,0.0114002995971904,0,0.0422331780492452,0,0,0.197585201262078,0,0,0
X601628.CH.EQUITY,0.0761988957450922,0,0,-0.00341427982279883,0,0,0,0,0,0,0,0,-0.00275429546294308,0,0,-0.180628618926047,0,0,0.260712477381736,0,0,0,0,-0.109108954743745,0,0,0,0,0,0,0,0,0,0,0,0.589580693737321,0,0.0510089262689166,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0580947776150616,0
X601988.CH.EQUITY,0,0,0.0751306564888742,0,0.44151620122541,0,0,0,-0.0912049883989222,0,0,0,0,0,0,0,0,0.27930147146638,0,0,0,0,0,0.0456385408650529,0,0,0.0832049928871795,0,0,0,0,0,0,0,0,0,0,0.00191143006664781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521850672133948,0,0,0,0,0,0,0,0.196824408104581,0,0,0,0,0,0,0,-0.00774373305269552,0,0,0,0.217467741485434,0,0.0672014526605644,0,0,0,0,0,0,0,0,0,0,-0.114824161006362,0.184145694833596,0,0,0,0.218396603014544,0.184420327134304,0.039793464197662,0,0,0,0,0.115001639080501,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.373248718772631,0,0.197268822074139,0,0,0,0,0,0,0,0,0,0,0.055987096584273,0,0.351532157253657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190613501909748,0,0.24648885632563,0.0307368499223656,0,0,0.0524728891800312,0,0,0.125383909746186,0,0.0252568139156248,0.040865014376916,0,0,-0.0217326280101173
