,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.141887916976739,0,0.0810298317387676,0,0,0,0,0,0,0,0.356050415886865,0.0933406203714787,0,0,-0.130405661767323,0,0,0,0,0,0,0,0,0,0,0,0,0.0805032790764909,0,0,0,0,0,0,0,0.206803365849798,0,0,0,0,0,0.0820979184252248,0,0,0,0.0560649251105786,0,0,0,0,0.0445643310528192
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0,0,0
X601939.CH.EQUITY,0.165857431520749,0,0,0.294800110093697,0,0.138136781329739,0,-0.0570576511281766,-0.0388760037072376,0,0,0,0,0,0.0414738655558502,0,0,0,0,0,-0.0135582368538611,0.0855434283202856,0,0,-0.0370269339883864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490279429112245,-0.0710840046562639,0,0,0,0,-0.0222928204406687,0,0,0.0367802118882262,0,0,0
X601288.CH.EQUITY,0.492007000477074,0,0.159730938851659,0,0.0146816034998532,0.22193386916868,0,0,0,0,0,0,0,0.0295312963258858,-0.127677200080573,0,0,0,0,0,0,-0.0136932832715355,0,-0.0446301723827555,0,0,0,0,0,0,0,0,-0.0359567271059264,0,0.163607929240299,0,0,0,0,0,0,0,0,0.00256739625129727,0,0,0,0,0,0.275737724681874,0,0
X5.HK.EQUITY,0,-0.0696046767283185,0.12766778198133,0.0736448047936815,0,0.069416656028153,0,-0.170601010374407,0,0,0,0,0.268145395924874,0,0,0,0,0,0,0.666529776299048,0,0,0,0,0.0830093333983018,0,0,-0.124300550260315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121227709956602,0,0,0,0,0
X601988.CH.EQUITY,0.198219389740343,0,0.085053779975671,0.0214542153783949,0,0,0,0,0.0313066596844982,0,0.0789201810635341,0,0,-0.329368363714137,0,0,0,0,0,0,0,0,0.499476969327413,0.068759591353527,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.115585241977523,0,0,0,0,0,0,0,0.030242274831353
X600036.CH.EQUITY,0,0.114485836258076,0,0,0,0,0,0.120317079545679,0,0,0,0,0.0740890544237918,0,0.30877338170816,0.137757211436234,0,-3.46944695195361e-18,0,0.106628190001244,0,0,0,0,0,0,0,0,0,0,0,0,0.0465035271230576,0,-0.0448451745620127,0,0,0.117311674654058,0,0,-3.46944695195361e-18,0,0.0984806308296943,0,0,0,0,0,0,0,0,-0.0497510024274055
X1299.HK.EQUITY,0,0,0,0,0,-0.016357236998758,0.0160058615765793,0,0,0,0.213324321019735,0,0,0,-0.151603850488375,0,0,0,0.311782435349677,0.255659172728758,0,0,0,0.0510443139651875,0,0,0,0.119329544183156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031435499541274,0,0.125770653416493,0,0,-0.0231431480856474,0,0
X601628.CH.EQUITY,0.368527975737987,0.295500444723903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178519738639118,0,0,0,0,0,0,0,0,0,0.001737280306249,0,0,0,0,0,0,0.117736036738125,0,-0.085841466109775,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0716862222147285,0.0575697752093751,0,-0.211028789021239,0,0,0.201555361369842
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0335032992031483,0,0,0,0,0,0.492321508489721,0,0,0,0,0,0,0,0,0.220029897776038,0,0,0,0,0.0542284110690218,0.0540590673912915,0,0,0,0,0,0,0.0241508538068072,0,0,0,0,0,0,0,0,0,0.0108481948896567,0,0.0269518221805436,0,0,0,0.14948025143813,0,0,0,0,0,0,0
