,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.40716814908283,0,0,0.0136527701575344,4.33680868994202e-19,0,0,0,0,0,0,0,0.021118850401852,0,0,0,0,-0.029298082247441,0,0,0,0,0.00162223919802866,0,0,1.73472347597681e-18,0,-0.046016129294673,0,0,0,0.168721082527877,0,0,0,0.0728020420354487,0,0,0,0,0,0,0,0,0.0464332185245513,0.23153030398877,0,0.0463982089486814,0
X601318.CH.EQUITY,0,0,0,0,0.0166097060408146,0,0,0,0.150790907456245,0,0.0571673364697654,0,0.0831726833941055,0,0,0,0,0,0.223412322951159,0.180487916173651,0,0,0,0,0,0,0,0,0,0,0,0.0896087989828222,0,0,0.0344514017452107,0,0,0.0495399525480625,0,0,0,0,0,0,0.00883358626559772,0,0,0,0,0,0,0.0728645332615611
X601939.CH.EQUITY,0,0,0,0.28687619913071,0,-0.0573374840299452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033333935792444,0.748401947459991,0.0152889614557453,-0.258832738081603,-0.137285011232576,0,0,0,0,0,0,0.0629565731809314,0,0,0,2.77555756156289e-17,0,0,0,0,-0.126702055870856,0,0,0,0,0,0,0,0,0,-0.0887528115731694,0
X601288.CH.EQUITY,0.221896651631408,0,0.0325578447547076,0,0.0550829278783546,0,0.322517368643611,-0.100406953785259,0,0,0.0585147655089084,0,0,0,0,0.0688470257054337,0,0.00256370269319107,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156301249901866,0,0,0,0,0,-0.112672293551814,0
X601628.CH.EQUITY,0,0,0,0.0698636708854593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2286975028676,0,0,0,0,0,0.0981371485602504,-0.150938379006533,0,0,0,0.109488846507768,0,0,0,0.512952403240148,0,0.135768017742101,0,0,0,-0.00209188258113961,0,0,0,0,0,0,0,0,0,0,0,0,0.0522670289074897
X600036.CH.EQUITY,0,0.201917005207757,0,0,0.0922198465261425,0,0.0801200848921814,0,0,0,0,0,0.213637698936706,0,0,0,0,0,0,0,0,0,0,0,0,0.317580041153622,0,0,0,0,0.13899045592549,0,0,0,0,0,0,0,0.0474484941865504,0,0,0,0,0,0,0,0.0307730169229143,-0.0636932837349248,0,0,0,0.0111000315838084
X601988.CH.EQUITY,0,0.0331761300812563,0,0,0,0.329595262280493,0,0,0,0,0,0,0,0,0,0.470351345936632,0,0,0,0,0.0373005883216067,0,0,0,0,0,0,0,0,0,0.011705982042917,0.140627619007154,-0.0766642393924565,0,0,0,0,0,0,0,0,-0.0184762087834496,0,3.46944695195361e-18,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.354291353269439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402978812020806,0,0,0,0,0,0,0,0,0,0.0937957586129184,0,0,0.156369235568965,0,0.09166461478623,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358912639498656,0,0,0,0,0,0,0,0,0,0.574873767741843,0,0.0761106018868278,0,0.085317762320457,0,0.085519168754552,0,0,0,0,0,0,0,0,0,0.230102229195871,0.0692861757338943,-0.0811031247474637,0,0,0,0.178110983371524,0.180288759802109,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.151642623502875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480386582502117,0,-0.0115997948007781,0.147798450431578,0,0,0,0.158936552992739,0,0.217796584682444,0,0,0,0,0.181610662467431,0,0,0.0226024005984279,0,0,-0.340673467945582,-0.114638527166077,0,0.0709728676165513,1.73472347597681e-18,0,0.232111300461521,-0.00982385378018263,0
